"Species","Dataset","L.Occ","R.Occ","Fire.Included","Type","Rsquared","Intercept","Elevation.m","Elevation.m2","Resurvey.Burned.fi","Resurvey.Unburned.fi","Elevation.m.Res.Burn.fi","Elevation.m.Res.Unburn.fi","Elevation.m2.Res.Burn.fi","Elevation.m2.Res.Unburn.fi","P.Intercept","P.Elevation.m","P.Elevation.m2","P.Resurvey.Burned.fi","P.Resurvey.Unburned.fi","P.Elevation.m.Res.Burn.fi","P.Elevation.m.Res.Unburn.fi","P.Elevation.m2.Res.Burn.fi","P.Elevation.m2.Res.Unburn.fi"
"CARU",31,33,22,"Yes","Global_unavg",0.0673677523818892,-2.50702889624272,-16.6485357093272,-12.7340878391658,0.710289077822843,-1.03596601114604,12.8315383186532,2.08125077498474,7.32464849590911,-24.4958297366362,1.4275600434588e-28,0.0234860878202901,0.0610342049335171,0.190808085986057,0.0419526580795502,0.36571695847442,0.887912492815502,0.600188763800969,0.126182662652412
"CEVE",31,26,22,"Yes","Global_unavg",0.128925541837009,-2.8463681881368,-17.3187334830163,-18.8379878475594,1.84422438297571,-0.815059229117004,1.98152452963166,20.8215351647617,-21.0188706369226,-8.54389285141886,6.81045494175249e-25,0.0529415145912756,0.0277241389573839,0.000637110744721339,0.109506905832458,0.90724326430808,0.160395789869086,0.261322055263228,0.597489326427008
"EPAN",31,18,24,"Yes","Global_unavg",0.134884710538486,-3.27081353062761,-1.48934084073625,-25.4282138865055,2.17716344756325,0.0412196504081847,-37.2568681932552,3.98951611479669,-9.7682238507158,19.4691360620599,2.32207809980855e-23,0.874926886211092,0.0184441783337348,0.000590721159546398,0.925364234342744,0.0795704273783298,0.754105798641033,0.612855441818549,0.162005031920896
"PAMY",31,127,108,"Yes","Global_unavg",0.0483662427363828,-0.704733383418326,-10.7565459077929,-11.1839878274356,0.827700570190405,-0.347922699787058,-1.28542030793299,-0.551068036985148,-2.24690740255349,3.96917150595848,1.36431722698467e-09,0.00202000752434979,0.00143191711834115,0.0295714596080624,0.0476113199356295,0.890540476689456,0.917061606248293,0.818845737362842,0.451577860640725
"VAME",31,95,111,"Yes","Global_unavg",0.101190355965877,-1.264650897373,11.8136934626971,-22.9838661785458,-1.59292996807149,0.310725853084252,51.1020033429409,-6.81503726465798,NA,NA,1.29141653146897e-20,0.00435969897401636,4.52776344173128e-13,0.100106185917991,0.0824135028980733,0.0163571157071448,0.237374491345472,NA,NA
"ACMI",32,10,21,"Yes","Global_unavg",0.12355748821495,-3.79745936398687,-17.9955825669524,-12.336152189076,2.79626730731531,0.293930886571501,20.0054705887749,32.6934873931776,12.4721791328558,13.8570457890951,8.34673697743647e-20,0.188848414917001,0.313261867879326,1.06978737697732e-06,0.588268359450419,0.215917415278301,0.0485981972125321,0.404167606488191,0.35443580898969
"ARUV",32,42,29,"Yes","Global_unavg",0.0482916970289873,-2.28040959202361,-21.5962761760837,-8.93718378183505,0.638685690920854,-0.344530745714632,9.55262433861938,24.2811230222083,3.48093362547574,3.14828518138829,5.0725254406844e-27,0.0019227976626945,0.131171399024462,0.2234257750782,0.262575548935751,0.502827501041236,0.0106182981123016,0.795180216031959,0.724003770863623
"CARU",32,33,23,"Yes","Global_unavg",0.0676721381134887,-2.50702889624271,-16.6485357093272,-12.7340878391658,0.67995855826411,-0.968612033773489,26.0393876184789,-5.75960596630885,-2.81529480932091,-21.7404646599863,1.4275600434581e-28,0.0234860878202896,0.0610342049335163,0.228525587189707,0.0567385737568632,0.104059805643443,0.710486351341313,0.859212031325587,0.163526943116466
"CEVE",32,26,20,"Yes","Global_unavg",0.122035302890873,-2.84636813273766,-17.318731666711,-18.8379863449601,1.52097783837196,-0.666568589897083,9.36799398908532,14.9840089140903,-33.4293303980907,3.61561461851142,6.66736697454414e-25,0.052891269627009,0.027697574300959,0.0149028053687361,0.139896326826949,0.605238000024855,0.285096417151478,0.152386174803125,0.801873098291017
"EPAN",32,18,23,"Yes","Global_unavg",0.100358761634099,-3.27081353062762,-1.48934084073627,-25.4282138865056,2.3387105466104,-0.0538593419947277,-8.55354673200038,-8.0703917991192,17.8433642357849,13.6504956962883,2.32207809980892e-23,0.87492688621109,0.0184441783337347,4.55445574499919e-06,0.907598448139572,0.531482471385714,0.564207811481234,0.222966729066618,0.360873998715779
"PAMY",32,127,107,"Yes","Global_unavg",0.0442033259208112,-0.704733383418326,-10.7565459077929,-11.1839878274356,0.63251997533506,-0.352924054154375,2.21007303134341,0.681829377204955,5.19529330679493,1.89193247586088,1.36431722698466e-09,0.00202000752434979,0.00143191711834114,0.0886459284440144,0.044931221016567,0.80121983739315,0.897917189099316,0.561749549802626,0.723108796072101
"VAME",32,95,113,"Yes","Global_unavg",0.107845667171235,-1.27683964670153,11.9716910474495,-23.8261377048733,-1.62426138869112,0.33807961393016,52.3350977683454,-4.99545074061006,NA,NA,9.84071110340964e-21,0.00419548645071986,1.04415995811339e-13,0.0975347525282805,0.0595206983047586,0.0151833379668564,0.387914917724381,NA,NA
"ACMI",33,10,21,"Yes","Global_unavg",0.134988864385059,-3.79745936398687,-17.9955825669522,-12.3361521890759,2.79837894289898,0.129815771066876,13.1022280691088,40.7989166987131,12.7109965650347,9.90685555471643,8.34673697743852e-20,0.188848414917007,0.313261867879333,1.09497163126282e-06,0.824936458388253,0.419117161889577,0.0228431572706964,0.398417557457383,0.523830944080983
"ARUV",33,42,29,"Yes","Global_unavg",0.0427513681595205,-2.28040959202362,-21.5962761760837,-8.93718378183508,0.45126717390873,-0.29143758858595,13.6692471563624,22.7427470454675,4.58008293137431,3.75543801888611,5.0725254406845e-27,0.00192279766269447,0.131171399024461,0.409777665276096,0.336493864586817,0.339089942785435,0.0154305105100684,0.738550373864071,0.668730821798851
"CARU",33,33,20,"Yes","Global_unavg",0.0642670212799054,-2.50702889624272,-16.6485357093272,-12.7340878391658,0.464016962085608,-1.03942462403082,20.9634409777751,-2.21067527025432,2.14354150572199,-20.5079878275836,1.42756004345818e-28,0.0234860878202896,0.0610342049335165,0.429413668985747,0.0416437962119899,0.191316420148542,0.886088868554341,0.892790651651332,0.196502627095176
"CEVE",33,26,23,"Yes","Global_unavg",0.126340384656696,-2.8463681881368,-17.3187334830163,-18.8379878475593,1.74968548956865,-0.595728831970265,2.8953905320225,15.9475406957487,-30.6734920484813,-2.42664940982126,6.81045494175324e-25,0.0529415145912755,0.0277241389573841,0.00255582057283688,0.19300767367717,0.870530062036214,0.253134814111664,0.150453406533387,0.868869990828859
"EPAN",33,18,25,"Yes","Global_unavg",0.0810483657855705,-3.27081353062762,-1.48934084073625,-25.4282138865056,2.20294039429996,0.231198178918881,-9.93093801878858,10.2978148512579,14.3143012788841,20.7577112374104,2.32207809980884e-23,0.874926886211092,0.0184441783337348,2.4309009328915e-05,0.588290002022113,0.493165251584302,0.400146981242084,0.351399293333874,0.118379493844722
"PAMY",33,127,108,"Yes","Global_unavg",0.0456390119811168,-0.704733383418328,-10.7565459077929,-11.1839878274356,0.752035185267697,-0.330369435108691,2.3251297531189,2.397237065078,-5.79116473409927,1.50372217404182,1.36431722698456e-09,0.00202000752434979,0.00143191711834114,0.047960145188862,0.0588124124671266,0.806377527374479,0.64845965171649,0.565569135985286,0.77734506258482
"VAME",33,95,104,"Yes","Global_unavg",0.0946250934767127,-1.25294422920631,11.6579937727354,-22.1538530868711,-1.85722810261888,0.214488960792244,51.2774865164042,-6.2814543832506,NA,NA,1.81591695569463e-20,0.00453883899161256,2.96415934397536e-12,0.078786231851064,0.232721963591913,0.0250584383692555,0.277564008285576,NA,NA
"ACMI",34,10,18,"Yes","Global_unavg",0.192104047359342,-3.79745937337048,-17.9955828942423,-12.3361524275374,2.92630305943809,-1.50350915429852,11.3914749445094,78.4386854125002,12.8745246866411,-11.2196823609896,8.4049157483656e-20,0.188890779587475,0.31329620887417,2.52632965910892e-07,0.287642052958299,0.479887782743685,0.0480154819575536,0.389053565690071,0.651923208425732
"ARUV",34,42,30,"Yes","Global_unavg",0.0478828264949427,-2.28040959202362,-21.5962761760838,-8.93718378183508,0.638685690920854,-0.319254382619694,9.55262433861941,19.4004501353496,3.48093362547577,0.598341955160501,5.07252544068489e-27,0.00192279766269448,0.131171399024461,0.2234257750782,0.299710484345102,0.502827501041235,0.0445947296805171,0.795180216031957,0.947671498471006
"CARU",34,33,26,"Yes","Global_unavg",0.0623705557602873,-2.50702889624271,-16.6485357093272,-12.7340878391658,0.951943039820797,-0.757763384015571,17.0200051037369,-3.70463293769661,3.62207594580247,-17.9661326874012,1.4275600434588e-28,0.0234860878202897,0.061034204933517,0.0602269511495086,0.0980581475102671,0.213925508882791,0.794411718556236,0.789326677066503,0.20511973661526
"CEVE",34,26,19,"Yes","Global_unavg",0.122758001719409,-2.84636818813681,-17.3187334830163,-18.8379878475593,1.67801157031946,-0.857568811268183,7.26268702090323,19.818626188387,-21.2569365977671,-1.52805530232071,6.81045494175312e-25,0.0529415145912761,0.0277241389573846,0.00251773579354785,0.0824170658638158,0.670066086376317,0.182382252881463,0.276684734127047,0.922714155333287
"EPAN",34,18,23,"Yes","Global_unavg",0.101504802070242,-3.27081353062762,-1.48934084073624,-25.4282138865056,2.3165056691524,0.00356379585552362,-13.2210995468421,3.56425669607656,15.190981594714,15.5345775701622,2.32207809980942e-23,0.874926886211094,0.018444178333735,7.85108759629528e-06,0.993651670248063,0.359652019087537,0.785256575719544,0.317136304924535,0.27978145637919
"PAMY",34,127,96,"Yes","Global_unavg",0.0458265523131155,-0.704733383418326,-10.7565459077929,-11.1839878274356,0.348809628508285,-0.480686706885102,4.98971815543794,0.503647437991502,-0.720793037476739,2.31710947175287,1.36431722698462e-09,0.00202000752434979,0.00143191711834116,0.353971451550511,0.00737848561312892,0.596398612156446,0.926107042313297,0.940950316255736,0.670117926334858
"VAME",34,95,117,"Yes","Global_unavg",0.0971093753371675,-1.2495119147012,11.6115570277734,-21.9062651657824,-1.55386148008142,0.403980904245618,49.5519867398225,-9.34773688665533,NA,NA,1.57589517080907e-20,0.00457211074789502,1.34636401908157e-12,0.103324818928561,0.0223864743619614,0.0179003720570415,0.0987966455861273,NA,NA
"ACMI",35,10,21,"Yes","Global_unavg",0.125299846860147,-3.79745936398686,-17.9955825669523,-12.3361521890759,2.67023148971851,-0.0714450365256205,16.3231652268335,49.3447446046172,11.9533361954023,-7.81650254391503,8.34673697743442e-20,0.188848414917002,0.313261867879328,4.37846019136251e-06,0.915799797872425,0.318161031455921,0.0152474001854435,0.431286197892302,0.655128009419852
"ARUV",35,42,29,"Yes","Global_unavg",0.0500307353729738,-2.28040959202362,-21.5962761760837,-8.93718378183508,0.638685690920855,-0.369790312507109,9.55262433861943,20.9056513628188,3.48093362547577,-0.0462058150175196,5.07252544068587e-27,0.00192279766269456,0.131171399024462,0.2234257750782,0.235648511521301,0.502827501041235,0.0320941682971374,0.795180216031957,0.99602128822351
"CARU",35,33,18,"Yes","Global_unavg",0.0667048526116255,-2.50702889624271,-16.6485357093272,-12.7340878391658,0.46401696208561,-1.12277118766752,20.9634409777751,2.09835679036475,2.14354150572198,-19.1572177277862,1.42756004345821e-28,0.0234860878202898,0.0610342049335169,0.429413668985745,0.0285427377527987,0.191316420148542,0.891050813443582,0.892790651651333,0.236688124384335
"CEVE",35,26,22,"Yes","Global_unavg",0.109522193791421,-2.8463681881368,-17.3187334830163,-18.8379878475593,1.67801157031946,-0.595728831970265,7.26268702090325,15.9475406957486,-21.256936597767,-2.42664940982129,6.81045494175475e-25,0.0529415145912762,0.0277241389573846,0.0025177357935479,0.19300767367717,0.670066086376316,0.253134814111666,0.276684734127048,0.868869990828858
"EPAN",35,18,27,"Yes","Global_unavg",0.117117082990601,-3.27081353062761,-1.48934084073629,-25.4282138865055,2.64800520447117,0.177219740607285,-11.4710309641585,9.88239666088164,9.17718245398355,22.8997854354725,2.32207809981021e-23,0.874926886211089,0.0184441783337353,1.28423206325256e-07,0.680139338104515,0.41643643583965,0.419222724832703,0.54603820401994,0.0843205511557281
"PAMY",35,127,105,"Yes","Global_unavg",0.0433414411553599,-0.704733383418326,-10.7565459077929,-11.1839878274356,0.451121499141091,-0.343952454750578,-1.73225367728666,0.565707732848298,-1.47222841789883,3.39334453456441,1.36431722698465e-09,0.00202000752434979,0.00143191711834115,0.23545495407914,0.0496087790579593,0.859685251844846,0.914520560546379,0.884222668733493,0.52015212181314
"VAME",35,95,115,"Yes","Global_unavg",0.105238727936841,-1.27060043136541,11.8913162429608,-23.3976486804275,-1.99503999683456,0.406734187759884,48.9675266498101,-8.83888387217467,NA,NA,1.08347700298462e-20,0.00427429921823485,1.74264852958788e-13,0.0710736387367732,0.0222245647719523,0.0432420195587713,0.123900195567563,NA,NA
"ACMI",36,10,17,"Yes","Global_unavg",0.161554095505926,-3.79745937337047,-17.9955828942424,-12.3361524275374,2.72260918398328,-1.54978663366539,10.9440328271983,83.6147511087093,6.4442427189534,-17.2023900384308,8.40491574836147e-20,0.188890779587472,0.313296208874167,2.43860723570191e-06,0.282730351906848,0.515320060667848,0.037524005285073,0.681429461092127,0.499551185847033
"ARUV",36,42,30,"Yes","Global_unavg",0.0467217966358248,-2.28040959202362,-21.5962761760837,-8.93718378183512,0.638685690920853,-0.302460443245659,9.55262433861943,23.4129656046556,3.48093362547579,2.41534656755028,5.07252544068274e-27,0.00192279766269442,0.131171399024458,0.2234257750782,0.321286384422628,0.502827501041234,0.0133678904054675,0.795180216031955,0.785832765801204
"CARU",36,33,20,"Yes","Global_unavg",0.0685295833985126,-2.50702889624271,-16.6485357093272,-12.7340878391658,0.67995855826411,-1.02772733279267,26.039387618479,0.513735136202007,-2.81529480932093,-17.6611684316472,1.42756004345872e-28,0.02348608782029,0.0610342049335174,0.228525587189708,0.0375541357283757,0.104059805643444,0.972729600081295,0.859212031325586,0.255589682256542
"CEVE",36,26,20,"Yes","Global_unavg",0.122613139682342,-2.8463681881368,-17.3187334830163,-18.8379878475593,1.64436854675124,-0.829574535003534,7.54267654835995,21.068293510195,-24.2180622172858,-4.93975799903236,6.81045494175324e-25,0.0529415145912754,0.0277241389573842,0.00390361176253725,0.0973248937005254,0.663254087779859,0.155074444879567,0.234929597800806,0.756179779009507
"EPAN",36,18,21,"Yes","Global_unavg",0.115830960028709,-3.27081353062762,-1.48934084073627,-25.4282138865056,2.3387105466104,-0.37074925735404,-8.55354673200039,11.5007573798463,17.8433642357849,5.14095234112381,2.32207809980805e-23,0.874926886211091,0.0184441783337343,4.5544557449991e-06,0.476823115056945,0.531482471385713,0.440191027434707,0.222966729066617,0.754935900988675
"PAMY",36,127,110,"Yes","Global_unavg",0.0475405878078088,-0.704733383418326,-10.7565459077929,-11.1839878274356,0.886021530789214,-0.332367856910096,-0.864114409157678,0.525997661260151,3.18887184289521,2.77556682684973,1.36431722698465e-09,0.00202000752434979,0.00143191711834114,0.0187892020926109,0.0577719599607871,0.922749057669768,0.920609318476413,0.728473887032245,0.599839322570491
"VAME",36,95,103,"Yes","Global_unavg",0.100568227002616,-1.32780321818049,12.5940520146977,-27.1483395652993,-5.03750889326746,0.37804307646449,115.314393425608,-6.96205530657806,-30.1557339890769,10.0361007917471,2.15583901444516e-18,0.00405774947118911,3.05283418163332e-08,0.395807456346345,0.0598750399150977,0.449542444153754,0.233445896821498,0.638488985526265,0.119557978731068
"ACMI",37,10,21,"Yes","Global_unavg",0.139571309240857,-3.79745936398687,-17.9955825669524,-12.336152189076,2.74300745391707,0.0935086032330413,12.0484959526516,42.0810531387212,15.9608635543425,10.818994060892,8.34673697743661e-20,0.188848414917,0.313261867879326,2.31417549818907e-06,0.875283036094079,0.455391718142804,0.0201864734458296,0.287061025744355,0.486423181276896
"ARUV",37,42,27,"Yes","Global_unavg",0.0506103357763275,-2.28040959202361,-21.5962761760837,-8.93718378183507,0.45126717390873,-0.442796735685084,13.6692471563624,23.0192841568057,4.58008293137428,-2.20436861467265,5.07252544068646e-27,0.00192279766269453,0.131171399024461,0.409777665276097,0.16622985693983,0.339089942785437,0.0209303714034071,0.738550373864074,0.818192315848936
"CARU",37,33,22,"Yes","Global_unavg",0.0680889646289023,-2.50702889624271,-16.6485357093272,-12.7340878391658,0.679958558264111,-0.979730132151732,26.0393876184789,-0.970396232958042,-2.8152948093209,-21.2116471483586,1.42756004345841e-28,0.0234860878202898,0.0610342049335165,0.228525587189707,0.0489012086707451,0.104059805643443,0.948166586292774,0.859212031325588,0.172567844592387
"CEVE",37,26,21,"Yes","Global_unavg",0.135472122279931,-2.8463681881368,-17.3187334830163,-18.8379878475593,1.78575747177246,-0.829574535003535,2.82143641559217,21.068293510195,-27.4622583129833,-4.9397579990324,6.81045494175412e-25,0.0529415145912756,0.0277241389573846,0.00157324740381174,0.0973248937005258,0.871812318621766,0.155074444879567,0.178390892689737,0.756179779009506
"EPAN",37,18,26,"Yes","Global_unavg",0.0846740853477526,-3.27081353062761,-1.48934084073626,-25.4282138865056,2.3387105466104,0.275287672138948,-8.55354673200038,5.17129071439952,17.8433642357848,22.7159446753328,2.32207809980979e-23,0.874926886211091,0.0184441783337351,4.55445574499952e-06,0.511442785544696,0.531482471385715,0.666202625674243,0.22296672906662,0.0837594735534421
"PAMY",37,127,107,"Yes","Global_unavg",0.0469220882643987,-0.704733383418325,-10.7565459077929,-11.1839878274356,0.370063344898891,-0.339018960142728,5.44592249909728,0.160790600724037,-3.33131013853466,-1.96052373730285,1.36431722698468e-09,0.0020200075243498,0.00143191711834117,0.327180464199188,0.0567142994077195,0.571481286792366,0.976327881653237,0.739991614962222,0.721241313394636
"VAME",37,95,112,"Yes","Global_unavg",0.0970650895580171,-1.2520924158022,11.6465037341755,-22.0925939874221,-1.56053460166666,0.324325281668882,49.8177641515705,-6.5777701657768,NA,NA,1.59822580028426e-20,0.00453865400667492,1.47115456820778e-12,0.102793826223249,0.0687447280908862,0.0176516812671101,0.248717365017165,NA,NA
"ACMI",38,10,19,"Yes","Global_unavg",0.14582860842457,-3.79745936398687,-17.9955825669524,-12.336152189076,2.8561097684397,-0.052208178919544,8.00474308712658,39.6748086547806,5.86239530890309,9.51934623299407,8.34673697743223e-20,0.188848414916998,0.313261867879324,5.83263958383725e-07,0.93182220097905,0.633764817413145,0.0323649048312691,0.707888482227759,0.555156565479981
"ARUV",38,42,25,"Yes","Global_unavg",0.0562328437208186,-2.28040959202362,-21.5962761760837,-8.9371837818351,0.295803627409878,-0.530998353974493,6.28612635580906,22.5272828968314,9.34387890709833,-1.03712193401483,5.0725254406844e-27,0.00192279766269452,0.13117139902446,0.61996790126707,0.102869295120402,0.677872532752288,0.0261594561546084,0.50426586634724,0.915202330433646
"CARU",38,33,21,"Yes","Global_unavg",0.0733233586060423,-2.50702889624272,-16.6485357093272,-12.7340878391658,0.951943039820796,-1.1283824353527,17.0200051037368,3.96526764784767,3.62207594580242,-23.0711035581122,1.427560043459e-28,0.0234860878202903,0.0610342049335173,0.0602269511495092,0.0301799947751338,0.213925508882794,0.792254520551307,0.789326677066506,0.160787104466374
"CEVE",38,26,19,"Yes","Global_unavg",0.109473671088316,-2.8463681881368,-17.3187334830163,-18.8379878475593,1.39961711757929,-0.710752987406971,14.345598794834,11.9206626924879,-27.5730986522503,1.32519892723224,6.81045494175337e-25,0.0529415145912755,0.027724138957384,0.0246630487489007,0.127630560785524,0.42523645221552,0.411962349466669,0.225554000554869,0.929449891746884
"EPAN",38,18,25,"Yes","Global_unavg",0.108385479543001,-3.27081353062762,-1.48934084073626,-25.4282138865056,2.50131517938059,0.0624509079372826,-9.74241797014495,7.81121876001373,13.4718717293666,15.3793805561977,2.32207809980834e-23,0.874926886211091,0.0184441783337345,6.73377373999825e-07,0.88831520273317,0.482094851369784,0.544976504810791,0.365271090538721,0.276451926371338
"PAMY",38,127,108,"Yes","Global_unavg",0.0418847807786487,-0.704733383418327,-10.7565459077929,-11.1839878274356,0.45112149914109,-0.292912083243175,-1.73225367728664,0.0446076578512389,-1.47222841789885,4.76281837895517,1.36431722698462e-09,0.0020200075243498,0.00143191711834113,0.235454954079141,0.0917592666260997,0.859685251844847,0.993164025698296,0.884222668733491,0.35931428727751
"VAME",38,95,110,"Yes","Global_unavg",0.0992841215180497,-1.26021203945005,11.7551312010291,-22.6716927162589,-1.95936350405911,0.311844846599294,54.0011902890412,-7.57782840341931,NA,NA,1.44542964242478e-20,0.00442421399921995,8.41187044056621e-13,0.0734636576791933,0.080784679910546,0.021855428043922,0.187921641184951,NA,NA
"ACMI",39,10,21,"Yes","Global_unavg",0.133931956702744,-3.79745936398687,-17.9955825669525,-12.336152189076,2.79147982309376,0.0627606644969398,17.1586396462144,43.4739457295284,13.2520029361005,3.82279923865564,8.34673697743292e-20,0.188848414916996,0.313261867879323,1.15008097696334e-06,0.91848325294177,0.287650130755724,0.0207012868916485,0.375510901567347,0.813201067272008
"ARUV",39,42,26,"Yes","Global_unavg",0.0542246801636501,-2.28040959202362,-21.5962761760836,-8.9371837818351,0.29580362740988,-0.484850585295998,6.28612635580906,16.932059421547,9.34387890709835,-0.814984109661239,5.0725254406845e-27,0.00192279766269455,0.13117139902446,0.619967901267067,0.13338731636357,0.677872532752288,0.0965821596317617,0.504265866347238,0.93295818412698
"CARU",39,33,18,"Yes","Global_unavg",0.0931477079913142,-2.50702889624271,-16.6485357093272,-12.7340878391658,0.710289077822842,-2.03151865291814,12.8315383186532,4.81111418404772,7.32464849590912,-50.1770549169839,1.42756005911411e-28,0.0234860878351518,0.0610342049546083,0.190808085992863,0.0126587074733262,0.365716958488187,0.7990729820552,0.600188763808004,0.0402071251654499
"CEVE",39,26,21,"Yes","Global_unavg",0.132241317308925,-2.8463681881368,-17.3187334830163,-18.8379878475594,1.74968548956865,-0.694096403137358,2.8953905320225,13.4263553270268,-30.6734920484813,2.07065245151695,6.81045494175488e-25,0.0529415145912762,0.0277241389573844,0.00255582057283691,0.131815937344633,0.870530062036214,0.348129140887701,0.150453406533388,0.888433341981779
"EPAN",39,18,26,"Yes","Global_unavg",0.130756057430695,-3.27081353062762,-1.48934084073625,-25.4282138865055,2.17716344756325,0.127467437723262,-37.2568681932551,4.10370774210544,-9.76822385071574,13.5064706564841,2.32207809980813e-23,0.874926886211092,0.0184441783337346,0.000590721159546378,0.771749471453084,0.0795704273783296,0.74905562785895,0.612855441818551,0.340771901950385
"PAMY",39,127,101,"Yes","Global_unavg",0.0476812721163019,-0.704733383418325,-10.7565459077929,-11.1839878274356,0.452657107170724,-0.454192540953683,2.52607402510167,0.0538632650125575,10.3149208750435,-0.349974964285084,1.3643172269848e-09,0.00202000752434979,0.00143191711834115,0.2249197467909,0.0117612561839128,0.770426946597358,0.992176480968073,0.23733430348947,0.949579406817682
"VAME",39,95,108,"Yes","Global_unavg",0.107862272145906,-1.28845733536742,12.1187046230449,-24.6100866967663,-1.65404314610621,0.268512657447516,53.4995713534261,-8.10767970515147,NA,NA,9.09086423922592e-21,0.0040638224027196,6.81037260910857e-14,0.095231905416323,0.136474743383764,0.0142394003674154,0.170113552689524,NA,NA
"ACMI",4,10,20,"Yes","Global_unavg",0.138786399296589,-3.79745937337048,-17.9955828942422,-12.3361524275374,2.45066638139478,-0.858846960849263,17.1593606396963,76.276553621761,15.9003549790156,-12.2157816306702,8.40490898999687e-20,0.188890774681041,0.313296204907101,4.77556167256357e-05,0.416402772062533,0.295217235082807,0.0114829228497156,0.297817646549561,0.549611543684098
"ARUV",4,42,26,"Yes","Global_unavg",0.0529970995745084,-2.28040959202362,-21.5962761760837,-8.93718378183508,0.295803627409878,-0.465615478413157,6.28612635580905,19.4151516715191,9.34387890709834,0.342924952449567,5.07252544068323e-27,0.0019227976626945,0.13117139902446,0.619967901267069,0.144426898837256,0.677872532752288,0.0519357825750681,0.504265866347239,0.971198971299327
"CARU",4,33,19,"Yes","Global_unavg",0.0771121879695039,-2.50702889624271,-16.6485357093273,-12.7340878391658,0.710289077822843,-1.43304276396827,12.8315383186532,-2.48861239520739,7.32464849590911,-31.0795353429462,1.42756004345875e-28,0.0234860878202896,0.0610342049335168,0.190808085986056,0.0213079786983082,0.365716958474419,0.886495965472822,0.600188763800969,0.104982951279182
"CEVE",4,26,21,"Yes","Global_unavg",0.1311939940055,-2.84636813273766,-17.318731666711,-18.8379863449601,1.74968543418177,-0.666568589897083,2.89538871588945,14.9840089140904,-30.6734935505444,3.61561461851144,6.66736697454402e-25,0.0528912696270083,0.0276975743009586,0.00255463366796736,0.139896326826949,0.870523063438748,0.285096417151476,0.150441190417635,0.801873098291016
"EPAN",4,18,30,"Yes","Global_unavg",0.11365734361718,-3.27081353062761,-1.48934084073628,-25.4282138865055,2.77724368566171,0.298800306508683,-4.52367136116964,2.21901362508596,15.1671039104075,16.5690805856194,2.32207809980933e-23,0.87492688621109,0.018444178333735,1.28771315292271e-08,0.478177452200765,0.726858376837107,0.856681146668157,0.282411269370427,0.221369241142079
"PAMY",4,127,107,"Yes","Global_unavg",0.0497392896835057,-0.704733383418327,-10.7565459077929,-11.1839878274356,0.874068609290104,-0.36557732163577,-0.292754120168142,0.501719249687039,-6.39980097084329,2.52708234733985,1.36431722698457e-09,0.00202000752434979,0.00143191711834114,0.0231460328443148,0.0379307868213069,0.975615600578845,0.924786120607495,0.531921975965897,0.635270887122349
"VAME",4,95,108,"Yes","Global_unavg",0.111118363451748,-1.28853831071533,12.1197177167807,-24.615490228788,-1.96160850541352,0.271927964905801,55.1367998953955,-3.73610045509798,NA,NA,8.83396014134935e-21,0.00406086909495442,5.88941739413709e-14,0.0731490447775761,0.133009450600008,0.0204415578850772,0.52474478544534,NA,NA
"ACMI",40,10,16,"Yes","Global_unavg",0.164151070758619,-3.79745937337048,-17.9955828942426,-12.3361524275376,2.72260918398328,-1.50350915429851,10.9440328271987,78.4386854125003,6.44424271895349,-11.2196823609893,8.40491574836202e-20,0.188890779587466,0.313296208874161,2.43860723570194e-06,0.287642052958307,0.515320060667835,0.0480154819575552,0.681429461092123,0.651923208425741
"ARUV",40,42,27,"Yes","Global_unavg",0.0551145426124061,-2.28040959202362,-21.5962761760836,-8.93718378183507,0.638685690920854,-0.484850585295999,9.55262433861937,16.932059421547,3.48093362547574,-0.814984109661286,5.07252544068401e-27,0.00192279766269454,0.131171399024461,0.2234257750782,0.133387316363569,0.502827501041237,0.096582159631762,0.795180216031959,0.932958184126976
"CARU",40,33,24,"Yes","Global_unavg",0.0653294648707302,-2.50702889624271,-16.6485357093272,-12.7340878391658,0.679958558264109,-0.832801363055862,26.0393876184789,1.61940395954452,-2.81529480932091,-20.8208370358021,1.42756004345889e-28,0.0234860878202899,0.0610342049335169,0.228525587189709,0.0733459080390447,0.104059805643444,0.907238202906164,0.859212031325587,0.155548306216294
"CEVE",40,26,20,"Yes","Global_unavg",0.122613139682342,-2.8463681881368,-17.3187334830163,-18.8379878475593,1.64436854675124,-0.829574535003534,7.54267654835995,21.068293510195,-24.2180622172858,-4.93975799903236,6.81045494175324e-25,0.0529415145912754,0.0277241389573842,0.00390361176253725,0.0973248937005254,0.663254087779859,0.155074444879567,0.234929597800806,0.756179779009507
"EPAN",40,18,24,"Yes","Global_unavg",0.102290624206363,-3.27081353062761,-1.48934084073626,-25.4282138865056,2.46573537210064,0.025931293994309,-2.07597340564726,4.62874731401674,21.4637232110837,17.9228673495031,2.32207809980892e-23,0.874926886211092,0.0184441783337348,7.86873908594757e-07,0.9533391758902,0.871510570965041,0.719029640715892,0.122547198387472,0.203144778120354
"PAMY",40,127,112,"Yes","Global_unavg",0.05140657573858,-0.704733383418326,-10.7565459077929,-11.1839878274356,0.867762475468019,-0.31661409428512,-5.68895748137019,-1.62974999378967,4.52998543470395,2.64407932427773,1.36431722698468e-09,0.00202000752434979,0.00143191711834116,0.0230424334818491,0.0720154882151197,0.537533125588366,0.759940551145925,0.632770326764026,0.61851006432627
