"Species","Dataset","L.Occ","R.Occ","Fire.Included","Type","Rsquared","Intercept","Elevation.m","Elevation.m2","Data.Type.nofi","Data.Type.Elevation.m.nofi","Data.Type.Elevation.m2.nofi","Resurvey.Burned.fi","Resurvey.Unburned.fi","Elevation.m.Res.Burn.fi","Elevation.m.Res.Unburn.fi","Elevation.m2.Res.Burn.fi","Elevation.m2.Res.Unburn.fi"
"PTAQ",29,47,19,"No","Unavg",0.100398686209308,-2.52508795976356,NA,NA,-1.01756732276749,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",29,33,19,"No","Unavg",0.133522094092969,-7.1944320549309,NA,NA,-0.61735402221751,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",29,23,20,"No","Unavg",0.0444539765131485,-7.46091603732653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",29,15,20,"No","Unavg",0.0549069569250419,-2.14862545038984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",29,48,18,"No","Unavg",0.162360368424836,-10.5977416767261,NA,NA,-1.13956576120143,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",29,17,30,"No","Unavg",0.11361125555809,-3.47519036700398,NA,NA,0.634261272809554,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",29,34,42,"No","Unavg",0.0511109602844386,-2.52733270917956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",29,10,20,"No","Unavg",0.155501196861944,-2.07855170136153,NA,NA,0.757348520249116,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",29,95,118,"Yes","Unavg",0.106566343337314,-1.26851953175202,11.8642780037503,-23.2535140621696,NA,NA,NA,-1.90303731836588,0.433743773452284,52.9803148195954,-7.05579886951135,NA,NA
"VASI",29,24,27,"No","Unavg",0.178256161761983,-11.1975282527491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",3,72,62,"No","Unavg",0.250054015008337,-2.52823919194755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",3,15,12,"No","Unavg",0.0541188407302882,-4.74850860449284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",3,10,23,"Yes","Unavg",0.149345005946718,-3.74324347154032,-15.9978832414587,-8.74505369393087,NA,NA,NA,2.98540226909369,0.0363840550941038,16.1340581089489,44.0498148440683,NA,NA
"AMAL",3,42,44,"No","Unavg",0.111214430812933,-2.80376269741637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",3,42,28,"Yes","Unavg",0.0463194715833216,-2.25295354755327,-20.3511965582507,-6.92136593572008,NA,NA,NA,0.308973652403497,-0.377801586614798,2.16758016864781,20.8813491507429,NA,NA
"ATFI",3,24,29,"No","Unavg",0.0747034550327572,-1.59740058497893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",3,32,30,"No","Unavg",0.386818280787253,-27.8137763302118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",3,33,22,"Yes","Unavg",0.0574730614111291,-2.49225026660498,-14.5041911728404,-13.8116684866779,NA,NA,NA,0.866399619823279,-0.683395432209265,NA,NA,NA,NA
"CEVE",3,26,21,"Yes","Unavg",0.122103082107119,-2.88141649592581,-11.5839573375475,-24.2954398519994,NA,NA,NA,1.98600328543913,-0.827942571963005,NA,NA,NA,NA
"CHUM",3,61,46,"No","Unavg",0.154978073534802,-4.22622164895895,NA,NA,-0.359228276207193,NA,NA,NA,NA,NA,NA,NA,NA
"CLUN",3,44,50,"No","Unavg",0.146421169518573,-7.73159491289037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",3,20,18,"No","Unavg",0.0949455096268473,-4.06486806173166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",3,18,27,"Yes","Unavg",0.14652335320225,-3.27081353062762,-1.48934084073626,-25.4282138865056,NA,NA,NA,2.26760394002728,0.17157304307334,-42.6934994767123,4.66427465905346,-17.8414715034332,17.4975888135762
"GASH",3,21,23,"No","Unavg",0.191869400402174,-0.945171699589749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",3,20,46,"No","Unavg",0.10760353464101,-4.01995742568293,NA,NA,0.950703679530065,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",3,17,26,"No","Unavg",0.0732416646543455,-4.15825318385134,NA,NA,0.466427805493765,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",3,12,9,"No","Unavg",0.0632376770388159,-2.56358807579566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",3,17,12,"No","Unavg",0.1589558041242,-4.95745344830915,-75.4273829221355,-17.9872741813477,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",3,48,66,"No","Unavg",0.211412291120039,-5.32660807646294,NA,NA,0.44580821205572,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",3,61,58,"No","Unavg",0.257959246440054,-4.30959196895636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",3,26,13,"No","Unavg",0.0293173515651614,-4.87973292386562,NA,NA,-0.731195195605437,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",3,29,16,"No","Unavg",0.12969139034824,-0.476694350705117,NA,NA,-6.24832566384637,NA,NA,NA,NA,NA,NA,NA,NA
"PAMY",3,127,99,"Yes","Unavg",0.046095471330857,-0.703796825219036,-10.9952868434415,-10.763663454247,NA,NA,NA,0.192736271383558,-0.434565127085889,NA,NA,NA,NA
"POMU",3,20,10,"No","Unavg",0.219240035705254,0.595796525116652,NA,NA,-0.786056293366072,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",3,47,20,"No","Unavg",0.108480290655765,-2.39907607365871,NA,NA,-0.967143074858113,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",3,18,12,"No","Unavg",0.192437904392904,-25.9104611875712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",3,33,20,"No","Unavg",0.11580705027484,-6.1249103598689,NA,NA,-0.557034514573146,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",3,23,23,"No","Unavg",0.0436657684820944,-7.30990282105185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",3,15,22,"No","Unavg",0.0512999740416031,-2.12444353886699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",3,48,19,"No","Unavg",0.160582679914226,-10.8622700515749,NA,NA,-1.08101432645336,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",3,17,32,"No","Unavg",0.115542939820153,-3.79836179857236,NA,NA,0.707892854164555,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",3,34,41,"No","Unavg",0.0461069293208455,-1.45726526077107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",3,10,23,"No","Unavg",0.177969197073565,-4.03295783082452,NA,NA,0.915386757213749,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",3,95,109,"Yes","Unavg",0.0980202535996912,-1.25991590123751,11.7512039483393,-22.6507577017984,NA,NA,NA,-1.58073059455235,0.281225730952965,50.6195312852977,-7.81417361220083,NA,NA
"VASI",3,24,25,"No","Unavg",0.173300355976814,-11.3045465606524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",30,72,60,"No","Unavg",0.246111494990942,-2.5373010826378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",30,15,9,"No","Unavg",0.0487286555140913,-2.56243373349793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",30,10,17,"Yes","Unavg",0.151964780709771,-3.6687749680583,-11.9688011114787,NA,NA,NA,NA,2.50191749101908,-0.662980209791737,1.38272544175428,44.920992229608,NA,NA
"AMAL",30,42,42,"No","Unavg",0.112065556871128,-3.27260271331562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",30,42,26,"Yes","Unavg",0.0565932964484038,-2.27685590496429,-21.4405605460923,-8.69164803083093,NA,NA,NA,0.648070209289808,-0.520337527051168,8.4078247916049,21.2566928059222,NA,NA
"ATFI",30,24,29,"No","Unavg",0.0753610870534429,-1.59280316944725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",30,32,31,"No","Unavg",0.396819355715129,-28.8597259812123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",30,33,21,"Yes","Unavg",0.0562121033181013,-2.50488594964658,-12.586086688424,-16.5457651370524,NA,NA,NA,0.676512562612757,-0.687207896199524,NA,NA,NA,NA
"CEVE",30,26,22,"Yes","Unavg",0.120257971533839,-2.89662679647825,-11.6150848341692,-25.1269306031322,NA,NA,NA,1.99914787862824,-0.73777299037125,NA,NA,NA,NA
"CHUM",30,61,49,"No","Unavg",0.17279530710164,-4.59631626835967,NA,NA,0.555980132060835,NA,NA,NA,NA,NA,NA,NA,NA
"CLUN",30,44,50,"No","Unavg",0.152340817999763,-8.07947573680027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",30,20,21,"No","Unavg",0.0997326352198066,-3.90505093444298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",30,18,24,"Yes","Unavg",0.0899297422893344,-3.11958666713743,-0.603380252560374,-17.1101749832137,NA,NA,NA,1.91800863864808,-0.131040142498262,-23.1515628780513,9.40487295089249,NA,NA
"GAOV",30,11,8,"No","Unavg",0.116581877238951,-14.7303161720677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",30,21,22,"No","Unavg",0.191405215124968,-0.966149865563892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",30,20,42,"No","Unavg",0.125178746577218,-5.07218894610186,NA,NA,1.47864800837561,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",30,17,21,"No","Unavg",0.0609856528869196,-4.78429650717335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",30,12,9,"No","Unavg",0.0597007814469942,-2.59337193578691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",30,17,8,"No","Unavg",0.157668970580158,-4.68584557074435,-73.299816943447,-19.8943150513559,-0.803867029046916,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",30,48,64,"No","Unavg",0.21033727659434,-5.11703059746369,NA,NA,0.401439810666389,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",30,61,55,"No","Unavg",0.259653504194075,-4.00356347738814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",30,26,11,"No","Unavg",0.0410273267753057,-5.24010923385099,NA,NA,-0.906034101808448,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",30,29,16,"No","Unavg",0.130455539270501,-0.476694350705108,NA,NA,-7.1585974017293,NA,NA,NA,NA,NA,NA,NA,NA
"PAMY",30,127,111,"Yes","Unavg",0.0529507339255493,-0.708368269439021,-11.7202937279106,-10.8361243694941,NA,NA,NA,0.923769976262752,-0.339647798930258,NA,NA,NA,NA
"POMU",30,20,11,"No","Unavg",0.189071623196982,0.248712354868719,NA,NA,-0.668945163115067,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",30,47,21,"No","Unavg",0.106665206928623,-2.23162055327135,NA,NA,-0.914698147973716,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",30,18,13,"No","Unavg",0.192020527248442,-25.48456434952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",30,33,22,"No","Unavg",0.110273520280505,-5.66559877109306,NA,NA,-0.451530136884701,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",30,23,25,"No","Unavg",0.0425635225707083,-7.10451404359486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",30,15,22,"No","Unavg",0.0531936864283414,-2.10886904909756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",30,48,22,"No","Unavg",0.143413511585073,-9.86467564145198,NA,NA,-0.913377085279554,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",30,17,27,"No","Unavg",0.101026532065707,-3.8224267732361,NA,NA,0.513115129155607,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",30,34,36,"No","Unavg",0.0482754067732679,-2.76457693549389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",30,95,112,"Yes","Unavg",0.106383619117678,-1.27394051337046,11.9344717220012,-23.6277097395548,NA,NA,NA,-2.00223309514617,0.340175957944446,55.5497956218567,-5.82155505636436,NA,NA
"VASI",30,24,23,"No","Unavg",0.161768357652648,-11.1786648384877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",31,72,58,"No","Unavg",0.249231951496129,-2.28851466412169,NA,NA,-0.316401148498432,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",31,15,14,"No","Unavg",0.0635990207943372,-4.18146905591958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",31,10,20,"Yes","Unavg",0.0534682419662362,-3.58073729543899,NA,NA,NA,NA,NA,2.1254500628322,0.383635270120346,NA,NA,NA,NA
"AMAL",31,42,46,"No","Unavg",0.120733029858564,-2.54929349689218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",31,42,28,"Yes","Unavg",0.0486239073575355,-2.26474828305865,-20.8987647569794,-7.8232065382657,NA,NA,NA,0.320608554237673,-0.381033311182931,2.27081850666551,24.7936509673594,NA,NA
"ATFI",31,24,29,"No","Unavg",0.0739880217507785,-1.6024145020688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",31,33,22,"Yes","Unavg",0.054402570006172,-2.50878236503878,-13.4103096754711,-16.2628835352274,NA,NA,NA,0.672029528269939,-0.622289258897402,NA,NA,NA,NA
"CEVE",31,26,22,"Yes","Unavg",0.11663587995382,-2.87562795580443,-11.7845442205214,-23.8957985271979,NA,NA,NA,1.97968573614112,-0.736145052576166,NA,NA,NA,NA
"CHUM",31,61,52,"No","Unavg",0.152109464364875,-4.01792740597606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUN",31,44,54,"No","Unavg",0.147323968271794,-7.42129348867551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",31,20,24,"No","Unavg",0.0994401932649128,-3.87539421622189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",31,18,24,"Yes","Unavg",0.124193585787304,-3.15701654079704,-0.812776020655241,-19.3837241348452,NA,NA,NA,2.22462551679087,-0.25457631510489,-26.445555112812,3.44968049564146,NA,NA
"GAOV",31,11,8,"No","Unavg",0.0950144086022687,-12.3141453152328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",31,21,22,"No","Unavg",0.185449867946296,-1.01248863111486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",31,20,41,"No","Unavg",0.106661206904765,-4.05720632939349,NA,NA,0.815970468988497,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",31,17,25,"No","Unavg",0.0650737731870613,-4.74575403533045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",31,12,9,"No","Unavg",0.0586585320669741,-2.60223736695703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",31,17,7,"No","Unavg",0.15301856026368,-3.82802935438244,-40.3136403904522,NA,-0.950934168431712,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",31,48,61,"No","Unavg",0.202638031694205,-4.81548050685172,NA,NA,0.331447476522655,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",31,61,56,"No","Unavg",0.256887298054229,-4.0450921769897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",31,26,14,"No","Unavg",0.0592195042352757,-4.18447779350175,NA,NA,-9.28399997484867,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",31,29,15,"No","Unavg",0.137072131296294,-0.476694350705127,NA,NA,-7.98982081111718,NA,NA,NA,NA,NA,NA,NA,NA
"PAMY",31,127,108,"Yes","Unavg",0.0474597507639488,-0.699639836517884,-11.1396181365851,-9.78531564074145,NA,NA,NA,0.784680004427729,-0.368274575966754,NA,NA,NA,NA
"POMU",31,20,12,"No","Unavg",0.186375737342343,0.233112575867832,NA,NA,-0.573299703997923,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",31,47,19,"No","Unavg",0.107683312240161,-2.70422036119136,NA,NA,-1.0206076809684,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",31,18,14,"No","Unavg",0.191784144146671,-25.0809975362852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",31,33,22,"No","Unavg",0.110273520280505,-5.66559877109306,NA,NA,-0.451530136884701,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",31,23,23,"No","Unavg",0.0301776732065138,-6.2878941751168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",31,15,21,"No","Unavg",0.0499257508693542,-2.16250553810073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",31,48,17,"No","Unavg",0.160995015290408,-10.5823350537276,NA,NA,-1.19936312403483,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",31,17,31,"No","Unavg",0.113815059160965,-3.71515982222125,NA,NA,0.671393947681606,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",31,34,39,"No","Unavg",0.053026760779928,-2.5101927642107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",31,10,24,"No","Unavg",0.186703765449731,-3.90830418372807,NA,NA,0.966151256779531,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",31,95,111,"Yes","Unavg",0.101190355965877,-1.264650897373,11.8136934626971,-22.9838661785458,NA,NA,NA,-1.59292996807149,0.310725853084252,51.1020033429409,-6.81503726465798,NA,NA
"VASI",31,24,26,"No","Unavg",0.173870164650453,-11.7440435412556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",32,72,61,"No","Unavg",0.248059593631575,-2.57560603882085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",32,15,13,"No","Unavg",0.0632951024085047,-4.27746499126246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",32,10,21,"Yes","Unavg",0.0993099124495165,-3.58073729543895,NA,NA,NA,NA,NA,2.58748552242865,0.210311572444482,NA,NA,NA,NA
"AMAL",32,42,42,"No","Unavg",0.109164194481543,-3.08630646278274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",32,42,29,"Yes","Unavg",0.0479671035606452,-2.25845847088719,-20.6094824157059,-7.34995166015224,NA,NA,NA,0.625779577530099,-0.379434938081586,8.01018554272978,23.3524790555997,NA,NA
"ATFI",32,24,32,"No","Unavg",0.0769067190318081,-1.52818090926062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",32,33,23,"Yes","Unavg",0.0532802433419864,-2.51322307941475,-13.4421877241972,-16.599042254721,NA,NA,NA,0.67572109688413,-0.561675919187977,NA,NA,NA,NA
"CEVE",32,26,20,"Yes","Unavg",0.107240673618614,-2.84672475617467,-11.7486287338624,-22.2237056090684,NA,NA,NA,1.79324997831326,-0.825090330694173,NA,NA,NA,NA
"CHUM",32,61,46,"No","Unavg",0.153673377968452,-3.86830804085735,NA,NA,0.185669203828447,NA,NA,NA,NA,NA,NA,NA,NA
"CLUN",32,44,50,"No","Unavg",0.141416561109405,-7.29383835807059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",32,20,24,"No","Unavg",0.107534909673364,-3.68038592289573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",32,18,23,"Yes","Unavg",0.0919310625549439,-3.10512211792601,-6.60896055490294,-15.1707764867002,NA,NA,NA,2.23403429691167,-0.245795227608697,NA,NA,NA,NA
"GAOV",32,11,8,"No","Unavg",0.0994500513751746,-12.2436264809303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",32,21,21,"No","Unavg",0.208339292262584,-0.847836124612233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",32,20,45,"No","Unavg",0.127118917131062,-4.64837389932332,NA,NA,1.52516081971001,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",32,17,21,"No","Unavg",0.0658642306431035,-4.6657409266403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",32,12,10,"No","Unavg",0.0635128822667229,-2.51796747871612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",32,17,10,"No","Unavg",0.148484625256399,-4.97950316557616,-74.4227676390211,-19.4842371309117,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",32,48,68,"No","Unavg",0.208681612162361,-5.39957325223264,NA,NA,0.487562936000565,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",32,61,54,"No","Unavg",0.257122004624612,-4.09091656115975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",32,26,14,"No","Unavg",0.0308246952929909,-5.28911752205197,NA,NA,-0.654943976892085,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",32,29,15,"No","Unavg",0.113159968098575,-1.29885033527824,NA,NA,-0.724070762589398,NA,NA,NA,NA,NA,NA,NA,NA
"PAMY",32,127,107,"Yes","Unavg",0.043755657572774,-0.69569160750988,-10.2452248896673,-9.97271528670377,NA,NA,NA,0.666813115255252,-0.367802613342011,NA,NA,NA,NA
"POMU",32,20,12,"No","Unavg",0.189618653563936,0.272108502102897,NA,NA,-0.574441464211679,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",32,47,19,"No","Unavg",0.113342252259497,-2.52780866453448,NA,NA,-1.02345656140463,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",32,18,16,"No","Unavg",0.197595200231265,-25.5695619951901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",32,33,20,"No","Unavg",0.11706947468053,-5.7980907810664,NA,NA,-0.557217082225416,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",32,23,20,"No","Unavg",0.0367582487291318,-6.86654441553793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",32,15,22,"No","Unavg",0.0551217298929141,-2.09321278706855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",32,48,19,"No","Unavg",0.159594522781299,-10.6971245497376,NA,NA,-1.08037571756722,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",32,17,32,"No","Unavg",0.118441363789365,-4.18120777527784,NA,NA,0.708704278695677,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",32,34,38,"No","Unavg",0.0476211945477913,-1.48777880899286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",32,10,23,"No","Unavg",0.194023328456182,-5.32392628558722,NA,NA,1.90250587869443,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",32,95,113,"Yes","Unavg",0.107845667171235,-1.27683964670153,11.9716910474495,-23.8261377048733,NA,NA,NA,-1.62426138869112,0.33807961393016,52.3350977683454,-4.99545074061006,NA,NA
"VASI",32,24,23,"No","Unavg",0.164100661516824,-11.0350794368452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",33,72,57,"No","Unavg",0.247465972124264,-2.3714523706203,NA,NA,-0.340503218389916,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",33,15,14,"No","Unavg",0.0583338027091126,-4.14923378142961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",33,10,21,"Yes","Unavg",0.1299061370364,-3.66877496805831,-11.9688011114787,NA,NA,NA,NA,2.67525224581628,0.030623053294018,7.07839872481885,33.2023087782734,NA,NA
"AMAL",33,42,45,"No","Unavg",0.108400678646943,-2.70929995924691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",33,42,29,"Yes","Unavg",0.0422557965346847,-2.25376433874372,-20.3895601169266,-6.9853971422965,NA,NA,NA,0.441991928430677,-0.332040565855574,11.9672653250912,21.5265742542237,NA,NA
"ATFI",33,24,29,"No","Unavg",0.0747034550327572,-1.59740058497893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",33,32,29,"No","Unavg",0.379541799502969,-28.5600847392095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",33,33,20,"Yes","Unavg",0.0532673380749653,-2.50865090441367,-13.7106422876459,-16.0176534146794,NA,NA,NA,0.403678043572234,-0.686467217114532,NA,NA,NA,NA
"CEVE",33,26,23,"Yes","Unavg",0.113350685787733,-2.88099529677339,-12.3341004612631,-23.9917726690354,NA,NA,NA,1.98119649017956,-0.65191079907292,NA,NA,NA,NA
"CHUM",33,61,52,"No","Unavg",0.168443640335601,-4.72827143515602,NA,NA,0.421268432957933,NA,NA,NA,NA,NA,NA,NA,NA
"CLUN",33,44,54,"No","Unavg",0.147599953556997,-7.45790965499957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",33,20,21,"No","Unavg",0.0998694177871264,-3.66355404453644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",33,18,25,"Yes","Unavg",0.0643539307552671,-3.05142409854745,0.877316180394213,-12.2128022716656,NA,NA,NA,2.02928021643955,-0.0246424730562776,NA,NA,NA,NA
"GAOV",33,11,8,"No","Unavg",0.0950144086022687,-12.3141453152328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",33,21,22,"No","Unavg",0.187582541125582,-0.995966240468425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",33,20,47,"No","Unavg",0.120037906206332,-4.4433285113801,NA,NA,0.981702196351333,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",33,17,25,"No","Unavg",0.062386218009181,-4.33818285080982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",33,12,8,"No","Unavg",0.0540105283644029,-2.68823381367376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",33,17,8,"No","Unavg",0.153894415563081,-4.71090013479542,-74.7113517884946,-22.099496675744,-0.802209790587737,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",33,48,66,"No","Unavg",0.205118170541103,-5.10637531446976,NA,NA,0.443264788522839,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",33,61,60,"No","Unavg",0.262548165466904,-4.04949415955058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",33,26,11,"No","Unavg",0.085645125769501,-4.18447779350181,NA,NA,-18.1568297296903,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",33,29,12,"No","Unavg",0.130460846031943,-1.23204620765839,NA,NA,-0.965107582243483,NA,NA,NA,NA,NA,NA,NA,NA
"PAMY",33,127,108,"Yes","Unavg",0.0448166686977776,-0.69814711464638,-9.65303915008308,-11.03197983459,NA,NA,NA,0.682223107804679,-0.354006505871776,NA,NA,NA,NA
"POMU",33,20,9,"No","Unavg",0.202975578187602,0.363033557135631,NA,NA,-0.890688144052063,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",33,47,25,"No","Unavg",0.0898584531969628,-2.31456674412578,NA,NA,-0.71988304946103,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",33,18,11,"No","Unavg",0.185397756641653,-24.726470280307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
