"Species","Dataset","L.Occ","R.Occ","Fire.Included","Type","Rsquared","Intercept","Elevation.m","Elevation.m2","Data.Type.nofi","Data.Type.Elevation.m.nofi","Data.Type.Elevation.m2.nofi","Resurvey.Burned.fi","Resurvey.Unburned.fi","Elevation.m.Res.Burn.fi","Elevation.m.Res.Unburn.fi","Elevation.m2.Res.Burn.fi","Elevation.m2.Res.Unburn.fi"
"RULA",60,18,10,"No","Unavg",0.193291042515076,-24.2662925120458,NA,NA,-0.64535589280588,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",60,33,19,"No","Unavg",0.108426531445041,-5.36809288731835,NA,NA,-0.610864136269335,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",60,23,22,"No","Unavg",0.0359550882707702,-6.7261549282442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",60,15,22,"No","Unavg",0.0592599020721291,-2.06022529694919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",60,48,20,"No","Unavg",0.147934644994079,-10.0036461681518,NA,NA,-1.01880045039515,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",60,17,31,"No","Unavg",0.115454294305454,-3.68938143364175,NA,NA,0.671825596203969,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",60,34,39,"No","Unavg",0.0512149920071714,-2.53883385698324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",60,10,22,"No","Unavg",0.171799162460415,-4.07838229626236,NA,NA,0.863893383515491,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",60,95,117,"Yes","Unavg",0.105007955342156,-1.26553120340081,11.825240676384,-23.0454197714179,NA,NA,NA,-1.59519617618361,0.40062999751038,51.1914813163027,-5.93982413607164,NA,NA
"VASI",60,24,27,"No","Unavg",0.177695484668403,-11.6387460179014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",61,72,59,"No","Unavg",0.243884876193189,-2.62351273830423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",61,15,12,"No","Unavg",0.0588399768418908,-4.58491105913404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",61,10,22,"Yes","Unavg",0.108128681155838,-3.66877491294764,-11.968799651132,NA,NA,NA,NA,2.53556412886655,0.247682488907017,8.897583185161,31.4986241273489,NA,NA
"AMAL",61,42,43,"No","Unavg",0.116467867917902,-2.99805010834043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",61,42,26,"Yes","Unavg",0.045849576306018,-2.17687348494129,-15.0132092331559,-7.45840508453981,NA,NA,NA,0.290581732360745,-0.657643417997487,NA,NA,NA,NA
"ATFI",61,24,31,"No","Unavg",0.0772876507492137,-1.54321280194044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",61,32,28,"No","Unavg",0.384069813698756,-27.4471604203027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",61,33,23,"Yes","Unavg",0.0555294806972735,-2.49294921721652,-13.3653511231769,-14.9541765769663,NA,NA,NA,0.881979104151442,-0.620459093737993,NA,NA,NA,NA
"CEVE",61,26,22,"Yes","Unavg",0.120257971533839,-2.89662679647825,-11.6150848341692,-25.1269306031322,NA,NA,NA,1.99914787862824,-0.73777299037125,NA,NA,NA,NA
"CHUM",61,61,52,"No","Unavg",0.168735725756261,-4.49676210420777,NA,NA,0.499834743432121,NA,NA,NA,NA,NA,NA,NA,NA
"CLUN",61,44,49,"No","Unavg",0.151812842246894,-7.92104822888652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",61,20,25,"No","Unavg",0.109634190914369,-3.72808307392285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",61,18,25,"Yes","Unavg",0.102461741739335,-3.11871136787497,-4.87760975716238,-16.606335961886,NA,NA,NA,2.40045649333053,-0.169435207696149,NA,NA,NA,NA
"GAOV",61,11,8,"No","Unavg",0.116581877238951,-14.7303161720677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",61,21,21,"No","Unavg",0.208339292262584,-0.847836124612233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",61,20,36,"No","Unavg",0.0966396032905129,-4.22370286624968,NA,NA,0.66276831000959,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",61,17,23,"No","Unavg",0.0612161923415272,-4.71742392546434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",61,12,9,"No","Unavg",0.0585467328890691,-2.60319091735104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",61,17,7,"No","Unavg",0.149745972590544,-3.80140386253492,-39.5180407840197,NA,-0.949688049353291,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",61,48,64,"No","Unavg",0.209069953318856,-4.9913969236489,NA,NA,0.400908916177841,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",61,61,56,"No","Unavg",0.256572223978449,-4.20426223859497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",61,26,13,"No","Unavg",0.0343647826079228,-5.31038037170121,NA,NA,-0.732579556411746,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",61,29,14,"No","Unavg",0.156412997493092,-0.476694350705156,NA,NA,-13.7518848727823,NA,NA,NA,NA,NA,NA,NA,NA
"PAMY",61,127,111,"Yes","Unavg",0.0436399469633227,-0.703213222410849,-10.7762111319107,-10.882594974977,NA,NA,NA,0.442665344497825,-0.27712900308316,NA,NA,NA,NA
"POMU",61,20,10,"No","Unavg",0.187444337832905,0.204889555359827,NA,NA,-0.770845585384248,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",61,47,23,"No","Unavg",0.0985530005490852,-2.6208056705939,NA,NA,-0.81304904648218,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",61,18,13,"No","Unavg",0.178483032535716,-22.7784771304452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",61,33,20,"No","Unavg",0.116297262492877,-5.60046396292139,NA,NA,-0.557018425736918,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",61,23,23,"No","Unavg",0.0413840135051571,-7.12903013684542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",61,15,20,"No","Unavg",0.0535129671344369,-2.16002015715906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",61,48,19,"No","Unavg",0.158146618295886,-10.5517696320046,NA,NA,-1.07951429540669,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",61,17,32,"No","Unavg",0.116608265503993,-3.57538026025888,NA,NA,0.708240777892275,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",61,34,36,"No","Unavg",0.0382667772374344,-1.59450898234167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",61,10,27,"No","Unavg",0.199292523927911,-4.50705724492599,NA,NA,1.10367829936257,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",61,95,109,"Yes","Unavg",0.100069876758388,-1.26310265034119,11.793331480552,-22.8753246455226,NA,NA,NA,-1.58894288050916,0.278207357212243,50.9444669686085,-6.29437559336244,NA,NA
"VASI",61,24,23,"No","Unavg",0.158981092653106,-10.8246664502341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",62,72,56,"No","Unavg",0.243906348873904,-2.18653202302241,NA,NA,-0.364522494319495,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",62,15,13,"No","Unavg",0.062897395932919,-4.28520286751781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",62,10,20,"Yes","Unavg",0.119976987900271,-3.66877496805831,-11.9688011114786,NA,NA,NA,NA,2.5358896613011,-0.0273602152900174,10.2826237148634,35.4486345240106,NA,NA
"AMAL",62,42,43,"No","Unavg",0.112520238096118,-2.41875361215181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",62,42,27,"Yes","Unavg",0.0508846625437349,-2.27131879407781,-21.195057669124,-8.30092006051288,NA,NA,NA,0.3266703811351,-0.422976489444202,2.32418314206295,18.5094077239959,NA,NA
"ATFI",62,24,27,"No","Unavg",0.0711230355006994,-1.66029245439641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",62,32,29,"No","Unavg",0.390619306939487,-30.7515417510856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",62,33,20,"Yes","Unavg",0.0573340199339175,-2.50017687762086,-14.0730679875839,-14.9762805280603,NA,NA,NA,0.656296131798514,-0.753386377496894,NA,NA,NA,NA
"CEVE",62,26,23,"Yes","Unavg",0.113350685787733,-2.88099529677339,-12.3341004612631,-23.9917726690354,NA,NA,NA,1.98119649017956,-0.65191079907292,NA,NA,NA,NA
"CHUM",62,61,51,"No","Unavg",0.15142680191806,-3.98132777785811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUN",62,44,50,"No","Unavg",0.142263248335263,-7.19103576089708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",62,20,25,"No","Unavg",0.11301880458721,-3.6655656067135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",62,18,27,"Yes","Unavg",0.0924015494476401,-3.09522740262731,-4.43769358045398,-15.0818688948524,NA,NA,NA,2.3730941525249,-0.0271177562187042,NA,NA,NA,NA
"GAOV",62,11,8,"No","Unavg",0.0950144086022687,-12.3141453152328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",62,21,20,"No","Unavg",0.194943166857214,-0.973698364393527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",62,20,43,"No","Unavg",0.135846538852631,-3.93104235723643,NA,NA,-1.95145904183841,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",62,17,25,"No","Unavg",0.0623047714078211,-4.19487976060064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",62,12,10,"No","Unavg",0.0612171101922123,-2.53710067312493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",62,17,7,"No","Unavg",0.156890035522182,-4.59339990992783,-70.4484149692518,-19.5021576322958,-0.941754506891243,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",62,48,65,"No","Unavg",0.205443320763477,-5.2567781270219,NA,NA,0.42186910152231,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",62,61,58,"No","Unavg",0.258899635310984,-4.11182773249074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",62,26,13,"No","Unavg",0.0151480907398917,-2.57963390914452,NA,NA,-0.727534522869197,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",62,29,17,"No","Unavg",0.12979214902995,-0.476694350705115,NA,NA,-7.16301861602194,NA,NA,NA,NA,NA,NA,NA,NA
"PAMY",62,127,103,"Yes","Unavg",0.051982271427794,-0.707412951079961,-11.6587576126135,-10.7248046760497,NA,NA,NA,0.682528145227676,-0.435236650136663,NA,NA,NA,NA
"POMU",62,20,8,"No","Unavg",0.21292350949502,0.444692059590788,NA,NA,-1.02092366675564,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",62,47,18,"No","Unavg",0.115563831105754,-2.70453163760682,NA,NA,-1.08118466246669,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",62,18,11,"No","Unavg",0.178031522671071,-23.1625851289184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",62,33,21,"No","Unavg",0.109048760432662,-5.54645348465015,NA,NA,-0.502292097840973,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",62,23,23,"No","Unavg",0.0382221583481619,-6.86408302500733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",62,15,22,"No","Unavg",0.0557444388677776,-2.08819698464125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",62,48,19,"No","Unavg",0.16050950822552,-10.8280873329396,NA,NA,-1.0809502370204,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",62,17,30,"No","Unavg",0.109529577960345,-4.12318373444425,NA,NA,0.633244870097557,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",62,34,39,"No","Unavg",0.051385029789672,-2.59066345309004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",62,95,114,"Yes","Unavg",0.105067103105549,-1.26691767998155,11.8433834179918,-23.142131872786,NA,NA,NA,-1.59876431529625,0.350765002570384,51.3322714464439,-4.47425795739744,NA,NA
"VASI",62,24,27,"No","Unavg",0.175574059433397,-11.698808279402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",63,72,58,"No","Unavg",0.248418417549536,-2.34761054318104,NA,NA,-0.316039912446684,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",63,15,12,"No","Unavg",0.0534616724018128,-2.40919594162364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",63,10,20,"Yes","Unavg",0.152650785849604,-3.79745937337046,-17.9955828942422,-12.3361524275372,NA,NA,NA,2.65299538099959,-1.28155109027258,19.6801751610522,83.9034393203814,12.6392701016217,-25.5901016827028
"AMAL",63,42,45,"No","Unavg",0.118947208204662,-2.8796566130189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",63,42,27,"Yes","Unavg",0.0497932981183341,-2.26214345139717,-20.7796719651697,-7.62921642783155,NA,NA,NA,0.318127027628808,-0.42582230554972,2.24888838326748,23.3874188395365,NA,NA
"ATFI",63,24,29,"No","Unavg",0.0707386184997728,-1.62535963777247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",63,32,29,"No","Unavg",0.39464895675873,-27.5009285223247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",63,33,18,"Yes","Unavg",0.0638563766724323,-2.50018812793558,-12.7692082611508,-16.0380361852297,NA,NA,NA,0.670571234753088,-0.905663641242222,NA,NA,NA,NA
"CEVE",63,26,21,"Yes","Unavg",0.118588236961299,-2.86122885312074,-11.7589537097634,-23.0767928836535,NA,NA,NA,1.96672779853798,-0.826254771924664,NA,NA,NA,NA
"CHUM",63,61,48,"No","Unavg",0.147838088085713,-4.0080583223698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUN",63,44,54,"No","Unavg",0.149743787968714,-7.39530651737991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",63,20,23,"No","Unavg",0.106948697351613,-4.39153191630801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",63,18,24,"Yes","Unavg",0.114469686069378,-3.16081004762905,-2.30032366833732,-19.5624577269473,NA,NA,NA,2.45108641198534,-0.250206203960938,NA,NA,NA,NA
"GAOV",63,11,9,"No","Unavg",0.0968564715655931,-12.4878317113256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",63,21,20,"No","Unavg",0.180317048425397,-1.08888633016458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",63,20,37,"No","Unavg",0.112184404156312,-4.94728271617393,NA,NA,1.29804016169271,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",63,17,24,"No","Unavg",0.0673477302337968,-4.42808599808111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",63,12,9,"No","Unavg",0.0867363782725653,-2.37323147775383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",63,17,10,"No","Unavg",0.168129254066878,-4.58783870262929,-71.4199117301003,-24.1113281409609,-2.10061243581821,-41.648218093157,NA,NA,NA,NA,NA,NA,NA
"LIBO",63,48,69,"No","Unavg",0.210073815902541,-5.38945829150075,NA,NA,0.50913258976247,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",63,61,59,"No","Unavg",0.261850659557767,-4.11733528628236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",63,26,14,"No","Unavg",0.0123141699006715,-2.57963390914449,NA,NA,-0.650605674374019,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",63,29,18,"No","Unavg",0.10589219075197,-1.31659131225282,NA,NA,-0.526660343361558,NA,NA,NA,NA,NA,NA,NA,NA
"PAMY",63,127,107,"Yes","Unavg",0.0469171336663484,-0.704266442973528,-10.3251284761863,-11.5191227321549,NA,NA,NA,0.572227051296053,-0.355696610474373,NA,NA,NA,NA
"POMU",63,20,9,"No","Unavg",0.190426957630764,0.208560133577732,NA,NA,-0.884369121214989,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",63,47,21,"No","Unavg",0.0994919048238903,-2.46452858687889,NA,NA,-0.911230037903501,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",63,18,12,"No","Unavg",0.184814898656507,-24.441335186252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",63,33,20,"No","Unavg",0.109137436564715,-5.53086280387525,NA,NA,-0.555481359410175,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",63,23,22,"No","Unavg",0.0396986820268477,-7.02862338575266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",63,15,21,"No","Unavg",0.0508043084799864,-2.15515883350706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",63,48,21,"No","Unavg",0.14490086622618,-10.1526951697369,NA,NA,-0.964699321065733,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",63,17,29,"No","Unavg",0.112442674994927,-3.56066951885643,NA,NA,0.595667693660807,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",63,34,40,"No","Unavg",0.0489663728901917,-1.44873655824131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",63,95,110,"Yes","Unavg",0.102755605332301,-1.26729760395975,11.8483455701392,-23.1685833575548,NA,NA,NA,-1.8994518187138,0.308517540244136,52.8475702464177,-5.82705858781528,NA,NA
"VASI",63,24,23,"No","Unavg",0.163765142043639,-10.9001391809009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",64,72,55,"No","Unavg",0.241902640785789,-2.15350031376362,NA,NA,-0.389071726828216,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",64,15,13,"No","Unavg",0.0621416442294892,-4.60025107871292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",64,10,20,"Yes","Unavg",0.102077754692865,-3.66877491294764,-11.9687996511321,NA,NA,NA,NA,2.38188071771524,0.104417611434368,11.4245228109124,33.9342362810141,NA,NA
"AMAL",64,42,45,"No","Unavg",0.111917574309693,-2.8334551198592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",64,42,28,"Yes","Unavg",0.0464892027900843,-2.25163621435668,-20.2886164910179,-6.81663057395885,NA,NA,NA,0.307606077373655,-0.381587014540825,2.15537668217299,23.0125280607264,NA,NA
"ATFI",64,24,28,"No","Unavg",0.0748042525031656,-1.61529368003707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",64,32,30,"No","Unavg",0.392977100786278,-27.69698923749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",64,33,22,"Yes","Unavg",0.0554801837828948,-2.51705498340456,-14.5885300628422,-15.9954049906534,NA,NA,NA,0.666873732521428,-0.621929590231674,NA,NA,NA,NA
"CEVE",64,26,21,"Yes","Unavg",0.101260083164717,-2.83588334379276,-11.532211848332,-21.6584564060148,NA,NA,NA,1.78498613877767,-0.733249433056711,NA,NA,NA,NA
"CHUM",64,61,52,"No","Unavg",0.161877248913879,-3.91368430789678,NA,NA,0.472683680688761,NA,NA,NA,NA,NA,NA,NA,NA
"CLUN",64,44,53,"No","Unavg",0.142120081395475,-7.04000311362074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",64,20,25,"No","Unavg",0.109214236668105,-3.79296418388264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",64,18,25,"Yes","Unavg",0.0785519436280327,-3.06278402901184,-1.2698728861486,-13.1375476357057,NA,NA,NA,2.19507497967426,-0.0937198011480223,NA,NA,NA,NA
"GAOV",64,11,8,"No","Unavg",0.0950144086022687,-12.3141453152328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",64,21,19,"No","Unavg",0.186757978113655,-1.05731320713448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",64,20,37,"No","Unavg",0.096433522929356,-4.7123462003627,NA,NA,0.694314614866202,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",64,17,25,"No","Unavg",0.0704462734767297,-4.06391726598644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",64,12,10,"No","Unavg",0.0638417159170587,-2.51524145172984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",64,17,11,"No","Unavg",0.148657056258482,-5.03119388078819,-77.9411245782045,-22.0732954492275,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",64,48,67,"No","Unavg",0.206923350966481,-5.29208968350827,NA,NA,0.465543429131062,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",64,61,56,"No","Unavg",0.25683290316397,-3.93159224817103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",64,26,13,"No","Unavg",0.0337677088403358,-5.24773678377783,NA,NA,-0.732435783598756,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",64,29,15,"No","Unavg",0.151940720790733,-0.476694350705169,NA,NA,-11.9845209228202,NA,NA,NA,NA,NA,NA,NA,NA
"PAMY",64,127,103,"Yes","Unavg",0.0480707753539209,-0.703384837546862,-10.6232110484202,-11.0698548631831,NA,NA,NA,0.565879278039631,-0.418696220209604,NA,NA,NA,NA
"POMU",64,20,9,"No","Unavg",0.191532427466599,0.222123039118203,NA,NA,-0.884907987515455,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",64,47,19,"No","Unavg",0.107128306623024,-2.56669245481514,NA,NA,-1.02055223381537,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",64,18,12,"No","Unavg",0.178434689018615,-22.954456200746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",64,33,23,"No","Unavg",0.100545838590406,-5.33621747869194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",64,23,23,"No","Unavg",0.0372137076585135,-6.80016623694964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",64,15,21,"No","Unavg",0.0508043084799864,-2.15515883350706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",64,48,19,"No","Unavg",0.160453534462252,-10.8642505281026,NA,NA,-1.08094770870896,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",64,17,32,"No","Unavg",0.120207311215013,-3.56578993050935,NA,NA,0.709251523758187,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",64,34,40,"No","Unavg",0.0405189605802159,-1.51712879582202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",64,95,107,"Yes","Unavg",0.0915961465215825,-1.24057661290486,11.488885067071,-21.2520294779526,NA,NA,NA,-2.27797113114664,0.278610882208504,54.485424290797,-7.31683153523167,NA,NA
"VASI",64,24,26,"No","Unavg",0.176686881759907,-11.377113583508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",65,72,61,"No","Unavg",0.249055226545368,-2.4581334510546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",65,15,11,"No","Unavg",0.0503378599053076,-2.47200267328526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",65,10,19,"Yes","Unavg",0.133900304498387,-3.75365461787779,-16.4029708699693,-9.50136796356486,NA,NA,NA,2.54816725408196,-0.418137300089421,9.28186472239259,56.9781039928368,NA,NA
"AMAL",65,42,42,"No","Unavg",0.114165474204467,-2.7025386872298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",65,42,29,"Yes","Unavg",0.045040578345536,-2.25511039904564,-20.4529991914051,-7.09099259288284,NA,NA,NA,0.311181289252994,-0.332549569953851,2.18724970739141,22.2759953944097,NA,NA
"ATFI",65,24,27,"No","Unavg",0.0728484857689997,-1.64802443160881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",65,32,29,"No","Unavg",0.398600845755468,-28.0728054933746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",65,33,18,"Yes","Unavg",0.0690838761589638,-2.48111488825694,-11.2825226799231,-15.5092773553567,NA,NA,NA,0.891136827438783,-0.988520289389277,NA,NA,NA,NA
"CEVE",65,26,21,"Yes","Unavg",0.138080855124707,-2.8984110360664,-13.6778678283114,-24.4341306208097,NA,NA,NA,2.14302340678518,-0.927346988774374,NA,NA,NA,NA
"CHUM",65,61,52,"No","Unavg",0.158293602496738,-4.21124062222668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUN",65,44,54,"No","Unavg",0.143059150424509,-6.94908885557801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",65,20,24,"No","Unavg",0.107084440146188,-3.73600634955706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",65,18,24,"Yes","Unavg",0.0657520354386689,-3.04929805338767,-1.65616662289458,-12.0239500189842,NA,NA,NA,2.02894080459096,-0.0926459138485994,NA,NA,NA,NA
"GAOV",65,11,9,"No","Unavg",0.0968564715655931,-12.4878317113256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",65,21,22,"No","Unavg",0.200761928740692,-0.892091839031896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",65,20,46,"No","Unavg",0.116610636648978,-4.2950286270856,NA,NA,0.954710652270995,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",65,17,22,"No","Unavg",0.0627903151556775,-4.62234426235132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",65,12,11,"No","Unavg",0.0698652586610963,-2.42473470123218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",65,17,11,"No","Unavg",0.15157771940589,-5.12264793703409,-80.8965659342637,-23.0164221927741,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",65,48,65,"No","Unavg",0.206873275940839,-5.09404448222751,NA,NA,0.422215691727578,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",65,61,56,"No","Unavg",0.260748797755265,-4.02533393772188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",65,26,14,"No","Unavg",0.0314797790602895,-5.32093814229744,NA,NA,-0.655170431354664,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",65,29,14,"No","Unavg",0.151938577932049,-0.476694350705149,NA,NA,-11.8703035498955,NA,NA,NA,NA,NA,NA,NA,NA
"PAMY",65,127,101,"Yes","Unavg",0.0502521623462855,-0.693801174322617,-9.17262053707504,-10.6505634782895,NA,NA,NA,0.909577964527101,-0.498200513122726,NA,NA,NA,NA
"POMU",65,20,10,"No","Unavg",0.187444337832905,0.204889555359827,NA,NA,-0.770845585384248,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",65,47,19,"No","Unavg",0.102746716966238,-2.64912149770024,NA,NA,-1.01845064371829,NA,NA,NA,NA,NA,NA,NA,NA
