"Species","Dataset","L.Occ","R.Occ","Fire.Included","Type","Rsquared","Intercept","Elevation.m","Elevation.m2","Resurvey.Burned.fi","Resurvey.Unburned.fi","Elevation.m.Res.Burn.fi","Elevation.m.Res.Unburn.fi","Elevation.m2.Res.Burn.fi","Elevation.m2.Res.Unburn.fi","P.Intercept","P.Elevation.m","P.Elevation.m2","P.Resurvey.Burned.fi","P.Resurvey.Unburned.fi","P.Elevation.m.Res.Burn.fi","P.Elevation.m.Res.Unburn.fi","P.Elevation.m2.Res.Burn.fi","P.Elevation.m2.Res.Unburn.fi","Intercept.CI.Lower","Elevation.m.CI.Lower","Elevation.m2.CI.Lower","Resurvey.Burned.fi.CI.Lower","Resurvey.Unburned.fi.CI.Lower","Elevation.m.Res.Burn.fi.CI.Lower","Elevation.m.Res.Unburn.fi.CI.Lower","Elevation.m2.Res.Burn.fi.CI.Lower","Elevation.m2.Res.Unburn.fi.CI.Lower","Intercept.CI.Upper","Elevation.m.CI.Upper","Elevation.m2.CI.Upper","Resurvey.Burned.fi.CI.Upper","Resurvey.Unburned.fi.CI.Upper","Elevation.m.Res.Burn.fi.CI.Upper","Elevation.m.Res.Unburn.fi.CI.Upper","Elevation.m2.Res.Burn.fi.CI.Upper","Elevation.m2.Res.Unburn.fi.CI.Upper"
"PAMY",10,127,101,"Yes","Global_unavg",0.0539082319003797,-1.9959706605521,0.00377207808835838,-1.98097554989176e-06,-1.22663827045473,-0.549862765553386,0.00394854080466482,0.00021530286891425,-1.71585683313023e-06,-1.00550132175519e-07,0.00485699421790809,0.00718982264749531,0.00143191711834123,0.55277578355502,0.621881540152358,0.364200436483576,0.92229654203292,0.37630632438198,0.918550131434064,-3.43116064776239,0.00109371303420319,-3.24589261580753e-06,-5.63590297355149,-2.7717146006808,-0.00405169889480347,-0.00407343635613355,-5.92970184856626e-06,-2.06198847436814e-06,-0.643072871010512,0.00661139240119508,-8.02933915027335e-07,2.62960445721213,1.61403986926537,0.0132724890941072,0.00460640054251752,1.78385822753731e-06,1.80695935002441e-06
"VAME",10,95,115,"Yes","Global_unavg",0.0967857606859052,-6.56573343115519,0.00991042689204276,-3.88573590831751e-06,-5.77384840586394,1.06778535017177,0.00380714012262309,-0.00062727976661201,NA,NA,3.60546505306784e-16,2.61363106889944e-13,1.47156856684046e-12,0.0284437356106596,0.0462669719406771,0.0178654758557415,0.149804972033536,NA,NA,-8.21378786986913,0.00734411982534715,-4.99992396970927e-06,-11.9987442189343,0.0256357833622738,0.00107289157876157,-0.00149009699858128,NA,NA,-5.05206510686456,0.0126624854732589,-2.84508066093199e-06,-1.52876951788586,2.13174748416361,0.00747879115488502,0.000221694752887997,NA,NA
"ACMI",100,10,18,"Yes","Global_unavg",0.158905766173328,-4.70020340998547,0.00369005418295682,-2.18505391062217e-06,3.63972019483203,-14.1723998976649,-0.00366105531070988,0.0165887542561904,2.11724722706026e-06,-4.08620617968806e-06,0.0325707474147725,0.419621658018062,0.313296208874189,0.209109949690523,0.142171969942455,0.537929094939361,0.217965563397822,0.431307404058563,0.388435365834562,-9.84042152933586,-0.00413231837415901,-7.33272483522203e-06,-1.88830730905618,-40.0326960278995,-0.0162806875148867,-0.00455527969161843,-2.85497286508233e-06,-1.56495201762757e-05,-1.03092578865193,0.0142384074545451,1.41720870815332e-06,9.78811877413703,-0.392515455195346,0.00754917534226749,0.0510656279500955,8.00650595446148e-06,4.08383287728736e-06
"ARUV",100,42,26,"Yes","Global_unavg",0.0560507684178563,-2.20636439905747,0.00201633190538504,-1.58300803164984e-06,1.60431803569499,-3.22587615880918,-0.00335876168262781,0.00316173386617579,1.65504433138814e-06,-5.38473604665142e-07,0.0320832042514815,0.357497060802351,0.131171399024459,0.52017068602792,0.119388622875029,0.539710044890834,0.422556017111922,0.504265866347239,0.756342077057017,-4.37493698331614,-0.00203988723818496,-3.82729929215353e-06,-3.73418917779706,-7.61470224603823,-0.0140818929268757,-0.00431405182285632,-3.7267751940228e-06,-4.08678144487171e-06,-0.308431648525706,0.00661628393301802,3.19594585156138e-07,6.36876736611227,0.606542126189474,0.00808487647796809,0.0113023383202877,6.36545802683476e-06,2.80268139335614e-06
"CARU",100,33,20,"Yes","Global_unavg",0.0680399611936721,-3.60285653327251,0.0039570485272932,-2.2555386369144e-06,1.06370265905885,-5.1784342705133,-0.00202621173670767,0.00868104976142669,1.29738603133605e-06,-3.82381498733646e-06,0.00408410628663294,0.12463640887254,0.0610342049335199,0.70361242194514,0.0983082960716501,0.720461932793792,0.164030472071377,0.600188763800973,0.192101254245653,-6.29815334346128,-0.000731359048265926,-4.8622785213161e-06,-5.25125396571573,-12.1700634107049,-0.0127835850827408,-0.00239341629819809,-4.07609375589501e-06,-1.0413816971625e-05,-1.34202157314442,0.00945104054212774,-9.89516882745619e-08,6.20139772627859,0.341836449748856,0.0102246828469406,0.0225163365354886,5.97960029936076e-06,1.33086197315292e-06
"CEVE",100,26,21,"Yes","Global_unavg",0.1311939940055,-5.08928068453881,0.00641493402255321,-3.33669804852764e-06,-4.54745526871366,-1.22791904280199,0.0128322208732847,-0.000336189036072231,-5.4330746502005e-06,6.40419523663307e-07,0.00138298119031837,0.0470338433974487,0.0276975743009586,0.28114838363328,0.680041771573461,0.126342782231765,0.953097447818126,0.150441190417638,0.801873098291015,-8.58092226655383,0.000669463849551586,-6.68829691655279e-06,-14.6653738008813,-7.69785063837885,-0.00161213908568742,-0.0111051182268004,-1.41976583864671e-05,-4.76844382323594e-06,-2.2883381736756,0.0134502919135586,-6.83268694244351e-07,2.58194634078098,4.26959934627541,0.0325046256845237,0.0117973208914631,1.12586266303262e-06,5.50172667652391e-06
"EPAN",100,18,26,"Yes","Global_unavg",0.108675792898725,-8.16025716098581,0.0103392904760859,-4.5039989996248e-06,5.98758517515666,1.75484249204809,-0.00628617344817595,-0.00474094699245663,2.38621938068332e-06,2.45462692453346e-06,0.000618221618005756,0.0185460803540093,0.0184441783337357,0.0521620101205759,0.594896843297434,0.294693693757004,0.422723977274754,0.365271090538728,0.325614851149943,-13.5599775865794,0.00272760451614483,-8.79618021491046e-06,0.0713727547138648,-4.86362141954229,-0.0185401443722913,-0.0167704987190774,-2.81208890526421e-06,-2.3928341707668e-06,-4.10619760538372,0.0201384338286048,-1.21377592349429e-06,12.4248476462206,8.42820288801723,0.00541801107340379,0.00688429544918902,7.74681511448518e-06,7.59927703003407e-06
"PAMY",100,127,100,"Yes","Global_unavg",0.0469000540996793,-1.9959706605521,0.0037720780883584,-1.98097554989178e-06,1.97636912002739,0.441270035840662,-0.00296630352476269,-0.00170954092217724,1.14861916560255e-06,7.00150774432489e-07,0.00485699421790768,0.00718982264749478,0.00143191711834112,0.293211386869842,0.680431342067324,0.443275432125487,0.42215464734748,0.494983840278326,0.460023277439408,-3.43116064776239,0.00109371303420319,-3.24589261580754e-06,-1.79287629462251,-1.67911094622762,-0.010478627819789,-0.00587232974912825,-2.37330300363902e-06,-1.17860419117315e-06,-0.643072871010508,0.0066113924011951,-8.0293391502732e-07,5.70884073459019,2.53480977254776,0.00492353487537403,0.00250128603871721,4.34439832028565e-06,2.5494829150578e-06
"VAME",100,95,110,"Yes","Global_unavg",0.100869397826026,-6.82671920362762,0.0103989857304427,-4.0891108832407e-06,-5.956213581492,0.940568433368408,0.00393407450919989,-0.000580845106103764,NA,NA,1.49296224642478e-16,8.24338791405881e-14,4.46430894411866e-13,0.0264971128535909,0.0855750148301016,0.0162259812708321,0.191299041727224,NA,NA,-8.51954919536918,0.00776405753773224,-5.23625550264044e-06,-12.2688170291629,-0.125011799186039,0.00114808310196993,-0.00146117369635531,NA,NA,-5.27430776740855,0.0132299460725877,-3.01985945896005e-06,-1.62576892480941,2.02583552392274,0.00765740841963265,0.000286001287515805,NA,NA
"ACMI",11,10,22,"Yes","Global_unavg",0.125745037872614,-4.700203381402,0.00369005411004844,-2.18505386838463e-06,4.86666418170501,0.286206943891947,-0.00563669350807779,-0.00330751059455812,2.82708466283824e-06,2.55866264843031e-06,0.0325630020561448,0.41959614852329,0.313261867879286,0.0846266424653185,0.926818624890371,0.334910841180301,0.576457780797544,0.287061025744323,0.328321056121,-9.84042083156729,-0.00413231437778642,-7.33272195394919e-06,-0.382132320588294,-6.07103385657924,-0.0181487761344868,-0.0157517557750543,-2.02209706095611e-06,-2.27281299803539e-06,-1.03092450305275,0.0142384077534309,1.41721016735814e-06,10.9349051089719,6.62793846981778,0.00522851789241516,0.00810955607498844,8.67724360859749e-06,8.31724287141619e-06
