"Species","Dataset","L.Occ","R.Occ","Fire.Included","Type","Rsquared","Intercept","Elevation.m","Elevation.m2","Resurvey.Burned.fi","Resurvey.Unburned.fi","Elevation.m.Res.Burn.fi","Elevation.m.Res.Unburn.fi","Elevation.m2.Res.Burn.fi","Elevation.m2.Res.Unburn.fi","P.Intercept","P.Elevation.m","P.Elevation.m2","P.Resurvey.Burned.fi","P.Resurvey.Unburned.fi","P.Elevation.m.Res.Burn.fi","P.Elevation.m.Res.Unburn.fi","P.Elevation.m2.Res.Burn.fi","P.Elevation.m2.Res.Unburn.fi","Intercept.CI.Lower","Elevation.m.CI.Lower","Elevation.m2.CI.Lower","Resurvey.Burned.fi.CI.Lower","Resurvey.Unburned.fi.CI.Lower","Elevation.m.Res.Burn.fi.CI.Lower","Elevation.m.Res.Unburn.fi.CI.Lower","Elevation.m2.Res.Burn.fi.CI.Lower","Elevation.m2.Res.Unburn.fi.CI.Lower","Intercept.CI.Upper","Elevation.m.CI.Upper","Elevation.m2.CI.Upper","Resurvey.Burned.fi.CI.Upper","Resurvey.Unburned.fi.CI.Upper","Elevation.m.Res.Burn.fi.CI.Upper","Elevation.m.Res.Unburn.fi.CI.Upper","Elevation.m2.Res.Burn.fi.CI.Upper","Elevation.m2.Res.Unburn.fi.CI.Upper"
"VAME",36,95,103,"Yes","Global_unavg",0.0970119770055384,-6.57900048228344,0.00993528931629154,-3.89608557976686e-06,-6.31141421899989,0.729801161697438,0.00343681423737304,-0.0004380462856539,NA,NA,9.55683029756256e-16,6.79997937737648e-13,3.77456792312695e-12,0.0913920077880582,0.181049997662257,0.128253214565567,0.320832745038689,NA,NA,-8.25609692489908,0.00731806901532382,-5.03531949419738e-06,-15.4598072427814,-0.335317492880457,-0.000264788239365171,-0.00131054344876313,NA,NA,-5.04105014879922,0.0127461296982202,-2.83365574291791e-06,-0.741093718182727,1.80996082342993,0.00863977383750656,0.000423914097271048,NA,NA
"ACMI",37,10,21,"Yes","Global_unavg",0.139571309240857,-4.700203381402,0.00369005411004841,-2.18505386838461e-06,4.86666418170499,-1.35182200955968,-0.00563669350807774,-0.0012174993626714,2.82708466283822e-06,1.91632564696439e-06,0.0325630020561494,0.419596148523305,0.313261867879302,0.0846266424653255,0.706680610473748,0.334910841180313,0.849915784263116,0.287061025744336,0.486423181276874,-9.84042083156729,-0.00413231437778641,-7.33272195394918e-06,-0.38213232058829,-9.22713600899483,-0.0181487761344868,-0.0143264747851216,-2.02209706095612e-06,-3.32713454146351e-06,-1.03092450305276,0.014238407753431,1.41721016735814e-06,10.9349051089719,5.56738397987827,0.00522851789241515,0.0117658117999285,8.67724360859747e-06,7.85025673115741e-06
"ARUV",37,42,27,"Yes","Global_unavg",0.0506103357763276,-2.20636439905745,0.00201633190538503,-1.58300803164984e-06,0.192011914917283,-2.8357415301682,-0.000833608467096602,0.00267322654760511,8.11251983060271e-07,-3.90451098122887e-07,0.0320832042514818,0.357497060802353,0.13117139902446,0.941603443542123,0.153531545704841,0.87902502614686,0.485037821889496,0.738550373864074,0.818192315848939,-4.37493698331615,-0.00203988723818494,-3.82729929215352e-06,-5.69097699152412,-7.01417858439716,-0.0112497462185289,-0.00462290934809568,-4.50251199210048e-06,-3.84842306042736e-06,-0.308431648525715,0.006616283933018,3.1959458515614e-07,5.01336082086998,0.867514629061734,0.0109805147417093,0.0105364121083416,5.36857125901472e-06,2.89310806695308e-06
"CARU",37,33,22,"Yes","Global_unavg",0.0680889646289025,-3.60285653327253,0.00395704852729327,-2.25553863691444e-06,-2.09040149695579,-5.08153002616612,0.00315620902123918,0.00864568239860696,-4.98662039788763e-07,-3.75713520277178e-06,0.0040841062866322,0.12463640887253,0.0610342049335146,0.572159153647848,0.0872545757734616,0.640481826498061,0.142339819251767,0.859212031325592,0.17256784459239,-6.29815334346127,-0.000731359048265906,-4.8622785213161e-06,-11.4959597891089,-11.6270287424735,-0.00868118789033233,-0.00195170574875298,-7.15143543191845e-06,-9.85228086699562e-06,-1.34202157314442,0.00945104054212768,-9.89516882745795e-08,4.03590427997533,0.221839668383507,0.0194508922815926,0.021538579573295,4.50938495854571e-06,1.16109727418866e-06
"CEVE",37,26,21,"Yes","Global_unavg",0.135472122279931,-5.08928088184929,0.00641493450085315,-3.33669831467706e-06,-3.87162382402669,-3.59616195399001,0.0115063957022892,0.00364799159101105,-4.86428124764028e-06,-8.74959805880714e-07,0.00138474566846392,0.0470641172441164,0.0277241389573849,0.333201483733229,0.303972484444773,0.150483485890024,0.571710827856841,0.178390892689737,0.756179779009509,-8.58092444827791,0.000669463108403594,-6.68830105731212e-06,-13.3731334322295,-11.4504219797481,-0.00243196923153324,-0.00816959161495808,-1.31702224436276e-05,-6.98589732897869e-06,-2.28833703316897,0.0134502957148086,-6.83266461682255e-07,2.98317852757818,2.63961895539035,0.030077438774497,0.0177280815938761,1.48022188147753e-06,4.35946988582015e-06
"EPAN",37,18,26,"Yes","Global_unavg",0.0846740853477526,-8.16025716098577,0.0103392904760859,-4.5039989996248e-06,6.58619973566974,4.31649283414038,-0.00799204713333582,-0.00894163498834718,3.16052456639772e-06,4.02358547674197e-06,0.000618221618005566,0.0185460803540068,0.0184441783337332,0.0314233555893631,0.14168532173016,0.178215735008622,0.0990068010344305,0.222966729066613,0.0837594735534367,-13.5599775865793,0.00272760451614485,-8.79618021491045e-06,0.745632563780891,-1.27341147721546,-0.020185593182685,-0.0202749484802252,-1.91210209838199e-06,-3.53448884384563e-07,-4.10619760538374,0.0201384338286047,-1.2137759234943e-06,12.9986638544504,10.4979215532806,0.00350467731208023,0.00133019492189454,8.47340687797419e-06,8.92965846530169e-06
"PAMY",37,127,107,"Yes","Global_unavg",0.0469220882643987,-1.9959706605521,0.0037720780883584,-1.98097554989177e-06,-0.75034047668297,-0.739441781413016,0.00178755096271572,0.000818319789346944,-5.90061795074097e-07,-3.47259818993374e-07,0.00485699421790777,0.00718982264749481,0.00143191711834112,0.709305760078135,0.504316930306377,0.66216700704882,0.708424146216649,0.73999161496223,0.721241313394636,-3.43116064776238,0.00109371303420319,-3.24589261580754e-06,-5.05777092439755,-2.94385877917317,-0.0058410653373975,-0.00343612686280196,-4.41267632163631e-06,-2.28571430685167e-06,-0.643072871010518,0.00661139240119509,-8.02933915027338e-07,3.00767375896541,1.41158603079915,0.0104845088437499,0.00516707869881675,2.68432586928754e-06,1.54297973023153e-06
"VAME",37,95,112,"Yes","Global_unavg",0.0970650895580171,-6.60090903357774,0.00997633950399979,-3.91317383370257e-06,-5.79819950094999,0.883852314280339,0.00382410623050462,-0.000504922135751483,NA,NA,3.76531924223642e-16,2.6312130851485e-13,1.47115456820782e-12,0.0281916181128015,0.101897546978844,0.0176516812671104,0.248717365017163,NA,NA,-8.25912350649718,0.00739304452693756,-5.0354059149541e-06,-12.0357693435652,-0.169151734003115,0.00108270950872046,-0.00137096751655467,NA,NA,-5.07839890273754,0.0127474770527431,-2.8653449168525e-06,-1.54143245636926,1.95505982501309,0.00750335716584398,0.000349537227920188,NA,NA
"ACMI",38,10,19,"Yes","Global_unavg",0.14582860842457,-4.70020338140189,0.00369005411004816,-2.1850538683845e-06,3.33165321868784,-1.54923245715669,-0.00179558903221328,-0.000867918135277866,1.0383829050894e-06,1.68612416514398e-06,0.0325630020561522,0.419596148523331,0.313261867879323,0.251420767159554,0.679185870790573,0.766289988149365,0.897022194845784,0.707888482227761,0.555156565479984,-9.8404208315673,-0.00413231437778641,-7.33272195394917e-06,-2.21068097783429,-9.9124136129271,-0.0145118390590687,-0.0143429775216147,-4.21154684211877e-06,-3.86522761660915e-06,-1.03092450305275,0.014238407753431,1.41721016735814e-06,9.48998206009145,5.55434736449322,0.0097504932307794,0.0129069049874728,7.01480549634256e-06,7.75673324561733e-06
"ARUV",38,42,25,"Yes","Global_unavg",0.0562328437208186,-2.20636439905742,0.00201633190538495,-1.58300803164981e-06,1.60431803569495,-2.65183334577061,-0.00335876168262774,0.00215560097954488,1.65504433138811e-06,-1.8370130808802e-07,0.0320832042514844,0.357497060802371,0.13117139902447,0.520170686027931,0.188040054951601,0.539710044890844,0.57946692153602,0.504265866347249,0.915202330433623,-4.37493698331614,-0.00203988723818496,-3.82729929215354e-06,-3.73418917779711,-6.90720236083423,-0.0140818929268757,-0.00523772958400236,-3.72677519402281e-06,-3.71041909879284e-06,-0.308431648525704,0.00661628393301802,3.19594585156148e-07,6.36876736611232,1.08924813551135,0.00808487647796811,0.0101725157829365,6.36545802683478e-06,3.14113462379125e-06
"CARU",38,33,21,"Yes","Global_unavg",0.0733233586060423,-3.60285653327252,0.00395704852729324,-2.25553863691442e-06,0.218678574372483,-6.0168345842522,-0.000182558371200237,0.00978898145130144,6.41563993022618e-07,-4.08649336558876e-06,0.00408410628663255,0.124636408872534,0.0610342049335168,0.938315748339583,0.0658296491917975,0.973774081454799,0.122684156112323,0.7893266770665,0.160787104466378,-6.29815334346128,-0.000731359048265937,-4.86227852131612e-06,-6.24468902664322,-13.3411039221318,-0.0105791610896006,-0.00147212730914405,-4.58392790342652e-06,-1.06015559721679e-05,-1.34202157314443,0.00945104054212774,-9.8951688274568e-08,5.33779327739506,-0.276763971464237,0.0119760348171942,0.0238433920621487,5.15628986223294e-06,1.06243904552674e-06
"CEVE",38,26,19,"Yes","Global_unavg",0.109473671088316,-5.08928088184929,0.00641493450085319,-3.33669831467709e-06,-5.25991287617934,-1.46334704229727,0.0124365790989485,0.000370259458095218,-4.88391395874631e-06,2.34727247033483e-07,0.00138474566846382,0.0470641172441144,0.0277241389573833,0.282665316559833,0.629671872691385,0.179468605980287,0.9497758063383,0.225554000554868,0.929449891746882,-8.58092444827789,0.000669463108403589,-6.68830105731211e-06,-17.6259757063595,-8.08568912314248,-0.00291396543735672,-0.0106158913730992,-1.45973546586316e-05,-5.45688755031606e-06,-2.28833703316897,0.0134502957148085,-6.83266461682268e-07,2.60526571443893,4.11173249283231,0.0351257231270852,0.0129534547235825,1.90165222021763e-06,5.2245866564206e-06
"EPAN",38,18,25,"Yes","Global_unavg",0.108385479543001,-8.16025716098578,0.0103392904760859,-4.5039989996248e-06,5.98758517515664,2.43183749172788,-0.00628617344817594,-0.0057229055490838,2.38621938068332e-06,2.72408887817021e-06,0.00061822161800566,0.0185460803540082,0.0184441783337347,0.0521620101205742,0.451252013270098,0.294693693757002,0.329729325438564,0.365271090538725,0.276451926371342,-13.5599775865794,0.00272760451614481,-8.79618021491044e-06,0.071372754713863,-3.98606799444319,-0.0185401443722914,-0.0176932034159701,-2.81208890526418e-06,-2.14379704120947e-06,-4.10619760538372,0.0201384338286047,-1.21377592349432e-06,12.4248476462206,9.00605283317555,0.00541801107340379,0.00578804236937588,7.74681511448519e-06,7.8758405731699e-06
"PAMY",38,127,108,"Yes","Global_unavg",0.0418847807786488,-1.9959706605521,0.0037720780883584,-1.98097554989178e-06,0.308051581735651,0.642837421920853,0.000472266441239646,-0.00195458477334058,-2.60769999459314e-07,8.43619190476963e-07,0.00485699421790768,0.00718982264749478,0.00143191711834111,0.874018246046329,0.54001225162677,0.907208377763058,0.346904477501205,0.884222668733496,0.359314287277506,-3.43116064776238,0.00109371303420322,-3.2458926158075e-06,-3.72516733440934,-1.4260722303052,-0.00716521264140871,-0.00602852208843034,-4.09045619759964e-06,-9.72482410224822e-07,-0.643072871010527,0.00661139240119504,-8.02933915027338e-07,4.03372256179019,2.69898453927749,0.00896267874490012,0.00213955173585698,3.04433662307755e-06,2.64670696375106e-06
"VAME",38,95,110,"Yes","Global_unavg",0.0992841215180497,-6.7325055861264,0.0102227471816424,-4.01574730217373e-06,-6.55288456034636,0.956440162845546,0.0041452339693667,-0.000581688506193179,NA,NA,2.51771367799983e-16,1.53471907211378e-13,8.41187044056665e-13,0.0291958119154743,0.0786263941135369,0.0218554280439221,0.187921641184945,NA,NA,-8.4146652665327,0.00760324645036803,-5.15580806587843e-06,-13.6080214586931,-0.102577884293845,0.00110573614179652,-0.00145658713409582,NA,NA,-5.18967783129083,0.013036498925616,-2.95281899139502e-06,-1.77866119572423,2.03540962342222,0.00824914067457017,0.00027980284387029,NA,NA
"ACMI",39,10,21,"Yes","Global_unavg",0.133931956702744,-4.70020338140217,0.00369005411004879,-2.18505386838479e-06,3.94608356149791,-2.88116811642572,-0.00413080843193421,0.00176557842536138,2.34727489054605e-06,6.77117316360714e-07,0.0325630020561439,0.419596148523258,0.313261867879261,0.166269464636445,0.454946340512628,0.47984610649814,0.794265725353061,0.375510901567291,0.813201067271951,-9.8404208315673,-0.00413231437778642,-7.33272195394919e-06,-1.43078331950747,-11.4862406313736,-0.01661368222814,-0.0117790462248679,-2.49668263182968e-06,-4.91511961670111e-06,-1.03092450305274,0.014238407753431,1.41721016735815e-06,10.034119024642,4.38419176612741,0.00679923526685055,0.015743840859075,8.18212667624389e-06,6.75017476899268e-06
"ARUV",39,42,26,"Yes","Global_unavg",0.0542246801636501,-2.20636439905744,0.00201633190538499,-1.58300803164982e-06,1.60431803569495,-2.08591691122886,-0.00335876168262775,0.00163477946776511,1.65504433138811e-06,-1.44354913444136e-07,0.0320832042514832,0.357497060802363,0.131171399024466,0.52017068602793,0.275089846139883,0.539710044890842,0.666484094113509,0.504265866347247,0.932958184126959,-4.37493698331615,-0.00203988723818499,-3.82729929215354e-06,-3.7341891777971,-6.08692209119197,-0.0140818929268758,-0.00560012460541829,-3.72677519402283e-06,-3.65771941481099e-06,-0.308431648525699,0.00661628393301804,3.19594585156158e-07,6.36876736611232,1.49608790916245,0.00808487647796817,0.00942745956076998,6.3654580268348e-06,3.16116783743776e-06
"CARU",39,33,18,"Yes","Global_unavg",0.0931477079913142,-3.60285653327252,0.00395704852729322,-2.25553863691441e-06,1.06370265905886,-12.3390144581981,-0.00202621173670772,0.0209972482617159,1.29738603133607e-06,-8.88766337104582e-06,0.00408410628852685,0.12463640889634,0.0610342049546097,0.703612421948038,0.0161130502653998,0.720461932797289,0.0281669215135863,0.600188763808002,0.0402071251654497,-6.29815334346146,-0.000731359048265243,-4.8622785213167e-06,-5.2512539657152,-24.482098062359,-0.0127835850827406,0.00504152721786986,-4.07609375589546e-06,-1.90610644867928e-05,-1.34202157314458,0.00945104054212772,-9.89516882746364e-08,6.20139772627856,-3.90047836877315,0.0102246828469412,0.043394388356419,5.97960029936064e-06,-1.69201230575196e-06
"CEVE",39,26,21,"Yes","Global_unavg",0.132241317308925,-5.08928088184928,0.0064149345008532,-3.3366983146771e-06,-4.54745507150654,-1.42771676250809,0.0128322203951919,0.000179381102562111,-5.43307438414599e-06,3.66766482767118e-07,0.00138474566846384,0.0470641172441148,0.0277241389573835,0.281157506348979,0.636709578677143,0.126351431142213,0.975435992491649,0.150453406533388,0.888433341981772,-8.58092444827792,0.000669463108403557,-6.68830105731213e-06,-14.6653719554391,-8.01671696760462,-0.00161214094700193,-0.010737768619242,-1.41976586398793e-05,-5.21710769248292e-06,-2.28833703316897,0.0134502957148086,-6.83266461682242e-07,2.5819455474106,4.13191445988172,0.0325046274553317,0.0126122489543079,1.12586340530874e-06,5.30930669952886e-06
"EPAN",39,18,26,"Yes","Global_unavg",0.130756057430695,-8.16025716098576,0.0103392904760859,-4.5039989996248e-06,3.41941447016697,2.44276508172092,0.00115583817542665,-0.00523754225359647,-1.73020687367598e-06,2.39234775186273e-06,0.000618221618005574,0.0185460803540069,0.0184441783337333,0.321666543550305,0.442296945402532,0.872260032278821,0.36967993072862,0.612855441818547,0.340771901950381,-13.5599775865794,0.00272760451614484,-8.79618021491046e-06,-3.51931036555343,-3.82558437306471,-0.0128448241303068,-0.0171576513217536,-8.95459975633438e-06,-2.50352253355999e-06,-4.10619760538371,0.0201384338286047,-1.2137759234943e-06,10.3748083882919,8.95398683221988,0.0159548885983765,0.0061845472365555,4.75869628689246e-06,7.55273956697721e-06
"PAMY",39,127,101,"Yes","Global_unavg",0.0476812721163019,-1.99597066055208,0.00377207808835833,-1.98097554989175e-06,2.27256802890371,-0.527812626924227,-0.0040465887134596,0.000148010405618634,1.82704115632201e-06,-6.1989681857716e-08,0.00485699421790842,0.00718982264749571,0.00143191711834132,0.208771854658769,0.635413221930728,0.266098167196008,0.94642265595134,0.237334303489473,0.94957940681766,-3.43116064776239,0.0010937130342032,-3.24589261580753e-06,-1.31688153858413,-2.74584885116502,-0.0112267166264138,-0.004132686510899,-1.30879225231644e-06,-2.01659634074365e-06,-0.64307287101051,0.00661139240119511,-8.02933915027329e-07,5.88513281680712,1.63325253953212,0.00322778058046575,0.00452827551819275,4.84614088825999e-06,1.84055330507297e-06
"VAME",39,95,108,"Yes","Global_unavg",0.107862272145906,-7.17405762810539,0.01104753535615,-4.35908736483212e-06,-6.20489482546589,0.958178889689874,0.0041067287467881,-0.000622360898836686,NA,NA,3.42761770409949e-17,1.31947960201742e-14,6.81037260910723e-14,0.024053590430027,0.0855496902435181,0.014239400367415,0.170113552689525,NA,NA,-8.917533877134,0.0083372975228627,-5.54220624770449e-06,-12.6323049793808,-0.127108312702872,0.00125142031629022,-0.00152146030212645,NA,NA,-5.57753164107868,0.0139650014272054,-3.25861549342146e-06,-1.75980494603662,2.06399601007721,0.00789776827087487,0.000261912481222614,NA,NA
"ACMI",4,10,20,"Yes","Global_unavg",0.138786399296589,-4.70020340998581,0.00369005418295758,-2.18505391062252e-06,4.12763963288367,-9.75694771948993,-0.00521949856693895,0.0108770777037318,2.81636701810104e-06,-2.16373310723782e-06,0.0325707465236646,0.419621655074933,0.313296204907027,0.156886121227849,0.138102968920572,0.384259674612919,0.261613542596684,0.297817646549503,0.549611543684213,-9.840421529256,-0.00413231837369809,-7.33272483489002e-06,-1.43129985261209,-26.5528686302357,-0.0179705110882649,-0.00609380722599303,-2.15692857733351e-06,-1.02229729690957e-05,-1.030925788504,0.0142384074545805,1.41720870832174e-06,10.3116861167287,0.692730765618179,0.0060471348840796,0.0340049725640272,8.74365495860702e-06,4.77480279923323e-06
"ARUV",4,42,26,"Yes","Global_unavg",0.0529970995745084,-2.20636439905741,0.00201633190538492,-1.58300803164979e-06,1.60431803569494,-2.04948536021239,-0.00335876168262772,0.00134936645326702,1.65504433138809e-06,6.07409411322322e-08,0.0320832042514839,0.357497060802375,0.131171399024471,0.520170686027931,0.281782676289813,0.539710044890845,0.718828997843222,0.50426586634725,0.971198971299349,-4.37493698331615,-0.00203988723818498,-3.82729929215353e-06,-3.73418917779713,-6.03198543948739,-0.0140818929268758,-0.00581966946902519,-3.72677519402284e-06,-3.36250992222491e-06,-0.308431648525699,0.00661628393301806,3.1959458515615e-07,6.36876736611232,1.52235540756397,0.00808487647796816,0.00902315012192849,6.36545802683477e-06,3.31806992067535e-06
"CARU",4,33,19,"Yes","Global_unavg",0.077112187969504,-3.60285653327252,0.00395704852729322,-2.25553863691441e-06,1.06370265905887,-7.35230080299138,-0.0020262117367077,0.0125858597188482,1.29738603133606e-06,-5.5049952276719e-06,0.00408410628663273,0.124636408872538,0.0610342049335194,0.703612421945134,0.0473283493430796,0.720461932793787,0.083155124683118,0.600188763800968,0.104982951279178,-6.29815334346189,-0.000731359048266899,-4.86227852131672e-06,-5.25125396571732,-15.814203340341,-0.0127835850827431,-7.4213080457486e-06,-4.07609375589631e-06,-1.3280781428079e-05,-1.34202157314395,0.00945104054212898,-9.89516882741336e-08,6.20139772627969,-0.981696607241375,0.0102246828469435,0.0290410389037905,5.97960029936179e-06,3.26809185482178e-07
"CEVE",4,26,21,"Yes","Global_unavg",0.1311939940055,-5.08928068453881,0.00641493402255321,-3.33669804852764e-06,-4.54745526871366,-1.22791904280199,0.0128322208732847,-0.000336189036072231,-5.4330746502005e-06,6.40419523663307e-07,0.00138298119031837,0.0470338433974487,0.0276975743009586,0.28114838363328,0.680041771573461,0.126342782231765,0.953097447818126,0.150441190417638,0.801873098291015,-8.58092226655383,0.000669463849551586,-6.68829691655279e-06,-14.6653738008813,-7.69785063837885,-0.00161213908568742,-0.0111051182268004,-1.41976583864671e-05,-4.76844382323594e-06,-2.2883381736756,0.0134502919135586,-6.83268694244351e-07,2.58194634078098,4.26959934627541,0.0325046256845237,0.0117973208914631,1.12586266303262e-06,5.50172667652391e-06
"EPAN",4,18,30,"Yes","Global_unavg",0.11365734361718,-8.16025716098578,0.0103392904760859,-4.50399899962479e-06,6.15400204792893,3.37856630800061,-0.00658248758448483,-0.00664126309614305,2.6864891551008e-06,2.93481574110622e-06,0.000618221618005745,0.0185460803540092,0.0184441783337355,0.0405382872453851,0.260794564227738,0.253237988547584,0.23199498274606,0.282411269370426,0.221369241142082,-13.5599775865794,0.00272760451614482,-8.79618021491045e-06,0.468279743186712,-2.39202663952972,-0.018492109576987,-0.0181620686069696,-2.13207115484363e-06,-1.65232363039187e-06,-4.10619760538373,0.0201384338286046,-1.2137759234943e-06,12.4817776640858,9.65377329271878,0.0044813914227986,0.00401092975972509,7.85994955921101e-06,7.93971300056228e-06
"PAMY",4,127,107,"Yes","Global_unavg",0.0497392896835057,-1.99597066055212,0.00377207808835843,-1.98097554989178e-06,-0.363494375592357,0.0902531766885899,0.00260850504002683,-0.00100037822084195,-1.13357144544755e-06,4.47612105796741e-07,0.0048569942179073,0.00718982264749432,0.001431917118341,0.852482477716218,0.933127555709711,0.525540983922363,0.638271273038928,0.531921975965903,0.635270887122334,-3.43116064776238,0.00109371303420322,-3.24589261580751e-06,-4.43175588442517,-2.0410512592051,-0.00506539233991712,-0.00515629942386193,-5.03390178487736e-06,-1.42278265296421e-06,-0.643072871010523,0.00661139240119507,-8.02933915027338e-07,3.37275143914659,2.18915788245845,0.0112915672903119,0.00320946988220581,2.1887192637541e-06,2.2891823083092e-06
"VAME",4,95,108,"Yes","Global_unavg",0.111118363451748,-7.17529071582739,0.0110498345313951,-4.36004447109719e-06,-6.65172829610992,0.589733109885727,0.0042324055204196,-0.000286790169560054,NA,NA,2.97702047498484e-17,1.14066070796408e-14,5.88941739413869e-14,0.0278361667048967,0.292161896572064,0.0204415578850779,0.524744785445332,NA,NA,-8.91519847785143,0.00834446895792279,-5.54001849494644e-06,-13.7038524268907,-0.504728944654173,0.00114673593054853,-0.00117675088614629,NA,NA,-5.58109586896516,0.0139599478627892,-3.2616506249271e-06,-1.82207091899743,1.69655967293458,0.00834612522206152,0.000595697159876501,NA,NA
"ACMI",40,10,16,"Yes","Global_unavg",0.164151070758619,-4.70020340998552,0.00369005418295694,-2.18505391062222e-06,3.06290579913423,-10.3890311368154,-0.00180916278508346,0.0106335476462597,1.14144323659745e-06,-1.98729798150743e-06,0.0325707474147663,0.419621658018033,0.313296208874162,0.298502610262527,0.233660880331993,0.766470675372978,0.388939440834408,0.681429461092128,0.65192320842584,-9.84042152933583,-0.00413231837415898,-7.33272483522201e-06,-2.62328210192135,-35.0176591771915,-0.0145993402892761,-0.0089795409559848,-4.13474925217453e-06,-1.29019073879861e-05,-1.03092578865194,0.014238407454545,1.41720870815331e-06,9.26985894010483,1.950618366525,0.00988711496617956,0.0432892472233838,7.13299091735518e-06,5.77496812806642e-06
"ARUV",40,42,27,"Yes","Global_unavg",0.0551145426124061,-2.20636439905749,0.00201633190538511,-1.58300803164988e-06,0.512778862035682,-2.08591691122878,-0.000697744674983047,0.00163477946776492,6.16564011805184e-07,-1.44354913444052e-07,0.0320832042514785,0.357497060802332,0.13117139902445,0.835743648507465,0.275089846139899,0.894456616376854,0.666484094113543,0.795180216031944,0.932958184126998,-4.37493698331615,-0.00203988723818496,-3.82729929215354e-06,-4.88343926114444,-6.08692209119196,-0.01070027224451,-0.0056001246054183,-4.53611896695734e-06,-3.65771941481101e-06,-0.3084316485257,0.00661628393301805,3.1959458515615e-07,5.12989916553927,1.49608790916247,0.0104854658209689,0.00942745956077002,5.05044863806095e-06,3.16116783743776e-06
"CARU",40,33,24,"Yes","Global_unavg",0.0653294648707302,-3.60285653327253,0.00395704852729326,-2.25553863691443e-06,-2.09040149695582,-5.07780458529991,0.00315620902123923,0.00868381717086024,-4.98662039788787e-07,-3.68791255253558e-06,0.00408410628663234,0.124636408872531,0.0610342049335154,0.572159153647845,0.0745002714025593,0.640481826498057,0.121156600775481,0.859212031325586,0.155548306216295,-6.29815334346127,-0.000731359048265918,-4.86227852131612e-06,-11.4959597891089,-11.2803588219671,-0.00868118789033239,-0.0015085550842178,-7.1514354319185e-06,-9.34994099057498e-06,-1.34202157314442,0.00945104054212772,-9.89516882745704e-08,4.03590427997532,0.0575730471009798,0.0194508922815926,0.0207929082962261,4.50938495854572e-06,1.01629173950161e-06
"CEVE",40,26,20,"Yes","Global_unavg",0.122613139682342,-5.08928088184932,0.00641493450085325,-3.33669831467711e-06,-3.77464630763667,-3.59616195398993,0.0105351083055812,0.00364799159101092,-4.28964961858339e-06,-8.74959805880655e-07,0.00138474566846375,0.0470641172441135,0.0277241389573828,0.360158522094946,0.303972484444781,0.193166353087854,0.571710827856855,0.234929597800811,0.756179779009525,-8.5809244482779,0.000669463108403581,-6.68830105731214e-06,-13.7344293700047,-11.4504219797481,-0.00345856581440395,-0.00816959161495807,-1.26574876361396e-05,-6.9858973289787e-06,-2.28833703316898,0.0134502957148086,-6.8326646168226e-07,3.2017955320589,2.63961895539036,0.0295327247934235,0.0177280815938762,2.01716758128982e-06,4.35946988582013e-06
"EPAN",40,18,24,"Yes","Global_unavg",0.102290624206363,-8.16025716098583,0.010339290476086,-4.50399899962483e-06,6.87639574575597,3.16777394991933,-0.00898315674675817,-0.0070128331647355,3.80178443922277e-06,3.17460663862868e-06,0.000618221618005731,0.0185460803540088,0.0184441783337351,0.0216965078744344,0.316318455683412,0.116068716262305,0.227851144216737,0.122547198387472,0.203144778120354,-13.5599775865794,0.00272760451614483,-8.79618021491045e-06,1.22673826521507,-3.06942453706837,-0.0208677517234604,-0.0189043722818189,-8.83988411071926e-07,-1.67338296665405e-06,-4.10619760538371,0.0201384338286048,-1.21377592349429e-06,13.1972250623735,9.64870146580255,0.0018931523807349,0.00434678504688588,8.94105167227733e-06,8.31432458374809e-06
"PAMY",40,127,112,"Yes","Global_unavg",0.05140657573858,-1.99597066055209,0.00377207808835838,-1.98097554989176e-06,2.24529800864092,0.343605846257825,-0.00229898580450193,-0.00121209165843221,8.0237841152692e-07,4.68335317794194e-07,0.00485699421790804,0.0071898226474952,0.00143191711834122,0.240375466113902,0.746475509848932,0.554462419406713,0.566077794183499,0.632770326764032,0.618510064326276,-3.43116064776238,0.0010937130342032,-3.24589261580753e-06,-1.51255961073796,-1.75742178011657,-0.00989254979254586,-0.00534274433381674,-2.70369212601328e-06,-1.3945202494697e-06,-0.643072871010512,0.00661139240119508,-8.02933915027325e-07,6.12821096125778,2.42234520530066,0.00560389705668851,0.00296108721308164,3.99959429420299e-06,2.30482349019793e-06
"VAME",40,95,107,"Yes","Global_unavg",0.101258532895944,-6.74003995052889,0.0102368463849735,-4.02161644071354e-06,-7.20057097548278,0.6272821014278,0.00437571586650591,-0.000321008481612735,NA,NA,3.05079061674233e-16,1.84646620475737e-13,1.00878742182746e-12,0.0338874342590892,0.253064161171873,0.0301764346972081,0.467884565257934,NA,NA,-8.42887597284619,0.0076048328180855,-5.16728704107848e-06,-15.1364571348853,-0.445190931311688,0.00101678364806158,-0.0011941206052629,NA,NA,-5.19115290908778,0.0130638093517595,-2.95334412822721e-06,-1.88424397517734,1.71267673443743,0.00892711316586907,0.00054407677029633,NA,NA
