"Species","Dataset","L.Occ","R.Occ","Fire.Included","Type","Mod.ID","deltaAIC","Weight","Rsquared","Intercept","Data.Type","Elevation.m","Fires","Data.Type.Elevation.m","Elevation.m.Fires","Data.Type.Fires","Elevation.m2","Data.Type.Elevation.m2","Elevation.m2.Fires","Data.Type.Elevation.m.Fires","Data.Type.Elevation.m2.Fires"
"POMU",1,20,10,"No","Unavg","Mod.7",1.99639554846547,0.16677646199049,0.187727078358653,0.260563214208482,-0.771541900036105,-0.00389647366426838,NA,NA,NA,NA,9.63969061516712e-08,NA,NA,NA,NA
"POMU",1,20,10,"No","Avg",NA,NA,NA,NA,0.191961760149884,-0.732160870394314,-0.00382551568275654,0,0.000166824924629624,0,0,1.6076734954805e-08,0,0,0,0
"PTAQ",1,47,22,"No","Unavg","Mod.15",1.00854508760204,0.376537131734454,0.102958144204239,-2.57850774577361,-1.57979964691765,0.00381055896346456,NA,0.000836123252085104,NA,NA,-2.7925285234369e-06,NA,NA,NA,NA
"PTAQ",1,47,22,"No","Unavg","Mod.7",0,0.623462868265546,0.100794240522819,-2.78505335598605,-0.861572030418159,0.00400897906776483,NA,NA,NA,NA,-2.74479141423346e-06,NA,NA,NA,NA
"PTAQ",1,47,22,"No","Avg",NA,NA,NA,NA,-2.70728126434432,-1.13201139706735,0.00393426653081316,0,0.000314831451116609,0,0,-2.76276620841022e-06,0,0,0,0
"RHAL",1,24,15,"No","Unavg","Mod.11",1.78313477403577,0.182572546595911,0.145946698389883,-5.76060749035456,-1.19968544353585,0.00232653668633707,NA,0.000427777743769643,NA,NA,NA,NA,NA,NA,NA
"RHAL",1,24,15,"No","Unavg","Mod.2",0.358877677686849,0.372142244101454,0.137505593924295,-6.22212181018533,NA,0.00247281319191406,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RHAL",1,24,15,"No","Unavg","Mod.3",0,0.445285209302635,0.145235997789787,-6.00275135170861,-0.529591923067193,0.00248446233950042,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RHAL",1,24,15,"No","Avg",NA,NA,NA,NA,-6.04017954500572,-0.454849076848346,0.00245129431090491,0,7.8100472057077e-05,0,0,0,0,0,0,0
"RULA",1,18,13,"No","Unavg","Mod.6",0,0.634516274745897,0.182566025397129,-23.5942493484786,NA,0.0302049882333223,NA,NA,NA,NA,-1.04895274981278e-05,NA,NA,NA,NA
"RULA",1,18,13,"No","Unavg","Mod.7",1.10328237138663,0.365483725254103,0.186053426430942,-23.4630638208473,-0.360497206114448,0.0302563050580632,NA,NA,NA,NA,-1.05073894119036e-05,NA,NA,NA,NA
"RULA",1,18,13,"No","Avg",NA,NA,NA,NA,-23.5463031731405,-0.131755861834405,0.0302237436975968,0,0,0,0,-1.04960557369147e-05,0,0,0,0
"RUPA",1,33,21,"No","Unavg","Mod.15",1.938843622283,0.154714871055957,0.109207109553215,-5.64509237252042,-0.273032706477345,0.00945981909084467,NA,-0.000268598751719089,NA,NA,-5.4450237262146e-06,NA,NA,NA,NA
"RUPA",1,33,21,"No","Unavg","Mod.31",1.58877380690694,0.184309938520618,0.115292026652565,-7.49810947081765,3.39721061403809,0.0137856877403166,NA,-0.00889391703119243,NA,NA,-7.75501492837297e-06,4.58917530985865e-06,NA,NA,NA
"RUPA",1,33,21,"No","Unavg","Mod.6",0.954585388694341,0.253081861113128,0.101398601686089,-5.76341407359461,NA,0.00931036230475959,NA,NA,NA,NA,-5.41944185816268e-06,NA,NA,NA,NA
"RUPA",1,33,21,"No","Unavg","Mod.7",0,0.407893329310297,0.109048760432662,-5.54645348465015,-0.502292097840973,0.00933435393388081,NA,NA,NA,NA,-5.43357064876035e-06,NA,NA,NA,NA
"RUPA",1,33,21,"No","Avg",NA,NA,NA,NA,-5.9763327719303,0.379015863363642,0.0101681184735123,0,-0.00168079352246456,0,0,-5.85963212199658e-06,8.45830619220387e-07,0,0,0
"RUPE",1,23,23,"No","Unavg","Mod.6",0,0.731045606408452,0.0447788017229829,-7.34023528925485,NA,0.00858075400121096,NA,NA,NA,NA,-3.48643159017181e-06,NA,NA,NA,NA
"RUPE",1,23,23,"No","Unavg","Mod.7",1.99986804438993,0.268954393591548,0.0447791850136907,-7.34199973460861,0.00353209458618904,0.00858076173890362,NA,NA,NA,NA,-3.48643759534472e-06,NA,NA,NA,NA
"RUPE",1,23,23,"No","Avg",NA,NA,NA,NA,-7.340709844585,0.000949972357536461,0.0085807560822974,0,0,0,0,-3.48643320528945e-06,0,0,0,0
"RUSP",1,15,20,"No","Unavg","Mod.2",0,0.468211900027058,0.0519609267991119,-1.51122356809728,NA,-0.00154902874147789,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",1,15,20,"No","Unavg","Mod.3",1.21576875503496,0.254942133960755,0.0547456639591684,-1.6757661787185,0.311326612960832,-0.00155069102989069,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",1,15,20,"No","Unavg","Mod.6",1.05091939828162,0.276845966012188,0.0553310297329879,-2.36647332524212,NA,0.000503937430830055,NA,NA,NA,NA,-1.02174775746904e-06,NA,NA,NA,NA
"RUSP",1,15,20,"No","Avg",NA,NA,NA,NA,-1.78994485757498,0.0793702710670084,-0.000981097125670173,0,0,0,0,-2.82866744937302e-07,0,0,0,0
"SOSI",1,48,19,"No","Unavg","Mod.15",1.58690527707159,0.311427802171066,0.16204040372432,-10.8312490823772,-1.93557042830015,0.0135112541585106,NA,0.000599054078842608,NA,NA,-4.61465546556298e-06,NA,NA,NA,NA
"SOSI",1,48,19,"No","Unavg","Mod.7",0,0.688572197828934,0.161120439792812,-10.977257258244,-1.08139331486919,0.0135408067988857,NA,NA,NA,NA,-4.56358555220507e-06,NA,NA,NA,NA
"SOSI",1,48,19,"No","Avg",NA,NA,NA,NA,-10.9317862529348,-1.34740781596982,0.0135316032850453,0,0.000186562095155566,0,0,-4.57949014307919e-06,0,0,0,0
"SPBE",1,17,29,"Yes","Unavg","Mod.142",1.67612014347509,0.156782290224679,0.130669419447969,-4.9131380993269,NA,0.00689210195503309,3.6861498463841,NA,-0.00365284605764426,NA,-4.35110167301716e-06,NA,NA,NA,NA
"SPBE",1,17,29,"Yes","Unavg","Mod.143",0,0.362461487865365,0.141347424655821,-5.2722046722754,0.614415454796158,0.00692798299234092,3.73008624965848,NA,-0.00369644740580038,NA,-4.37248083625285e-06,NA,NA,NA,NA
"SPBE",1,17,29,"Yes","Unavg","Mod.159",1.96236014222347,0.135875382043849,0.141456756935963,-5.38536861145213,0.792799605064778,0.00707148636032617,3.74242188464727,-0.000225431439274504,-0.00371048624814724,NA,-4.37339226936237e-06,NA,NA,NA,NA
"SPBE",1,17,29,"Yes","Unavg","Mod.207",1.17333420762793,0.201593062714239,0.143748636066653,-5.36861592632165,0.758046898148067,0.00694082308382504,4.12943777868087,NA,-0.0036614127149724,-0.758046898148066,-4.38045259252061e-06,NA,NA,NA,NA
"SPBE",1,17,29,"Yes","Unavg","Mod.399",1.85612638520792,0.143287777151869,0.141765333523884,-5.42712752505161,0.614969367722923,0.00729730122673023,4.68807613674325,NA,-0.0066451241083918,NA,-4.57143991184498e-06,NA,2.02140988633336e-06,NA,NA
"SPBE",1,17,29,"Yes","Avg",NA,NA,NA,NA,-5.27291997728227,0.571358478731485,0.00699736331832085,3.94264864813533,-3.06305829361179e-05,-0.00410696559927548,-0.152816995878697,-4.39936825784665e-06,0,2.8964332932552e-07,0,0
"TITR",1,34,39,"No","Unavg","Mod.6",0,0.688706347749852,0.0448569616468194,-2.45763443106339,NA,0.00203774402509269,NA,NA,NA,NA,-1.5063952536561e-06,NA,NA,NA,NA
"TITR",1,34,39,"No","Unavg","Mod.7",1.58815658674541,0.311293652250148,0.045722017557407,-2.54080664022093,0.160396643991187,0.002039873818125,NA,NA,NA,NA,-1.50769166600196e-06,NA,NA,NA,NA
"TITR",1,34,39,"No","Avg",NA,NA,NA,NA,-2.48352541181775,0.0499304571166834,0.00203840701614425,0,0,0,0,-1.50679881859007e-06,0,0,0,0
"TRBO",1,10,26,"No","Unavg","Mod.15",0.493610298982958,0.36331534490667,0.200433001350227,-5.40521303453374,2.70618373321554,0.00819661627488291,NA,-0.00243550296059839,NA,NA,-6.27336143714695e-06,NA,NA,NA,NA
"TRBO",1,10,26,"No","Unavg","Mod.31",1.99304470407367,0.171666557033035,0.202173583666181,-4.16005139126837,0.600295429393681,0.0047688010861359,NA,0.00374956868595601,NA,NA,-4.11784094216104e-06,-4.1988142439131e-06,NA,NA,NA
"TRBO",1,10,26,"No","Unavg","Mod.7",0,0.465018098060294,0.195194936047313,-4.03025776517023,1.05958393961904,0.0058287410449475,NA,NA,NA,NA,-5.7842046835859e-06,NA,NA,NA,NA
"TRBO",1,10,26,"No","Avg",NA,NA,NA,NA,-4.55208133800738,1.57897443431759,0.00650707020741652,0,-0.000241180051474071,0,0,-5.67586391196427e-06,-7.20795984873829e-07,0,0,0
"VAAL",1,11,7,"No","Unavg","Mod.6",0,0.631455614902317,0.162420575267985,-18.5315934054967,NA,0.031886481941469,NA,NA,NA,NA,-1.56672789834531e-05,NA,NA,NA,NA
"VAAL",1,11,7,"No","Unavg","Mod.7",1.07693300345545,0.368544385097683,0.16787616561711,-18.3416700549662,-0.473006220436148,0.0319268150692943,NA,NA,NA,NA,-1.56855741285871e-05,NA,NA,NA,NA
"VAAL",1,11,7,"No","Avg",NA,NA,NA,NA,-18.4615982210598,-0.174323786658019,0.0319013464892624,0,0,0,0,-1.56740215564668e-05,0,0,0,0
"VADE",1,34,61,"No","Unavg","Mod.11",1.7424806043029,0.294996286478753,0.390671085827299,-8.96163532714668,0.146785512730775,0.00458662178160083,NA,0.000517068561634022,NA,NA,NA,NA,NA,NA,NA
"VADE",1,34,61,"No","Unavg","Mod.3",0,0.705003713521247,0.390216463250186,-9.47661277246076,0.995211456612948,0.00489352488210778,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VADE",1,34,61,"No","Avg",NA,NA,NA,NA,-9.32469633847279,0.744928953815476,0.00480298960714941,0,0.000152533305536947,0,0,0,0,0,0,0
"VAME",1,95,115,"Yes","Unavg","Mod.142",1.11897738460812,0.204141642025601,0.109068476376373,-6.28735181691188,NA,0.0101345298639139,-6.31176723303611,NA,0.00369911829841965,NA,-4.09156727291224e-06,NA,NA,NA,NA
"VAME",1,95,115,"Yes","Unavg","Mod.143",0,0.357202471786004,0.112609549652977,-6.46832935352048,0.306798531897624,0.0101792393416257,-6.33443101001717,NA,0.0037122169144258,NA,-4.10985253374589e-06,NA,NA,NA,NA
"VAME",1,95,115,"Yes","Unavg","Mod.159",1.69756794820148,0.152859438233891,0.112952910288388,-6.62705790554329,0.584258778523265,0.0103208175259863,-6.34029593992082,-0.000234164515356474,0.0037159809333963,NA,-4.11619208105689e-06,NA,NA,NA,NA
"VAME",1,95,115,"Yes","Unavg","Mod.191",1.67791034711183,0.154369270931101,0.115245891184756,-7.78954361278025,2.57383791296773,0.0124788312765925,-6.32978742640319,-0.00397584421253458,0.00371160613892792,NA,-5.01045884812967e-06,1.55767347790543e-06,NA,NA,NA
"VAME",1,95,115,"Yes","Unavg","Mod.207",1.99969971509017,0.131427177023402,0.112609890575895,-6.46876488165208,0.307499011484679,0.0101793630943412,-6.32670031957301,NA,0.00371199827355122,-0.0136838730157108,-4.10990153726969e-06,NA,NA,NA,NA
"VAME",1,95,115,"Yes","Avg",NA,NA,NA,NA,-6.65965958149989,0.636633871739007,0.0105467564320689,-6.32896804982159,-0.000649542428696302,0.00370999528695014,-0.00179843280120158,-4.24612119075723e-06,2.40456919132974e-07,0,0,0
"VASI",1,24,28,"No","Unavg","Mod.6",0,0.693860699588959,0.175795586687565,-11.3788742188572,NA,0.0105764422319085,NA,NA,NA,NA,-2.80478909868957e-06,NA,NA,NA,NA
"VASI",1,24,28,"No","Unavg","Mod.7",1.63646198167646,0.306139300411041,0.176762490955488,-11.4744463151367,0.181323075569611,0.0105778066382204,NA,NA,NA,NA,-2.80484084846439e-06,NA,NA,NA,NA
"VASI",1,24,28,"No","Avg",NA,NA,NA,NA,-11.4081325935511,0.0555101195032591,0.0105768599303023,0,0,0,0,-2.80480494132943e-06,0,0,0,0
"ACCI",2,72,56,"No","Unavg","Mod.15",1.57507548749425,0.21639915974974,0.247589768571322,-2.42859201826011,0.0857816443768576,0.00715262913884008,NA,-0.000634384808118713,NA,NA,-6.02187083509867e-06,NA,NA,NA,NA
"ACCI",2,72,56,"No","Unavg","Mod.6",0.869383078502437,0.307960296933271,0.242748759256908,-2.36773724547862,NA,0.00675689316333499,NA,NA,NA,NA,-5.9356371806843e-06,NA,NA,NA,NA
"ACCI",2,72,56,"No","Unavg","Mod.7",0,0.475640543316989,0.246965338864583,-2.19197549094419,-0.36568598283762,0.00677108904565313,NA,NA,NA,NA,-5.95291468894121e-06,NA,NA,NA,NA
"ACCI",2,72,56,"No","Avg",NA,NA,NA,NA,-2.29730675075419,-0.15537200379519,0.0068492822330957,0,-0.000137280339434889,0,0,-5.9625159544562e-06,0,0,0,0
"ACGL",2,15,10,"No","Unavg","Mod.15",1.73392647672352,0.132993766631197,0.0669456403723222,-4.28953215376611,0.827745755160662,0.00403038070253539,NA,-0.00153725753606315,NA,NA,-2.49941832813001e-06,NA,NA,NA,NA
"ACGL",2,15,10,"No","Unavg","Mod.2",0.731954011403076,0.21948600947941,0.0440533327112619,-1.93777000081678,NA,-0.001464794196224,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",2,15,10,"No","Unavg","Mod.3",1.69257654507371,0.135772029491762,0.0488139604929395,-1.74545443142736,-0.421740516089756,-0.00146700225574272,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",2,15,10,"No","Unavg","Mod.6",0,0.316481724699249,0.0565664153845683,-3.80591964788939,NA,0.00299527333681697,NA,NA,NA,NA,-2.24464885611627e-06,NA,NA,NA,NA
"ACGL",2,15,10,"No","Unavg","Mod.7",0.96580072207982,0.195266469698382,0.0613033256734216,-3.61389555247957,-0.420776856292942,0.00299212316443607,NA,NA,NA,NA,-2.2439004257222e-06,NA,NA,NA,NA
"ACGL",2,15,10,"No","Avg",NA,NA,NA,NA,-3.14295497414562,-0.0293391512557143,0.00154754640302258,0,-0.000204445670003232,0,0,-1.48095591365841e-06,0,0,0,0
"ACMI",2,10,17,"Yes","Unavg","Mod.219",0,0.228613545373717,0.087252976671904,-2.79699455341645,-2.36144589718886,-0.000761964595033303,1.28055673184033,0.00211751140179041,-0.00171158874670679,2.81419271008032,NA,NA,NA,NA,NA
"ACMI",2,10,17,"Yes","Unavg","Mod.223",1.82755611622332,0.0916754795659724,0.0879976716606482,-3.20465868401113,-2.55243468057862,0.000145975859152313,1.39243249459435,0.00228095601679351,-0.00181717321359224,2.87331703925357,-4.19088070557483e-07,NA,NA,NA,NA
"ACMI",2,10,17,"Yes","Unavg","Mod.73",0.111005587816578,0.216270558456513,0.0608627380750526,-3.58042774583154,0.111571715702356,NA,-0.0030911925665185,NA,NA,2.0166599900889,NA,NA,NA,NA,NA
"ACMI",2,10,17,"Yes","Unavg","Mod.731",0.842987842147352,0.149985568900033,0.0922495073519061,-2.92008028534593,-2.08666143474298,-0.000634634330505603,5.861464422906,0.00187962149177685,-0.0114263339265192,-2.05156879186869,NA,NA,NA,0.00994893228377528,NA
"ACMI",2,10,17,"Yes","Unavg","Mod.8",1.77660505046319,0.094040964319799,0.0363959756961201,-3.52325974691873,NA,NA,1.41304654657217,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",2,10,17,"Yes","Unavg","Mod.9",1.82507135701329,0.0917894460922502,0.0448236295510953,-3.84035973152673,0.561521134867333,NA,1.41866574511381,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",2,10,17,"Yes","Unavg","Mod.91",1.16588227161836,0.127624437291715,0.0735811861102788,-2.64922918935714,-1.47502361309236,-0.000919003828975056,-0.0119926564425712,0.00148183143937446,NA,2.01103718422936,NA,NA,NA,NA,NA
"ACMI",2,10,17,"Yes","Avg",NA,NA,NA,NA,-3.16747209513473,-1.19940096197055,-0.000373286358273217,1.56044332010992,0.00116423352801323,-0.00227166779182764,1.29187124923242,-3.84200998487353e-08,0,0,0.00149219626852994,0
"AMAL",2,42,43,"Yes","Unavg","Mod.14",1.31061626179746,0.274625863137395,0.116158869188631,-2.88126993214184,NA,0.00448256351016627,0.325669314438441,NA,NA,NA,-3.31657973213481e-06,NA,NA,NA,NA
"AMAL",2,42,43,"Yes","Unavg","Mod.6",0,0.528856857532306,0.114850705232758,-2.76776643437742,NA,0.00431141153191643,NA,NA,NA,NA,-3.23845294818542e-06,NA,NA,NA,NA
"AMAL",2,42,43,"Yes","Unavg","Mod.7",1.97993488319901,0.196517279330299,0.114888780489128,-2.78495269215412,0.0337961398121816,0.00431199408257196,NA,NA,NA,NA,-3.23877684988319e-06,NA,NA,NA,NA
"AMAL",2,42,43,"Yes","Avg",NA,NA,NA,NA,-2.80231482704023,0.00664152544775633,0.00435852877294086,0.0894372165750204,0,0,0,-3.25997223594208e-06,0,0,0,0
"ARUV",2,42,28,"Yes","Unavg","Mod.159",0,0.397134181657289,0.0756227766043356,-3.05097107992202,-1.76942511266333,0.00312975170093512,2.69894160278641,0.0013345465985673,-0.0016401315889417,NA,-1.94176778896591e-06,NA,NA,NA,NA
"ARUV",2,42,28,"Yes","Unavg","Mod.191",1.97608627125743,0.147854854101003,0.0756744592459951,-3.15495761518799,-1.53064028614124,0.00336824207017463,2.69626288236183,0.000814479731969306,-0.00163813742310737,NA,-2.05845831582157e-06,2.42736905656027e-07,NA,NA,NA
"ARUV",2,42,28,"Yes","Unavg","Mod.223",1.95022063953752,0.149779452113694,0.0757303603641297,-3.04395092309707,-1.83090977211562,0.00314539441968191,2.65478055448218,0.00136804983393129,-0.00167093598813211,0.160216997211489,-1.95259554626395e-06,NA,NA,NA,NA
"ARUV",2,42,28,"Yes","Unavg","Mod.31",1.96967941000224,0.148329256320677,0.0670434571406517,-2.62703668104543,-1.70100066658711,0.00257128189671613,1.21379174259363,0.00128222960984076,NA,NA,-1.83481461135513e-06,NA,NA,NA,NA
"ARUV",2,42,28,"Yes","Unavg","Mod.415",1.85730235130029,0.156902255807338,0.0759311764997596,-3.20039744709122,-1.7809631891128,0.00345184617904328,3.33465711806308,0.00134495812614982,-0.00315803147718972,NA,-2.0916328723792e-06,NA,7.41284722695466e-07,NA,NA
"ARUV",2,42,28,"Yes","Avg",NA,NA,NA,NA,-3.02585797865107,-1.73498975860449,0.00313505655698789,2.57138514746056,0.0012565437362539,-0.00163933302557669,0.023997214061638,-1.968292709703e-06,3.58898297707007e-08,1.16309245186435e-07,0,0
"ATFI",2,24,27,"No","Unavg","Mod.2",1.24809551875501,0.275566955719295,0.0706887495699751,-0.914681237423959,NA,-0.00177564548001176,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATFI",2,24,27,"No","Unavg","Mod.6",0,0.514336845322075,0.0794483462168821,-2.31658125119686,NA,0.0016424647691873,NA,NA,NA,NA,-1.74949629494846e-06,NA,NA,NA,NA
"ATFI",2,24,27,"No","Unavg","Mod.7",1.79062575160231,0.21009619895863,0.0800129952407865,-2.3863634733387,0.135202580222337,0.0016439872621375,NA,NA,NA,NA,-1.75048428036932e-06,NA,NA,NA,NA
"ATFI",2,24,27,"No","Avg",NA,NA,NA,NA,-1.94492491180551,0.0284055481941122,0.00070086640348437,0,0,0,0,-1.26760049888887e-06,0,0,0,0
"CAME",2,32,29,"No","Unavg","Mod.6",0,0.708886242334316,0.396072620531152,-27.4542245207403,NA,0.0258146583190108,NA,NA,NA,NA,-6.05040029372035e-06,NA,NA,NA,NA
"CAME",2,32,29,"No","Unavg","Mod.7",1.77996191003172,0.291113757665684,0.396595531071368,-27.3873808939174,-0.146751933449134,0.0258167550245272,NA,NA,NA,NA,-6.04982071586149e-06,NA,NA,NA,NA
"CAME",2,32,29,"No","Avg",NA,NA,NA,NA,-27.4347654213599,-0.0427215067910816,0.0258152686988324,0,0,0,0,-6.050231570632e-06,0,0,0,0
"CARU",2,33,22,"Yes","Unavg","Mod.14",1.33049817708019,0.0849018307306109,0.134951939846986,-6.10572629829763,NA,0.00753548378244524,2.26887607830786,NA,NA,NA,-3.72174840794461e-06,NA,NA,NA,NA
"CARU",2,33,22,"Yes","Unavg","Mod.143",1.54963090869524,0.076090946600849,0.144615067393264,-5.67024185408043,-0.485600819751901,0.00747253897875651,1.42488737785915,NA,0.000872186378496103,NA,-3.86951846061733e-06,NA,NA,NA,NA
"CARU",2,33,22,"Yes","Unavg","Mod.15",0.696780972419731,0.116553950332125,0.141683185210257,-5.90838115792709,-0.485900722437047,0.0075783039950485,2.28680249490643,NA,NA,NA,-3.74256946067254e-06,NA,NA,NA,NA
"CARU",2,33,22,"Yes","Unavg","Mod.159",1.8398367026756,0.0658135927446047,0.148984953537855,-5.3633862030812,-1.55160405198011,0.00727721785905053,1.46743501447706,0.00107077182294065,0.000837429647790179,NA,-3.98368656495194e-06,NA,NA,NA,NA
"CARU",2,33,22,"Yes","Unavg","Mod.207",0.875492115177281,0.106590958111021,0.151449622114158,-5.90205754016966,-0.179144583397383,0.00768904087769292,1.90290183561611,NA,0.000876030129050778,-1.11163608383221,-3.97380617696686e-06,NA,NA,NA,NA
"CARU",2,33,22,"Yes","Unavg","Mod.223",0.514854097180603,0.127653261846763,0.157482932632419,-5.48409063357333,-1.43558826899931,0.00742149725012399,1.76118080105632,0.00130718491121564,0.00110009932408806,-1.27510322664837,-4.14962329896264e-06,NA,NA,NA,NA
"CARU",2,33,22,"Yes","Unavg","Mod.31",0.888112209484632,0.105920481732644,0.146305774606969,-5.57963676405891,-1.58706403704648,0.00737157109216116,2.29972741750853,0.00109563254451574,NA,NA,-3.86348343217021e-06,NA,NA,NA,NA
"CARU",2,33,22,"Yes","Unavg","Mod.79",0,0.165131932449405,0.148575608734027,-6.12871852502023,-0.179085270300963,0.00777498436577997,2.77064067784657,NA,NA,-1.11779146258875,-3.83917156502544e-06,NA,NA,NA,NA
"CARU",2,33,22,"Yes","Unavg","Mod.95",0.1743913213827,0.151343045451977,0.153241493108912,-5.78423965209354,-1.29685651490695,0.00753451083365328,2.79182920716012,0.0011127724969725,NA,-1.12463459560341,-3.9446356027455e-06,NA,NA,NA,NA
"CARU",2,33,22,"Yes","Avg",NA,NA,NA,NA,-5.7990877077854,-0.791998328466471,0.00754254498862821,2.21545182053448,0.000521798063935049,0.000355287898808959,-0.636050130331455,-3.90228032460784e-06,0,0,0,0
"CEVE",2,26,18,"Yes","Unavg","Mod.14",0,0.225654476213403,0.161504458247186,-7.47998428497784,NA,0.00947495755147782,2.49716847210779,NA,NA,NA,-4.51919185124222e-06,NA,NA,NA,NA
"CEVE",2,26,18,"Yes","Unavg","Mod.142",1.45300728777312,0.109125797161572,0.163145412000484,-7.24475614970191,NA,0.00933713845964705,1.8093691829892,NA,0.000682994310656428,NA,-4.60678900811211e-06,NA,NA,NA,NA
"CEVE",2,26,18,"Yes","Unavg","Mod.143",1.71686445812668,0.0956382394174877,0.168353763097101,-7.06820409334269,-0.440275437579483,0.00938187927868079,1.82366092758948,NA,0.000683759664785601,NA,-4.62791033871202e-06,NA,NA,NA,NA
"CEVE",2,26,18,"Yes","Unavg","Mod.15",0.262615941778847,0.197887164533858,0.166716532974197,-7.30312379525015,-0.440421097426692,0.00951910718441441,2.51219822057376,NA,NA,NA,-4.53998258912337e-06,NA,NA,NA,NA
"CEVE",2,26,18,"Yes","Unavg","Mod.31",0.620643532171528,0.165452343218407,0.171642377008547,-6.95610149335079,-1.67686517096478,0.00934232536475618,2.52520101028514,0.00120427023621939,NA,NA,-4.69772928956626e-06,NA,NA,NA,NA
"CEVE",2,26,18,"Yes","Unavg","Mod.79",1.40208535756028,0.111939918374264,0.16929808636684,-7.20389993556458,-0.665267006197008,0.00948849519667242,2.21471999721177,NA,NA,0.665267006197008,-4.5252312562454e-06,NA,NA,NA,NA
"CEVE",2,26,18,"Yes","Unavg","Mod.95",1.74500383402437,0.0943020610810093,0.174269257069455,-6.85730168945431,-1.90709031968994,0.00932228379427459,2.222510959649,0.00120865942187852,NA,0.673330210758073,-4.69181296661673e-06,NA,NA,NA,NA
"CEVE",2,26,18,"Yes","Avg",NA,NA,NA,NA,-7.20363172667439,-0.661014603862167,0.00942492638359795,2.30779296529778,0.000313228407078807,0.000139925869131988,0.13796636103338,-4.58975684070827e-06,0,0,0,0
"CHUM",2,61,45,"No","Unavg","Mod.15",0.00583764842929213,0.313116608566705,0.156555735831347,-4.39674171895592,0.576947146315606,0.00888580970016749,NA,-0.00120166071336063,NA,NA,-5.44748220881977e-06,NA,NA,NA,NA
"CHUM",2,61,45,"No","Unavg","Mod.31",1.05742493662478,0.185078864418292,0.158118026496805,-3.79584260597697,-1.13464461844404,0.00743773553899691,NA,0.0031440261644097,NA,NA,-4.66706131480801e-06,-2.50326139278592e-06,NA,NA,NA
"CHUM",2,61,45,"No","Unavg","Mod.6",1.02852513765902,0.187772651006625,0.148282019460538,-4.04401045566426,NA,0.00806027502067479,NA,NA,NA,NA,-5.25441943978031e-06,NA,NA,NA,NA
"CHUM",2,61,45,"No","Unavg","Mod.7",0,0.314031876008379,0.153270814416343,-3.86875088478084,-0.386211607559345,0.00808285170228607,NA,NA,NA,NA,-5.26990192506848e-06,NA,NA,NA,NA
"CHUM",2,61,45,"No","Avg",NA,NA,NA,NA,-4.0534887569234,-0.150629759381441,0.00821063453712769,0,0.000205632864995017,0,0,-5.21102501838603e-06,-4.63300775918969e-07,0,0,0
"CLUN",2,44,51,"No","Unavg","Mod.15",1.84613188606215,0.206829426247193,0.148704522114347,-8.05383531303255,1.12777415270345,0.014675215717667,NA,-0.00104134004025983,NA,NA,-7.62925015331027e-06,NA,NA,NA,NA
"CLUN",2,44,51,"No","Unavg","Mod.6",0,0.52058874279596,0.144902101445921,-7.35361597463869,NA,0.0138898955921423,NA,NA,NA,NA,-7.50295764908573e-06,NA,NA,NA,NA
"CLUN",2,44,51,"No","Unavg","Mod.7",1.29404300539017,0.272581830956847,0.146148391991732,-7.461014151773,0.194121611544933,0.0139080010141114,NA,NA,NA,NA,-7.51257631062187e-06,NA,NA,NA,NA
"CLUN",2,44,51,"No","Avg",NA,NA,NA,NA,-7.52771673041058,0.286170905243281,0.0140572581121956,0,-0.00021537976305517,0,0,-7.53170052764669e-06,0,0,0,0
"COCA",2,20,21,"No","Unavg","Mod.6",0,0.72790464988823,0.0991012002711036,-3.83087116541578,NA,0.00500242510486196,NA,NA,NA,NA,-3.68910138357873e-06,NA,NA,NA,NA
"COCA",2,20,21,"No","Unavg","Mod.7",1.9680350148837,0.27209535011177,0.09920217158455,-3.8608519826636,0.0584598544872338,0.00500357468490128,NA,NA,NA,NA,-3.68973587417889e-06,NA,NA,NA,NA
"COCA",2,20,21,"No","Avg",NA,NA,NA,NA,-3.83902880638146,0.015906654574187,0.00500273790024524,0,0,0,0,-3.68927402552072e-06,0,0,0,0
"COST",2,12,13,"No","Unavg","Mod.2",0,0.726532540423581,0.0982724482643752,-1.17659128001155,NA,-0.00245140902091196,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COST",2,12,13,"No","Unavg","Mod.3",1.95420127135782,0.273467459576419,0.0984822187346833,-1.22156226247603,0.0884933846031587,-0.00245150420509182,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COST",2,12,13,"No","Avg",NA,NA,NA,NA,-1.18888938034077,0.0242000610767447,-0.00245143505068782,0,0,0,0,0,0,0,0,0
