"Species","Dataset","L.Occ","R.Occ","Fire.Included","Type","Mod.ID","deltaAIC","Weight","Rsquared","Intercept","Data.Type","Elevation.m","Fires","Data.Type.Elevation.m","Elevation.m.Fires","Data.Type.Fires","Elevation.m2","Data.Type.Elevation.m2","Elevation.m2.Fires","Data.Type.Elevation.m.Fires","Data.Type.Elevation.m2.Fires"
"EPAN",2,18,20,"Yes","Unavg","Mod.207",0.714734419729155,0.229391907461572,0.0943814899727686,-6.82787140697758,-0.299186160403407,0.00754216032933085,2.68532344946033,NA,-0.00245846236155857,1.99402118292922,-3.22424323852022e-06,NA,NA,NA,NA
"EPAN",2,18,20,"Yes","Unavg","Mod.398",1.75481843701778,0.136372473580914,0.0842257461091213,-5.86367220642333,NA,0.00538980218141241,-0.0899327742281877,NA,0.00680239078926736,NA,-2.28866068410949e-06,NA,-4.73403068562265e-06,NA,NA
"EPAN",2,18,20,"Yes","Unavg","Mod.463",0,0.327929660916346,0.10345036677611,-5.72672213706541,-0.29815812307162,0.00539272599384234,-1.80304235354066,NA,0.00789902903064135,2.134471099958,-2.28968815502796e-06,NA,-5.3316437979356e-06,NA,NA
"EPAN",2,18,20,"Yes","Unavg","Mod.479",1.85096869885166,0.129971446956486,0.103948222662171,-5.92660554722998,0.117977220378223,0.00559020390865053,-1.83336317126255,-0.000371984356236566,0.0079729984923956,2.01634572517485,-2.30629371244826e-06,NA,-5.29950978855014e-06,NA,NA
"EPAN",2,18,20,"Yes","Unavg","Mod.511",1.24083262934789,0.176334511084683,0.112667676868174,-8.20761932918315,4.33132637595602,0.0100408152892788,-3.16676302749977,-0.00879847899299371,0.0106369414997266,2.03778990072502,-4.25400395642293e-06,3.71147215787489e-06,-6.48882940872475e-06,NA,NA
"EPAN",2,18,20,"Yes","Avg",NA,NA,NA,NA,-6.46144001767103,0.612690212673487,0.0067306751522084,-0.784238428609847,-0.00159982283654364,0.00586595542867181,1.77876876401903,-2.85246232428781e-06,6.54460628363283e-07,-4.22698513406738e-06,0,0
"GAOV",2,11,9,"No","Unavg","Mod.6",0,0.710826136182303,0.0968564715655931,-12.4878317113256,NA,0.0177467306746144,NA,NA,NA,NA,-7.91453629929292e-06,NA,NA,NA,NA
"GAOV",2,11,9,"No","Unavg","Mod.7",1.798799507143,0.289173863817697,0.0979515802488387,-12.3925937917813,-0.206216999874911,0.0177513296307359,NA,NA,NA,NA,-7.91625474664042e-06,NA,NA,NA,NA
"GAOV",2,11,9,"No","Avg",NA,NA,NA,NA,-12.460291394149,-0.0596325666387214,0.0177480605725256,0,0,0,0,-7.91503322935216e-06,0,0,0,0
"GASH",2,21,23,"No","Unavg","Mod.11",1.95219707818853,0.130606242816145,0.182005732994567,0.766735079199136,-1.00847368953483,-0.00455315878910057,NA,0.00173116251157182,NA,NA,NA,NA,NA,NA,NA
"GASH",2,21,23,"No","Unavg","Mod.15",1.81990473542373,0.139537472899575,0.188402514971318,-0.261703399892357,-1.48546733599185,-0.00120312173534269,NA,0.00250144883573618,NA,NA,-2.42713862286944e-06,NA,NA,NA,NA
"GASH",2,21,23,"No","Unavg","Mod.2",0,0.346639576546558,0.175862415514378,0.167686668440172,NA,-0.00350554938908564,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",2,21,23,"No","Unavg","Mod.3",1.88820908621642,0.134852422351546,0.176197783272407,0.112591551069778,0.108926793427233,-0.00350613191398255,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",2,21,23,"No","Unavg","Mod.6",0.666777989506045,0.248364285386176,0.179862022114604,-0.815954311570897,NA,-0.000632500659618734,NA,NA,NA,NA,-1.82134656538009e-06,NA,NA,NA,NA
"GASH",2,21,23,"No","Avg",NA,NA,NA,NA,-0.065720873503061,-0.324302275755596,-0.0026076146407428,0,0.000575146480466766,0,0,-7.91034227963347e-07,0,0,0,0
"GOOB",2,20,46,"No","Unavg","Mod.15",1.19033684814735,0.355449858513733,0.119371264451143,-5.08464566426945,1.67710769813622,0.00658520387176038,NA,-0.000845413091750648,NA,NA,-3.80462764990291e-06,NA,NA,NA,NA
"GOOB",2,20,46,"No","Unavg","Mod.7",0,0.644550141486268,0.117549389138446,-4.55535216750895,0.955220808203332,0.00592306757953584,NA,NA,NA,NA,-3.75599095379019e-06,NA,NA,NA,NA
"GOOB",2,20,46,"No","Avg",NA,NA,NA,NA,-4.74348946604471,1.2118154010929,0.00615842383092386,0,-0.000300501963848425,0,0,-3.77327886054203e-06,0,0,0,0
"GYDR",2,17,26,"No","Unavg","Mod.15",1.49766172736764,0.195176921082393,0.0685879569867658,-4.05816167887121,-0.159758459981221,0.00441128014147832,NA,0.000724107563824997,NA,NA,-3.00630464053588e-06,NA,NA,NA,NA
"GYDR",2,17,26,"No","Unavg","Mod.6",0.102357503619771,0.392116326366312,0.0606419725609885,-4.12512938528807,NA,0.00471861160515858,NA,NA,NA,NA,-2.93207882805244e-06,NA,NA,NA,NA
"GYDR",2,17,26,"No","Unavg","Mod.7",0,0.412706752551295,0.0670555046646171,-4.38612490160802,0.465459521022672,0.00473493003881862,NA,NA,NA,NA,-2.94154063319695e-06,NA,NA,NA,NA
"GYDR",2,17,26,"No","Avg",NA,NA,NA,NA,-4.21977344650853,0.160917123029349,0.00466536232408828,0,0.000141329084839835,0,0,-2.95047094447226e-06,0,0,0,0
"HIAL",2,12,7,"No","Unavg","Mod.11",0.928192851628836,0.144661570008539,0.0889974635413282,-1.95871643752398,0.857726105733784,-0.00149293947479665,NA,-0.00199317187962509,NA,NA,NA,NA,NA,NA,NA
"HIAL",2,12,7,"No","Unavg","Mod.15",0.578372648806635,0.172312056654819,0.10230971805329,-4.32079854079452,1.8427744370405,0.00416503806115661,NA,-0.00338939317068975,NA,NA,-2.88073943187723e-06,NA,NA,NA,NA
"HIAL",2,12,7,"No","Unavg","Mod.2",0,0.230095269935626,0.0715949922706888,-1.76015872244547,NA,-0.00205091974711322,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",2,12,7,"No","Unavg","Mod.3",0.624832240852243,0.168355416619967,0.0793856237345058,-1.51268942966864,-0.559593807969419,-0.00205562968895905,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",2,12,7,"No","Unavg","Mod.6",0.670301330316789,0.164571113073733,0.0791280312214053,-3.17292637288163,NA,0.00156527548148836,NA,NA,NA,NA,-1.95358203020265e-06,NA,NA,NA,NA
"HIAL",2,12,7,"No","Unavg","Mod.7",1.30192716797404,0.120004573707318,0.0868801754470875,-2.92488100365456,-0.557712145711215,0.00155611594420229,NA,NA,NA,NA,-1.95076727717879e-06,NA,NA,NA,NA
"HIAL",2,12,7,"No","Avg",NA,NA,NA,NA,-2.56072145640264,0.28047360131402,0.00012807213926101,0,-0.000872368681456784,0,0,-1.05199030088472e-06,0,0,0,0
"HODI",2,17,9,"No","Unavg","Mod.11",1.81591154169456,0.0967608324474223,0.146952478234685,-0.699793044158984,0.178837938194068,-0.00265632807042907,NA,-0.00134342591578168,NA,NA,NA,NA,NA,NA,NA
"HODI",2,17,9,"No","Unavg","Mod.15",0.582366231353774,0.179291853417513,0.161324727289201,-3.12297133521785,0.949131929492081,0.00401505934056874,NA,-0.00255226799996007,NA,NA,-4.00423377647565e-06,NA,NA,NA,NA
"HODI",2,17,9,"No","Unavg","Mod.2",1.23432304644422,0.129416584252582,0.131758548104817,-0.731938826647886,NA,-0.00303484989584199,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",2,17,9,"No","Unavg","Mod.3",0.545215665197929,0.182653374294546,0.143710915339013,-0.427776652678531,-0.685681776368612,-0.00305142584389868,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",2,17,9,"No","Unavg","Mod.6",0.665603227556403,0.171983139525216,0.143175824637254,-2.58507704829466,NA,0.00232642056354249,NA,NA,NA,NA,-3.38282402987183e-06,NA,NA,NA,NA
"HODI",2,17,9,"No","Unavg","Mod.7",0,0.239894216062722,0.155023722158418,-2.28370975482025,-0.680455056311862,0.00230850876956204,NA,NA,NA,NA,-3.38057802751442e-06,NA,NA,NA,NA
"HODI",2,17,9,"No","Avg",NA,NA,NA,NA,-1.79293417626517,-0.101003191896641,0.000466628795288909,0,-0.000587591870073526,0,0,-2.11069630816946e-06,0,0,0,0
"LIBO",2,48,65,"No","Unavg","Mod.15",0.960271340292138,0.300785667292075,0.211179348131883,-5.63772787441821,1.18681894493792,0.0122094662107349,NA,-0.000995954361935223,NA,NA,-7.90194837679973e-06,NA,NA,NA,NA
"LIBO",2,48,65,"No","Unavg","Mod.6",1.64995373719307,0.213056362601882,0.203753198120411,-4.91699675727304,NA,0.011461607991738,NA,NA,NA,NA,-7.78136050273163e-06,NA,NA,NA,NA
"LIBO",2,48,65,"No","Unavg","Mod.7",0,0.486157970106043,0.209532929388618,-5.1634870006662,0.423212203458047,0.0115328194102926,NA,NA,NA,NA,-7.82779028731156e-06,NA,NA,NA,NA
"LIBO",2,48,65,"No","Avg",NA,NA,NA,NA,-5.25361554366068,0.562726114065299,0.0117211730238717,0,-0.000299568797347139,0,0,-7.84020381672437e-06,0,0,0,0
"LUPE",2,35,32,"No","Unavg","Mod.2",0,0.710107642177503,0.374900376446807,-10.1329652029437,NA,0.00526812128114401,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUPE",2,35,32,"No","Unavg","Mod.3",1.79181378618171,0.289892357822497,0.375364008144623,-10.0703986783296,-0.139020302721576,0.00527161298421094,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUPE",2,35,32,"No","Avg",NA,NA,NA,NA,-10.1148276456025,-0.0403009233411551,0.0052691334991789,0,0,0,0,0,0,0,0,0
"MANE",2,61,59,"No","Unavg","Mod.6",0,0.72744207904382,0.260857093212222,-4.06419754043174,NA,0.0114330949618883,NA,NA,NA,NA,-9.06620158290729e-06,NA,NA,NA,NA
"MANE",2,61,59,"No","Unavg","Mod.7",1.96336646791389,0.27255792095618,0.260913028403838,-4.04294216325734,-0.0424463290528439,0.0114329530834632,NA,NA,NA,NA,-9.06633032617995e-06,NA,NA,NA,NA
"MANE",2,61,59,"No","Avg",NA,NA,NA,NA,-4.05840421901995,-0.011569083198865,0.0114330562917997,0,0,0,0,-9.06623667290602e-06,0,0,0,0
"MEFE",2,26,10,"Yes","Unavg","Mod.207",0,0.713808463979744,0.0943225516501731,-5.37597515646341,-0.777879616811612,0.00554894991948566,-8.57378841092324,NA,0.00632533567864401,-15.9309622824341,-2.45954171587329e-06,NA,NA,NA,NA
"MEFE",2,26,10,"Yes","Unavg","Mod.223",1.82790675117889,0.286191536020256,0.0949209596683022,-5.24360691761901,-1.24640452577067,0.00544732960672602,-8.75393807414935,0.000425735289592987,0.00648491163730528,-16.2165932197161,-2.47673704993751e-06,NA,NA,NA,NA
"MEFE",2,26,10,"Yes","Avg",NA,NA,NA,NA,-5.33809248686823,-0.911967480170355,0.00551986704608612,-8.62534571975545,0.000121841836466645,0.00637100496736519,-16.0127074391098,-2.46446287494151e-06,0,0,0,0
"OPHO",2,29,16,"No","Unavg","Mod.31",0,1,0.131374109805787,-0.476694350705116,-7.53373103994207,-0.00161149233818359,NA,0.0141740023966576,NA,NA,-6.0247774747921e-07,-6.21453104830569e-06,NA,NA,NA
"OPHO",2,29,16,"No","Avg",NA,NA,NA,NA,-0.476694350705116,-7.53373103994207,-0.00161149233818359,0,0.0141740023966576,0,0,-6.0247774747921e-07,-6.21453104830569e-06,0,0,0
"PAMY",2,127,108,"Yes","Unavg","Mod.14",0.304591141653873,0.165632889188164,0.0522912180711722,-2.25393206195311,NA,0.00388767199423859,0.97570083109122,NA,NA,NA,-2.04692336815018e-06,NA,NA,NA,NA
"PAMY",2,127,108,"Yes","Unavg","Mod.142",0.514598336445374,0.14912281542817,0.0542310958401173,-2.18315925561436,NA,0.00387571304414651,0.269065569576241,NA,0.000662033892008288,NA,-2.09516229726541e-06,NA,NA,NA,NA
"PAMY",2,127,108,"Yes","Unavg","Mod.143",0.208398652317442,0.17379389282348,0.0567304050468194,-2.06553916059286,-0.248231271116455,0.00388543508679992,0.270992778288407,NA,0.000663382937078733,NA,-2.10038266932773e-06,NA,NA,NA,NA
"PAMY",2,127,108,"Yes","Unavg","Mod.15",0,0.192880224781383,0.0547887840441714,-2.13650790663932,-0.247983214469574,0.00389729498928549,0.97915791048636,NA,NA,NA,-2.05201310920034e-06,NA,NA,NA,NA
"PAMY",2,127,108,"Yes","Unavg","Mod.31",1.97952846491626,0.0716866950914977,0.0548109697622869,-2.16425726530311,-0.191863619604409,0.00392543511640959,0.979159141181985,-5.44305827804606e-05,NA,NA,-2.05315905112721e-06,NA,NA,NA,NA
"PAMY",2,127,108,"Yes","Unavg","Mod.398",1.75246211205308,0.0803055185893458,0.0550570495055759,-2.38692870829229,NA,0.00431177402694896,1.30507734922133,NA,-0.00163390926088474,NA,-2.29457474321199e-06,NA,1.00295947680803e-06,NA,NA
"PAMY",2,127,108,"Yes","Unavg","Mod.399",1.4479720707651,0.0935114009246964,0.0575545059125748,-2.2693763097043,-0.248124128201149,0.0043215183199991,1.30761048107267,NA,-0.00163382589471539,NA,-2.29978790995335e-06,NA,1.00344230117385e-06,NA,NA
"PAMY",2,127,108,"Yes","Unavg","Mod.79",1.94139709857359,0.0730665631732624,0.054852294056805,-2.14383920201695,-0.233985878273821,0.00389904592849167,1.04184819509732,NA,NA,-0.125982795599887,-2.05295496141247e-06,NA,NA,NA,NA
"PAMY",2,127,108,"Yes","Avg",NA,NA,NA,NA,-2.18563986982479,-0.145025184662337,0.00396552144561726,0.811087401685139,-3.9019485914354e-06,-6.9977017852433e-05,-0.00920512989344334,-2.10881071647648e-06,0,1.74376476239036e-07,0,0
"PHEM",2,61,51,"No","Unavg","Mod.6",0,0.534376279168854,0.455723211570239,-35.1165346971051,NA,0.0378649662498095,NA,NA,NA,NA,-1.00769813046601e-05,NA,NA,NA,NA
"PHEM",2,61,51,"No","Unavg","Mod.7",0.275444783065325,0.465623720831146,0.458468963388344,-35.0896417110298,-0.345486446519148,0.0380161601958334,NA,NA,NA,NA,-1.01153884975705e-05,NA,NA,NA,NA
"PHEM",2,61,51,"No","Avg",NA,NA,NA,NA,-35.1040126848644,-0.160866684724977,0.0379353657375243,0,0,0,0,-1.00948646047297e-05,0,0,0,0
"POMU",2,20,10,"No","Unavg","Mod.11",1.99798511005147,0.171690539426647,0.203166543287228,0.413223879817691,-0.823618497944561,-0.0040692709203492,NA,7.52604870349511e-05,NA,NA,NA,NA,NA,NA,NA
"POMU",2,20,10,"No","Unavg","Mod.2",1.80829801144361,0.188771486281079,0.187976654686494,0.0433587064777201,NA,-0.00400442095067528,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POMU",2,20,10,"No","Unavg","Mod.3",0,0.466233332334135,0.203158510888144,0.397008397276824,-0.778023703613579,-0.00404313140437658,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POMU",2,20,10,"No","Unavg","Mod.7",1.97927047986474,0.173304641958139,0.203241149534824,0.265987566883564,-0.776553561010655,-0.00364453132424094,NA,NA,NA,NA,-2.61967699015739e-07,NA,NA,NA,NA
"POMU",2,20,10,"No","Avg",NA,NA,NA,NA,0.310326946365976,-0.63872842501684,-0.00397123263792207,0,1.29215136165429e-05,0,0,-4.54002182825203e-08,0,0,0,0
"PTAQ",2,47,19,"No","Unavg","Mod.15",1.75961304286977,0.29321787402298,0.108550227864335,-2.1840662403487,-1.37973275066194,0.00286303180188061,NA,0.000426563364317386,NA,NA,-2.2980773396525e-06,NA,NA,NA,NA
"PTAQ",2,47,19,"No","Unavg","Mod.7",0,0.70678212597702,0.108009317657803,-2.29200214449672,-1.02144550535689,0.00298889067610879,NA,NA,NA,NA,-2.29540314019133e-06,NA,NA,NA,NA
"PTAQ",2,47,19,"No","Avg",NA,NA,NA,NA,-2.26035340815169,-1.12650172971479,0.00295198660458068,0,0.000125076002821234,0,0,-2.29618726327205e-06,0,0,0,0
"RHAL",2,24,15,"No","Unavg","Mod.11",1.80157927206659,0.181172764991553,0.14531709636587,-5.76060749035455,-1.16847120641512,0.00232653668633707,NA,0.000408278150246236,NA,NA,NA,NA,NA,NA,NA
"RHAL",2,24,15,"No","Unavg","Mod.2",0.358063989864661,0.372862127458424,0.136939103928417,-6.21162252025052,NA,0.00246605815022463,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RHAL",2,24,15,"No","Unavg","Mod.3",0,0.445965107550023,0.144666841214143,-5.99225323173315,-0.529414292603366,0.00247765727734983,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RHAL",2,24,15,"No","Avg",NA,NA,NA,NA,-6.0320798318847,-0.447795461218622,0.00244595346681233,0,7.39688813657475e-05,0,0,0,0,0,0,0
"RULA",2,18,16,"No","Unavg","Mod.6",0,0.717945323454179,0.189353634976309,-23.9268613236217,NA,0.0309420564094678,NA,NA,NA,NA,-1.07845828461187e-05,NA,NA,NA,NA
"RULA",2,18,16,"No","Unavg","Mod.7",1.86858494873204,0.282054676545821,0.189830484402031,-23.8690324425436,-0.13185185731207,0.0309511162942758,NA,NA,NA,NA,-1.07877245644284e-05,NA,NA,NA,NA
"RULA",2,18,16,"No","Avg",NA,NA,NA,NA,-23.9105504172743,-0.0371894329661217,0.0309446117923469,0,0,0,0,-1.07854689824604e-05,0,0,0,0
"RUPA",2,33,22,"No","Unavg","Mod.15",1.77972082661256,0.137728234086723,0.105159686966003,-5.31651439045909,-0.0303557618304112,0.00869412539829835,NA,-0.000496683682318049,NA,NA,-5.04184713109037e-06,NA,NA,NA,NA
"RUPA",2,33,22,"No","Unavg","Mod.31",0.535877804839743,0.256519307882811,0.113450289791868,-7.49810947081765,4.07843616470861,0.0137856877403166,NA,-0.010211736056621,NA,NA,-7.75501492837296e-06,5.18122387757177e-06,NA,NA,NA
"RUPA",2,33,22,"No","Unavg","Mod.6",0.430383627637298,0.270413163556586,0.0983851321058904,-5.32168006556753,NA,0.00841987340837277,NA,NA,NA,NA,-4.99837402427119e-06,NA,NA,NA,NA
"RUPA",2,33,22,"No","Unavg","Mod.7",0,0.33533929447388,0.104596698213123,-5.12241784624558,-0.45050330029955,0.00843599711384796,NA,NA,NA,NA,-5.00826655986742e-06,NA,NA,NA,NA
"RUPA",2,33,22,"No","Avg",NA,NA,NA,NA,-5.81244431890481,0.890945317863414,0.00983948754131624,0,-0.00268791483199173,0,0,-5.71481047121269e-06,1.3290839630606e-06,0,0,0
"RUPE",2,23,25,"No","Unavg","Mod.15",1.1480458790104,0.288914873171727,0.0395418124562547,-7.39073402657509,1.62914550330949,0.00800189259571698,NA,-0.00132552049302285,NA,NA,-3.01950490762493e-06,NA,NA,NA,NA
"RUPE",2,23,25,"No","Unavg","Mod.6",0,0.512938024395868,0.0315085186942747,-6.27402685636256,NA,0.00684360760386253,NA,NA,NA,NA,-2.81744396679359e-06,NA,NA,NA,NA
"RUPE",2,23,25,"No","Unavg","Mod.7",1.90229066260054,0.198147102432405,0.031783743251655,-6.32240410782217,0.0940169286150179,0.00684473430223232,NA,NA,NA,NA,-2.81797540312659e-06,NA,NA,NA,NA
"RUPE",2,23,25,"No","Avg",NA,NA,NA,NA,-6.60624597901484,0.48931354845161,0.00717847661739816,0,-0.000382962585128221,0,0,-2.87592768045634e-06,0,0,0,0
"RUSP",2,15,21,"No","Unavg","Mod.2",0,0.370290153172915,0.0510996343245471,-1.49851076328788,NA,-0.00152801955720167,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",2,15,21,"No","Unavg","Mod.3",0.902521693348604,0.235809918263815,0.054915820159388,-1.69263161321722,0.364050849811422,-0.00153032602341077,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",2,15,21,"No","Unavg","Mod.6",0.862705559698838,0.24055147892654,0.0550542700625082,-2.42962277525942,NA,0.000701274801419957,NA,NA,NA,NA,-1.10797844572865e-06,NA,NA,NA,NA
"RUSP",2,15,21,"No","Unavg","Mod.7",1.76314823107447,0.15334844963673,0.0588776851374675,-2.62584401016264,0.364158610346718,0.000703508020846794,NA,NA,NA,NA,-1.11008417143348e-06,NA,NA,NA,NA
"RUSP",2,15,21,"No","Avg",NA,NA,NA,NA,-1.94114156220123,0.141689959456439,-0.000650102095465553,0,0,0,0,-4.36755540394354e-07,0,0,0,0
"SOSI",2,48,18,"No","Unavg","Mod.15",1.5257741133845,0.234618267358131,0.175745071704474,-11.3180690902548,-3.09516429263731,0.0142925066122753,NA,0.00133992339803853,NA,NA,-4.90810032340279e-06,NA,NA,NA,NA
"SOSI",2,48,18,"No","Unavg","Mod.31",0,0.503129129508004,0.18367864358634,-9.81888433448544,-17.1333236663323,0.0118737619552027,NA,0.0213301784040511,NA,NA,-3.99752698450715e-06,-6.89674781964523e-06,NA,NA,NA
"SOSI",2,48,18,"No","Unavg","Mod.7",1.30307736495172,0.262252603133864,0.171745846953049,-11.4645319663336,-1.14536781235856,0.0141099897917942,NA,NA,NA,NA,-4.71378040983899e-06,NA,NA,NA,NA
"SOSI",2,48,18,"No","Avg",NA,NA,NA,NA,-10.602195839627,-9.64683199568477,0.0130277002071733,0,0.0110462045987211,0,0,-4.39900344887818e-06,-3.46995472693433e-06,0,0,0
"SPBE",2,17,29,"Yes","Unavg","Mod.142",1.68254168667039,0.156351748060807,0.133226675315022,-4.9178546391263,NA,0.00696242560060518,3.7638375634334,NA,-0.00379722411755675,NA,-4.42128542478605e-06,NA,NA,NA,NA
"SPBE",2,17,29,"Yes","Unavg","Mod.143",0,0.362628577374432,0.143923333142758,-5.27773708563374,0.615482271110851,0.00699897630379642,3.80953180282648,NA,-0.00384347531499393,NA,-4.44316138869601e-06,NA,NA,NA,NA
"SPBE",2,17,29,"Yes","Unavg","Mod.159",1.91774249193247,0.139004716143355,0.144162266057148,-5.44826956828594,0.880324334522876,0.00721933474396448,3.82907329282793,-0.000336045875527357,-0.00386591589874642,NA,-4.44861003068506e-06,NA,NA,NA,NA
"SPBE",2,17,29,"Yes","Unavg","Mod.207",1.17653661641543,0.201363312112393,0.146315242535055,-5.37391559031048,0.758561680955817,0.00701218488968967,4.20761876936844,NA,-0.00380619873706196,-0.758561680955817,-4.4513867427243e-06,NA,NA,NA,NA
"SPBE",2,17,29,"Yes","Unavg","Mod.399",1.89418573547488,0.140651646309014,0.144230691233235,-5.40427416460283,0.615938559913456,0.00730185523727693,4.66431999878285,NA,-0.00651386542277713,NA,-4.60711758905719e-06,NA,1.86217155394827e-06,NA,NA
"SPBE",2,17,29,"Yes","Avg",NA,NA,NA,NA,-5.28233812610206,0.584939959602391,0.00706915254511511,4.00549126499017,-4.67119615388253e-05,-0.00420745183614974,-0.152746492518808,-4.46521542446503e-06,0,2.61917494772639e-07,0,0
"TITR",2,34,37,"No","Unavg","Mod.6",0,0.715303856291505,0.0483845648074448,-2.498633068095,NA,0.00213493197780734,NA,NA,NA,NA,-1.58830973173665e-06,NA,NA,NA,NA
"TITR",2,34,37,"No","Unavg","Mod.7",1.84256995433122,0.284696143708495,0.0487215325652823,-2.55013585181827,0.100405538840047,0.00213615640720478,NA,NA,NA,NA,-1.5890147576839e-06,NA,NA,NA,NA
"TITR",2,34,37,"No","Avg",NA,NA,NA,NA,-2.51329571201127,0.0285850697147347,0.00213528056813503,0,0,0,0,-1.58851044990504e-06,0,0,0,0
"TRBO",2,10,25,"No","Unavg","Mod.15",0.0510142430928511,0.385221827446646,0.204209814311159,-5.7677437567921,2.96007906714769,0.00920254702449846,NA,-0.00289807499015732,NA,NA,-6.91868039082648e-06,NA,NA,NA,NA
"TRBO",2,10,25,"No","Unavg","Mod.31",1.17500055667708,0.219604057613302,0.207320462963508,-4.16005139126869,0.0423130959237531,0.0047688010861367,NA,0.00583840814017878,NA,NA,-4.1178409421615e-06,-6.08548076262652e-06,NA,NA,NA
"TRBO",2,10,25,"No","Unavg","Mod.7",0,0.395174114940052,0.197289134860391,-4.10314645937825,1.01592613257455,0.00623240743277948,NA,NA,NA,NA,-6.19629728594499e-06,NA,NA,NA,NA
"TRBO",2,10,25,"No","Avg",NA,NA,NA,NA,-4.75688222619211,1.55104690547285,0.00705515614160177,0,0.000165736373799967,0,0,-6.01813757905706e-06,-1.33639626800047e-06,0,0,0
"VAAL",2,11,8,"No","Unavg","Mod.6",0,0.681014468070533,0.155413222111214,-17.146115565667,NA,0.0295211760302966,NA,NA,NA,NA,-1.46775273540742e-05,NA,NA,NA,NA
"VAAL",2,11,8,"No","Unavg","Mod.7",1.51687560790359,0.318985531929467,0.15815022933449,-17.0010975877341,-0.331165532255759,0.0295357652360955,NA,NA,NA,NA,-1.46838518352521e-05,NA,NA,NA,NA
"VAAL",2,11,8,"No","Avg",NA,NA,NA,NA,-17.0998569288368,-0.105637013463308,0.0295258297758688,0,0,0,0,-1.46795447720669e-05,0,0,0,0
"VADE",2,34,62,"No","Unavg","Mod.11",1.62835674492942,0.307000825291106,0.396703443926291,-8.96163532714666,0.00618164110007652,0.00458662178160083,NA,0.000626084726586226,NA,NA,NA,NA,NA,NA,NA
"VADE",2,34,62,"No","Unavg","Mod.3",0,0.692999174708894,0.396051730842308,-9.58297116045297,1.03351380907012,0.00495663511170229,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VADE",2,34,62,"No","Avg",NA,NA,NA,NA,-9.392220546845,0.718121985655217,0.00484304071399243,0,0.000192208527764128,0,0,0,0,0,0,0
"VAME",2,95,111,"Yes","Unavg","Mod.142",0.0184089318203178,0.290106796237146,0.103149513003245,-6.1826340783214,NA,0.00989556818421297,-5.79879139172436,NA,0.00349552316653398,NA,-4.00348752290315e-06,NA,NA,NA,NA
"VAME",2,95,111,"Yes","Unavg","Mod.143",0,0.292789401387589,0.105460670990068,-6.32360576902943,0.247085706517762,0.00992372285930807,-5.81244760718211,NA,0.00350369460597983,NA,-4.01506523938136e-06,NA,NA,NA,NA
"VAME",2,95,111,"Yes","Unavg","Mod.159",1.65459331037846,0.128016214131039,0.10585617529885,-6.49124125501023,0.543535814695615,0.0100736662179027,-5.81746784810777,-0.000250337806772261,0.00350675422722851,NA,-4.02199960536271e-06,NA,NA,NA,NA
"VAME",2,95,111,"Yes","Unavg","Mod.191",1.06780433940344,0.171666117726969,0.108818150890735,-7.79710957608274,2.78629471577686,0.0124991314769367,-5.81404129434419,-0.00447075934227784,0.00350686928519772,NA,-5.02726855291117e-06,1.75777628291563e-06,NA,NA,NA
"VAME",2,95,111,"Yes","Unavg","Mod.207",1.82736761972092,0.117421470517258,0.105658341887266,-6.31401316402551,0.229598796462455,0.00992287077723628,-5.99955262992192,NA,0.00351185772644092,0.318021806950845,-4.01476280555984e-06,NA,NA,NA,NA
"VAME",2,95,111,"Yes","Avg",NA,NA,NA,NA,-6.55599328397437,0.647197698354923,0.0103767605240375,-5.83137224750353,-0.000799525197857265,0.00350321920745539,0.0373425882287237,-4.18631967738643e-06,3.01750630320668e-07,0,0,0
"VASI",2,24,23,"No","Unavg","Mod.6",0,0.728711287126642,0.162773954224315,-10.9221467758365,NA,0.00990319758641561,NA,NA,NA,NA,-2.61605324845386e-06,NA,NA,NA,NA
"VASI",2,24,23,"No","Unavg","Mod.7",1.97618799803183,0.271288712873358,0.162842053448487,-10.8987373907354,-0.0482787820399479,0.00990374422859588,NA,NA,NA,NA,-2.61619091361942e-06,NA,NA,NA,NA
"VASI",2,24,23,"No","Avg",NA,NA,NA,NA,-10.9157960738833,-0.0130974886387109,0.0099033458842691,0,0,0,0,-2.61609059545944e-06,0,0,0,0
