"new_Model_id","X.Intercept.","AIC","logLik","Data.TypeResurvey","Elevation.m","Elevation.m2","Data.TypeResurvey.Elevation.m","Data.TypeResurvey.Elevation.m2","Model_id","Has_warning","Probability_warning","Converge_warning","Species","Dataset","L.Occ","R.Occ","Fire.Included","Type","FiresBurned","Data.TypeResurvey.FiresBurned","Elevation.m.FiresBurned","Elevation.m2.FiresBurned","Data.TypeResurvey.Elevation.m.FiresBurned","Data.TypeResurvey.Elevation.m2.FiresBurned"
"Mod.11",-3.08369653200052,310.497607728536,-151.248803864268,0.318968842852314,-0.000192060708797228,NA,NA,NA,"11",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",1.6753807215927,NA,NA,NA,NA,NA
"Mod.127",-8.30553131425161,300.546653983201,-142.2733269916,4.92105518115478,0.0105474512274766,-4.59684354858305e-06,-0.00988187959187666,4.1474394690568e-06,"127",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",0.420706145967356,2.18462716226687,NA,NA,NA,NA
"Mod.138",-3.3060762071874,309.420876464146,-150.710438232073,NA,0.000164601062757836,NA,NA,NA,"138",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",2.71372249914782,NA,-0.000982280255786809,NA,NA,NA
"Mod.139",-3.47822367795281,310.453190852437,-150.226595426218,0.321445211264506,0.00016449209360523,NA,NA,NA,"139",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",2.72065568568316,NA,-0.000985292309705682,NA,NA,NA
"Mod.14",-4.81733569600021,307.344530289814,-149.672265144907,NA,0.00371833577896241,-1.71052094656667e-06,NA,NA,"14",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",1.82896572764808,NA,NA,NA,NA,NA
"Mod.142",-5.42062887731872,307.0365953133,-148.51829765665,NA,0.00438545096668898,-1.80703341641464e-06,NA,NA,"142",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",3.09802209279104,NA,-0.00119879912646465,NA,NA,NA
"Mod.143",-5.59857589191095,308.05919338043,-148.029596690215,0.324239247720138,0.00439405618734692,-1.81085129249964e-06,NA,NA,"143",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",3.10521398874026,NA,-0.00120151984919577,NA,NA,NA
"Mod.15",-4.99393687170631,308.372395092678,-149.186197546339,0.322237865902448,0.00372709835996786,-1.71461225890192e-06,NA,NA,"15",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",1.83311715239455,NA,NA,NA,NA,NA
"Mod.155",-3.68109817635183,312.216012713664,-150.108006356832,0.674529356238333,0.000347340177713107,NA,-0.000322305697316946,NA,"155",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",2.73105597170213,NA,-0.000993029956814438,NA,NA,NA
"Mod.159",-5.8794648472768,309.759084978342,-147.879542489171,0.777813627715551,0.00466978767925854,-1.82796681701737e-06,-0.000415725659607627,NA,"159",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",3.11877203755268,NA,-0.00121132473432888,NA,NA,NA
"Mod.19",-2.97863575415213,328.815902744963,-160.407951372481,0.644185695809277,7.41598743467289e-06,NA,-0.000311737524496438,NA,"19",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.191",-9.87950804874547,305.000998629066,-144.500499314533,6.54736278325765,0.0126239419281951,-5.3295239500884e-06,-0.012173315508143,5.19155657147272e-06,"191",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",3.17630816466011,NA,-0.00124040363674781,NA,NA,NA
"Mod.2",-2.62334610795816,325.959689435419,-160.979844717709,NA,-0.000167620574588968,NA,NA,NA,"2",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.203",-3.16817347007398,302.933076450762,-145.466538225381,-0.297327201710261,0.000165006989121933,NA,NA,NA,"203",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",1.24492605697644,2.49369598997227,-0.00109561119378257,NA,NA,NA
"Mod.2047",-8.00931190916655,301.271773083852,-138.635886541926,5.43854958167885,0.00963687872836782,-4.06905333600935e-06,-0.0113160326758525,4.85390798496421e-06,"2047",TRUE,TRUE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",-49.1488033112496,49.8713075124964,0.125624098905697,-7.68103973067168e-05,-0.120035555613307,7.38727432864273e-05
"Mod.207",-5.37026330996507,300.415258173071,-143.207629086535,-0.297947376941769,0.00455762610376864,-1.88074480652835e-06,NA,NA,"207",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",1.60989420944491,2.51830975895731,-0.0012956418734821,NA,NA,NA
"Mod.219",-3.16221433432157,304.932803626093,-145.466401813046,-0.311132623452069,0.000159767261034375,NA,1.21211770554276e-05,NA,"219",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",1.24787296930741,2.4964121397062,-0.00110037173872909,NA,NA,NA
"Mod.223",-5.34483772684283,302.411110052384,-143.205555026192,-0.360721159859529,0.00453692870107084,-1.88205140678619e-06,5.50726910898644e-05,NA,"223",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",1.62513594102733,2.53038978981845,-0.00131829720154917,NA,NA,NA
"Mod.23",-4.2085312309984,329.088588165432,-159.544294082716,0.712076646065212,0.00253208665740063,-1.09016484403847e-06,-0.000373918814059453,NA,"23",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.255",-8.57227831124358,300.274780988141,-141.137390494071,4.47377346533279,0.0108551997842306,-4.65352383560562e-06,-0.00951559688483107,4.18692193221078e-06,"255",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",1.77923322344418,2.21029324995504,-0.00129020333193731,NA,NA,NA
"Mod.27",-3.266949183273,312.290998532525,-151.145499266263,0.642899619804048,-2.42894456642269e-05,NA,-0.000300019072512444,NA,"27",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",1.67564644478677,NA,NA,NA,NA,NA
"Mod.3",-2.78718725123141,327.029518367173,-160.514759183586,0.308034721307294,-0.000168025464085396,NA,NA,NA,"3",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.31",-5.2510860042669,310.105381490566,-149.052690745283,0.743294348213921,0.00398274776931598,-1.73065154475831e-06,-0.000390465271848795,NA,"31",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",1.834331578404,NA,NA,NA,NA,NA
"Mod.398",-4.89637348838483,308.583577880243,-148.291788940121,NA,0.00335445179154071,-1.36463476848409e-06,NA,NA,"398",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",1.75320790744733,NA,0.00171745512500455,-1.31526286972996e-06,NA,NA
"Mod.399",-5.07316477916824,309.602311420731,-147.801155710366,0.325624197012864,0.00335914181009662,-1.36675115091651e-06,NA,NA,"399",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",1.75294912812732,NA,0.00173158217003522,-1.32288340419129e-06,NA,NA
"Mod.415",-5.35395007775819,311.306985257147,-147.653492628573,0.773536268900224,0.00363825959665094,-1.3864728172658e-06,-0.000410833054631336,NA,"415",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",1.77091430284744,NA,0.00171098157028311,-1.3177263723593e-06,NA,NA
"Mod.447",-9.43898838440955,306.494508513282,-144.247254256641,6.64876001159376,0.0117351918778077,-4.93814774613533e-06,-0.0123538734709304,5.25632287366029e-06,"447",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",1.76307100581687,NA,0.00179625820139699,-1.36034451837853e-06,NA,NA
"Mod.463",-4.75892636235106,301.749602145684,-142.874801072842,-0.297562138727763,0.00335585748433319,-1.36501839044617e-06,NA,NA,"463",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",-0.13362283141129,2.56777118853915,0.00243270435293047,-1.68288614355823e-06,NA,NA
"Mod.479",-4.72645504599205,303.743169164987,-142.871584582494,-0.374472702082382,0.00332792092101404,-1.36552078175584e-06,6.74666062408788e-05,NA,"479",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",-0.116904592217329,2.58246281822249,0.0024103307999371,-1.68554991631712e-06,NA,NA
"Mod.511",-8.07206592542065,299.905169186841,-139.952584593421,5.47106450771365,0.00993087957723056,-4.26215689128736e-06,-0.0116712779361553,5.11084400053588e-06,"511",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",-1.96004778368295,2.60428402907483,0.00609614304569565,-3.27591828643313e-06,NA,NA
"Mod.55",-8.16025716098571,324.583474014756,-156.291737007378,6.33699548954118,0.0103392904760859,-4.5039989996248e-06,-0.0117455797276075,4.98822887596134e-06,"55",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.6",-3.79478777929825,326.278727842202,-160.139363921101,NA,0.00228156429562191,-1.07250560431191e-06,NA,NA,"6",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.63",-9.3360701029326,305.399982126632,-145.699991063316,6.55703744771193,0.0120632197063876,-5.27112222682336e-06,-0.0121632447453374,5.17049665279154e-06,"63",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",1.85792556797026,NA,NA,NA,NA,NA
"Mod.7",-3.96145877523642,327.343935980858,-159.671967990429,0.30911941352975,0.00228592058786635,-1.07460963611484e-06,NA,NA,"7",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.73",-2.98315349134716,301.617729796444,-146.808864898222,-0.297130961649591,NA,NA,NA,NA,"73",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",0.120952610417676,2.42536266749884,NA,NA,NA,NA
"Mod.731",-3.1732536829353,306.929257055274,-145.464628527637,-0.285567432919874,0.000169470072969676,NA,-1.03280571434598e-05,NA,"731",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",1.32136512764472,2.39320852814776,-0.00118092708581667,NA,0.000108040265929336,NA
"Mod.735",-5.38672587525133,304.386573611508,-143.193286805754,-0.281612629733145,0.00458225081301008,-1.88866897018492e-06,-1.43465332867867e-05,NA,"735",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",1.85709432799543,2.21461844739021,-0.0015711673918729,NA,0.000331997271858802,NA
"Mod.75",-2.76555675616797,303.257053446872,-146.628526723436,-0.297101294050164,-0.000200553542508284,NA,NA,NA,"75",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",0.125296508059954,2.42874331614916,NA,NA,NA,NA
"Mod.767",-8.94674900562945,302.000522540482,-141.000261270241,4.97455704640433,0.0114173795587473,-4.84191095323802e-06,-0.0102158892310246,4.39638964532896e-06,"767",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",2.87206360968095,0.910259272811942,-0.00244251352927721,NA,0.00134281479428514,NA
"Mod.79",-4.76503906921154,300.944769358425,-144.472384679212,-0.297427737646252,0.00390116504638719,-1.79433541836425e-06,NA,NA,"79",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",0.269584467694736,2.47063429768269,NA,NA,NA,NA
"Mod.8",-3.12142048871747,307.803116921262,-151.901558460631,NA,NA,NA,NA,NA,"8",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",1.66613325611065,NA,NA,NA,NA,NA
"Mod.9",-3.29208355685605,308.84357951335,-151.421789756675,0.318639093812328,NA,NA,NA,NA,"9",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",1.669590265926,NA,NA,NA,NA,NA
"Mod.91",-2.98967899180412,304.959244924164,-146.479622462082,0.0969443187478926,5.90333839893691e-06,NA,-0.000368472965069327,NA,"91",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",0.120773521960681,2.44207323610333,NA,NA,NA,NA
"Mod.95",-5.04867584961897,302.62592023954,-144.31296011977,0.172133924907364,0.00417292449939823,-1.80332567289278e-06,-0.000436977206373748,NA,"95",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",0.267729725053382,2.47816755570907,NA,NA,NA,NA
"Mod.991",-4.76533435792977,305.69829273805,-142.849146369025,-0.282758301520604,0.00336151684028037,-1.36504320649141e-06,-1.29969038785721e-05,NA,"991",FALSE,FALSE,FALSE,"EPAN",1,18,24,"Yes","Unavg.w.warn",0.198875214399446,2.12898441964303,0.00209604403885855,-1.71578600003483e-06,0.000483714961997561,NA
"Mod.0",-3.5793435669917,185.726506725067,-91.8632533625335,NA,NA,NA,NA,NA,"0",FALSE,FALSE,FALSE,"GAOV",1,11,9,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.1",-3.48263771359351,187.52613420314,-91.7630671015702,-0.203460097220179,NA,NA,NA,NA,"1",FALSE,FALSE,FALSE,"GAOV",1,11,9,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.11",-3.39090850199483,191.500468639065,-91.7502343195324,-0.222986705650162,-8.34800133544527e-05,NA,1.79186973803344e-05,NA,"11",FALSE,FALSE,FALSE,"GAOV",1,11,9,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.15",-12.3697102491226,175.729424998274,-82.8647124991371,-0.25764156885029,0.0177305783675697,-7.91647804843632e-06,4.71428271019399e-05,NA,"15",FALSE,FALSE,FALSE,"GAOV",1,11,9,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.2",-3.49630398475996,187.70110730368,-91.8505536518399,NA,-7.54942989297091e-05,NA,NA,NA,"2",FALSE,FALSE,FALSE,"GAOV",1,11,9,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.3",-3.39974512553137,189.500821953084,-91.7504109765421,-0.203419412316137,-7.53782718317084e-05,NA,NA,NA,"3",FALSE,FALSE,FALSE,"GAOV",1,11,9,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.31",-12.0926121369894,177.717973868683,-82.8589869343416,-0.889895971822213,0.0171952787999921,-7.67407005604148e-06,0.00126598385721106,-5.51570753040514e-07,"31",FALSE,FALSE,FALSE,"GAOV",1,11,9,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.6",-12.4878317113256,171.931405550605,-82.9657027753024,NA,0.0177467306746144,-7.91453629929292e-06,NA,NA,"6",FALSE,FALSE,FALSE,"GAOV",1,11,9,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.7",-12.3925937917813,173.730205057748,-82.8651025288739,-0.206216999874911,0.0177513296307359,-7.91625474664042e-06,NA,NA,"7",FALSE,FALSE,FALSE,"GAOV",1,11,9,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.0",-2.85790595517987,312.885334157797,-155.442667078898,NA,NA,NA,NA,NA,"0",FALSE,FALSE,FALSE,"GASH",1,21,19,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.1",-2.80768004143182,314.785214581205,-155.392607290603,-0.10295289813363,NA,NA,NA,NA,"1",FALSE,FALSE,FALSE,"GASH",1,21,19,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.11",0.766735079199146,256.987511153795,-124.493755576898,-0.831240887811042,-0.00455315878910058,NA,0.00114658321089893,NA,"11",FALSE,FALSE,FALSE,"GASH",1,21,19,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.15",-0.109801980510804,257.824557497434,-123.912278748717,-1.05345127433257,-0.00171449392926147,-2.03964811667892e-06,0.00152240120732003,NA,"15",FALSE,FALSE,FALSE,"GASH",1,21,19,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.2",0.336328221477243,253.794992019851,-124.897496009925,NA,-0.00394374081273422,NA,NA,NA,"2",FALSE,FALSE,FALSE,"GASH",1,21,19,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.3",0.393136897889352,255.682979778808,-124.841489889404,-0.114545728832909,-0.00394502166277705,NA,NA,NA,"3",FALSE,FALSE,FALSE,"GASH",1,21,19,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.31",0.174116626213162,259.74637474963,-123.873187374815,-1.58428304714838,-0.00265623136038536,-1.34025881587967e-06,0.0032115953502079,-1.20245657861826e-06,"31",FALSE,FALSE,FALSE,"GASH",1,21,19,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.6",-0.54662298178464,254.838164236455,-124.419082118228,NA,-0.00123543164125625,-1.81876518935711e-06,NA,NA,"6",FALSE,FALSE,FALSE,"GASH",1,21,19,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.7",-0.489984834062385,256.727786564991,-124.363893282496,-0.113118286403023,-0.00123836027975242,-1.817654157355e-06,NA,NA,"7",FALSE,FALSE,FALSE,"GASH",1,21,19,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.0",-2.38757830582733,427.587756663576,-212.793878331788,NA,NA,NA,NA,NA,"0",FALSE,FALSE,FALSE,"GOOB",1,20,42,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.1",-2.85933964714611,420.826132567892,-208.413066283946,0.810111884062777,NA,NA,NA,NA,"1",FALSE,FALSE,FALSE,"GOOB",1,20,42,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.11",-1.70628685980501,395.559596726089,-193.779798363045,1.51416002398861,-0.00115812447538798,NA,-0.000794753599164727,NA,"11",FALSE,FALSE,FALSE,"GOOB",1,20,42,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.15",-5.10461858995393,383.810869674952,-186.905434837476,1.96670861713884,0.00663080428733167,-3.82782345147832e-06,-0.00133845306641235,NA,"15",FALSE,FALSE,FALSE,"GOOB",1,20,42,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.2",-0.806443050275417,401.903157787575,-198.951578893787,NA,-0.00164070389730639,NA,NA,NA,"2",FALSE,FALSE,FALSE,"GOOB",1,20,42,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.3",-1.27615018331368,394.795564036941,-194.39778201847,0.841316593474839,-0.0016616578083992,NA,NA,NA,"3",FALSE,FALSE,FALSE,"GOOB",1,20,42,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.31",-3.93104235718182,384.74673376144,-186.37336688072,-0.049542577939257,0.00395056384925054,-2.4786985144455e-06,0.00345761710196434,-2.53766667118444e-06,"31",FALSE,FALSE,FALSE,"GOOB",1,20,42,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.6",-3.74608339237303,390.879039628016,-192.439519814008,NA,0.00542337290518197,-3.63357942399918e-06,NA,NA,"6",FALSE,FALSE,FALSE,"GOOB",1,20,42,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.7",-4.2573328145166,383.675466878878,-187.837733439439,0.848079849830324,0.00548725242779999,-3.67486471497209e-06,NA,NA,"7",FALSE,FALSE,FALSE,"GOOB",1,20,42,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.0",-2.88465745434986,307.142877232698,-152.571438616349,NA,NA,NA,NA,NA,"0",FALSE,FALSE,FALSE,"GYDR",1,17,22,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.1",-3.03041781043894,308.449864187559,-152.22493209378,0.275021488980379,NA,NA,NA,NA,"1",FALSE,FALSE,FALSE,"GYDR",1,17,22,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.11",-1.58314111094379,299.804746257423,-145.902373128711,0.0227778541149183,-0.00150191805670761,NA,0.00029884258960669,NA,"11",FALSE,FALSE,FALSE,"GYDR",1,17,22,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.15",-4.12513905437299,294.526278761197,-142.263139380599,-0.172739409890172,0.00457158542381625,-3.09087278515409e-06,0.000533784678777755,NA,"15",FALSE,FALSE,FALSE,"GYDR",1,17,22,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.2",-1.58207169423002,296.645153436597,-146.322576718298,NA,-0.00132850813232872,NA,NA,NA,"2",FALSE,FALSE,FALSE,"GYDR",1,17,22,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.3",-1.72926101550603,297.938102631675,-145.969051315837,0.280144292172185,-0.00132980535071618,NA,NA,NA,"3",FALSE,FALSE,FALSE,"GYDR",1,17,22,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.31",-4.06023197302252,296.523600018207,-142.261800009104,-0.287013791794112,0.0044162345846716,-3.00891606447406e-06,0.000802509678719709,-1.39267624467653e-07,"31",FALSE,FALSE,FALSE,"GYDR",1,17,22,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.6",-4.20298759914172,291.491770819835,-142.745885409917,NA,0.00480294890307901,-3.05044331068754e-06,NA,NA,"6",FALSE,FALSE,FALSE,"GYDR",1,17,22,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.7",-4.35550199946718,292.773885563939,-142.386942781969,0.282890586353047,0.00481041861619258,-3.05470416325814e-06,NA,NA,"7",FALSE,FALSE,FALSE,"GYDR",1,17,22,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.0",-3.48124008932704,199.844649086885,-98.9223245434427,NA,NA,NA,NA,NA,"0",FALSE,FALSE,FALSE,"HIAL",1,12,10,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.1",-3.39282913199013,201.662537885886,-98.8312689429428,-0.185118761363915,NA,NA,NA,NA,"1",FALSE,FALSE,FALSE,"HIAL",1,12,10,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.11",-1.95871643752406,190.295109742327,-91.1475548711636,0.82387646598768,-0.0014929394747965,NA,-0.00135854167553291,NA,"11",FALSE,FALSE,FALSE,"HIAL",1,12,10,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.15",-4.16173920548271,189.797314788824,-89.8986573944122,1.47626271839984,0.00378388708422367,-2.68018353792113e-06,-0.00224634092715984,NA,"15",FALSE,FALSE,FALSE,"HIAL",1,12,10,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.2",-1.63151494016641,187.611652230697,-91.8058261153485,NA,-0.002017847832833,NA,NA,NA,"2",FALSE,FALSE,FALSE,"HIAL",1,12,10,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.3",-1.5408510186192,189.42640977689,-91.713204888445,-0.188576903392451,-0.00201854305459937,NA,NA,NA,"3",FALSE,FALSE,FALSE,"HIAL",1,12,10,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.31",-4.02669500000192,191.77864128098,-89.8893206404898,1.11615708959741,0.00346040154355909,-2.51064263177379e-06,-0.00126755006029388,-5.95068950252705e-07,"31",FALSE,FALSE,FALSE,"HIAL",1,12,10,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.6",-3.20402918463325,187.783962875025,-90.8919814375125,NA,0.00198690087114481,-2.15767076054615e-06,NA,NA,"6",FALSE,FALSE,FALSE,"HIAL",1,12,10,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.7",-3.11326898535948,189.600946959108,-90.800473479554,-0.187267823658992,0.00198426916761603,-2.15658216368435e-06,NA,NA,"7",FALSE,FALSE,FALSE,"HIAL",1,12,10,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.0",-3.26942810403096,233.563104872636,-115.781552436318,NA,NA,NA,NA,NA,"0",FALSE,FALSE,FALSE,"HODI",1,17,10,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.1",-3.03041783154185,233.678044352488,-114.839022176244,-0.547530061812228,NA,NA,NA,NA,"1",FALSE,FALSE,FALSE,"HODI",1,17,10,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.11",-0.699793044158988,202.610920899917,-97.3054604499584,0.707081302928431,-0.00265632807042907,NA,-0.00205500920868608,NA,"11",FALSE,FALSE,FALSE,"HODI",1,17,10,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.15",-3.01412054152133,201.724164938732,-95.862082469366,1.65466939859012,0.0037065485984279,-3.80706495016271e-06,-0.003586629333333,NA,"15",FALSE,FALSE,FALSE,"HODI",1,17,10,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.2",-0.555023341017091,202.197013637665,-99.0985068188327,NA,-0.00324087480020794,NA,NA,NA,"2",FALSE,FALSE,FALSE,"HODI",1,17,10,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.3",-0.292360615610744,202.20959534711,-98.1047976735552,-0.576752246545242,-0.00325479886028959,NA,NA,NA,"3",FALSE,FALSE,FALSE,"HODI",1,17,10,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.31",-2.62264277108667,203.268036345946,-95.634018172973,-0.389235275083917,0.00260288071742102,-3.10947374090286e-06,0.00373256687552639,-6.05676662289724e-06,"31",TRUE,TRUE,FALSE,"HODI",1,17,10,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.6",-1.99574580390973,202.446849653554,-98.2234248267769,NA,0.000996956805792695,-2.71122816980633e-06,NA,NA,"6",FALSE,FALSE,FALSE,"HODI",1,17,10,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.7",-1.73325786029079,202.47808188682,-97.2390409434099,-0.5718977429913,0.000975196704188603,-2.70516602747829e-06,NA,NA,"7",FALSE,FALSE,FALSE,"HODI",1,17,10,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.0",-1.68800796233796,640.302688195995,-319.151344097998,NA,NA,NA,NA,NA,"0",FALSE,FALSE,FALSE,"LIBO",1,48,67,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.1",-1.9002401122136,638.507277320402,-317.253638660201,0.397822466855695,NA,NA,NA,NA,"1",FALSE,FALSE,FALSE,"LIBO",1,48,67,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.11",0.0519286101217019,559.631226454393,-275.815613227196,0.819432644892513,-0.00205587632729315,NA,-0.000460240784293566,NA,"11",FALSE,FALSE,FALSE,"LIBO",1,48,67,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.15",-5.49018797263966,514.417473730744,-252.208736865372,1.09454688630262,0.011830535666322,-7.67807772691632e-06,-0.000816042329864909,NA,"15",FALSE,FALSE,FALSE,"LIBO",1,48,67,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
"Mod.2",0.480220236150859,560.492719927435,-278.246359963717,NA,-0.00229476523495818,NA,NA,NA,"2",FALSE,FALSE,FALSE,"LIBO",1,48,67,"No","Unavg.w.warn",NA,NA,NA,NA,NA,NA
