SiteName,Plotno,ABAM1,ABAM2,ABAM3,ABAM4,ABGR1,ABGR2,ABGR3,ABGR4,ABLA1,ABLA2,ABLA3,ABLA4,ABPR1,ABPR2,ABPR3,ABPR4,  ALRU  ,CHNO1,CHNO2,CHNO3,CHNO4,PIEN2,PIEN4,PISI2,PISI4,PIMO1,PIMO2,PIMO3,PIMO4,PSME1,PSME2,PSME3,PSME4,THPL1,THPL2,THPL3,THPL4,TSHE1,TSHE2,TSHE3,TSHE4,TSME1,TSME2,TSME3,TSME4,  ACCI  ,  ACTR  ,  ADBI  ,  ALSI  ,  AMAL  ,  ANMA  ,  ARUV  ,  ARMA  ,  ARLA  ,  ASCA  ,  ATFI  ,  BENE  ,  BLSP  ,  BRVU  ,  CAREX ,  CARO  ,  CASC  ,  CHME  ,  CHUM  ,  CILA2 ,  CIAL  ,  CLUN  ,  COCA  ,  COSC  ,  CORAL ,  DIOR  ,  EPAN  ,  ERMO  ,  FEOC  ,  FRAG  ,  GAOR  ,  GATR  ,  GAOV  ,  GASH  ,  GOOB  ,  GYDR  ,  HASA  ,  HIAL  ,  LIGR  ,  LICO4 ,  LIBO  ,  LICA  ,  LICO3 ,  LOCI  ,  LULA  ,  LUGL  ,  LUPA  ,  LYAM  ,  MADI  ,  MEFE  ,  MITEL ,  MONTI ,  OPHO  ,  OSMOR ,  OXOR  ,  PAMY  ,  PERA  ,  PENE  ,  PHEM  ,  POPU  ,  POMU  ,  PTAQ  ,  PYAS  ,  PYPI  ,  PYSE  ,  PYVI  ,  RHAL  ,  RIBR  ,  RIHO  ,  RILA  ,  ROGY  ,  RULA  ,  RUNI  ,  RUPA  ,  RUPE  ,  RUSP  ,  RUUR  ,  SASC  ,  SAMBU ,  SMST  ,  STAM  ,  STRO  ,  SYMO  ,  TABR  ,  TITR  ,  TIUN  ,  TRGR  ,  TRLA  ,  TROV  ,  VAAL  ,  VADE  ,  VAME  ,  VAOV  ,  VAPA  ,  VASC  ,  VASI  ,  VEVI  ,  VIGL  ,  VISE  ,  XETE  ,  ACGL  ,  CEVE  ,  COCOC ,  CONU  ,  GAHU  ,  JUCO4 ,  RHPU  ,  RULE  ,  SOOC  ,  VIED  ,  ACRU  ,  ADPE  ,  AGAST ,  AGROS ,  ALVI  ,  ANDE  ,  ANLY2 ,  APAN  ,  AQUIL ,  ARSY  ,  BRSU  ,  CABI  ,  CABU2 ,  CAME2 ,  CLPA  ,  COHE  ,  COME  ,  CYFR  ,  DIFO  ,  DRAU2 ,  EQFL  ,  FRAM  ,  GILIA ,  GORE  ,  HAOR  ,  HEUCH ,  HYDRO ,  HYMO  ,  LYCL  ,  MERTE ,  MOUN2 ,  MOCO  ,  MOSI  ,  HECO  ,  OSOB  ,  PAFI  ,  PEME  ,  PETAS ,  PONE  ,  POGL4 ,  POLO2 ,  PTERO ,  PYEL  ,  PYUN  ,  SAXIF ,  SAAR  ,  SENEC ,  SETR  ,  SMRA  ,  STCI  ,  STCR  ,  STOC  ,  STST  ,  TILA  ,  TOME  ,  POLEM ,  GNAPH ,  GEUM  ,  POBI  ,  CASTI ,  COMA3 ,  HODI  ,  UMBEL ,  ANTEN ,  PREM  ,  COLLO ,  FESU  ,  AGROP ,  TRCE  ,  RIBES ,  DAUCU ,  PYAP  ,  SYAL  ,  NONE  ,  RIVI  ,  LUST  ,  THALI ,  LATHY ,  CICUT ,  EPAL  ,  MIMUL ,  ANAPH ,  RUID  ,  DELPH ,  LUAL  ,  DODEC ,  LUPE  ,  VERON ,  RANUN ,  POTR2 ,PICO2,PICO4,  PIAL  ,  GABO  ,  ELGL  ,  ASMO  ,  PRUNU ,  AGRIM ,  FRVI  ,  GRAMI ,  FRVE  ,  GADI  ,  POMI2 ,  AGAU  ,  HORDE ,  PENST ,  PEDIC ,  LIGUS ,  MICRO ,  CALAM ,  TRSP  ,  VIOLA 
FRYI,92,4,25,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,1,0.2,0.2,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,3,14,0,0.2,0,0,0,0,0,3,0,0,3,0,0,1,0.2,0,0,3,0,0,0,0,0,0,5,0,0,1,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0.2,0,0,0,0,3,0.2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.2,0,0,5,0,0,0,0.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAMP,93,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,2,0.2,0,3,26,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.2,4,0,0,0,0.2,0,0,0,0,0,0,0,0,0,3,15,0.2,0,0,0,0,0.2,2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0.2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAMP,94,5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,14,29,4,0,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0,0,0,0,0.2,1,0,0,0,1,0,0.2,0,0,0,0,0,0,0,1,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,2,10,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UPPE,95,53,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0.2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.2,0.2,10,21,5,2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,2,0,0.2,0,0,0.2,0,0,7,0.2,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,1,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAMP,96,21,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0.2,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0.2,0.2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRI,97,64,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.2,0,0,0,0,0,0,0,53,8,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,3,0,0,0,2,0,0.2,0,0,0,0,0,0,0,5,6,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,1,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0.2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRI,98,80,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,1,4,9,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,2,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,2,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UPPE,99,87,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,3,0.2,0.2,1,0.2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,2,0,0,0.2,0,0,5,0,0,0,0,0,0,0.2,2,0,0,1,0,0,0,0.2,0,0,0,0,0,0,6,0.2,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0.2,0,4,0,0,0,0,4,0,0,5,0.2,0,0.2,0,0,2,3,0,0,0,2,3,0,0,3,0,10,40,0,0,2,1,0,2,3,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAMP,100,21,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,2,0.2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,3,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAMP,101,125,14,8,3,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.2,0,0,1,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0.2,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUCK,102,2,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,9,7,0,7,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0.2,0.2,0,0,3,3,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,8,0.2,0.2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0.2,0.2,1,0,0,1,0,0.2,0,0,0,0,1,0,25,0.2,2,0,0,0.2,18,0,0.2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUCK,103,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,6,2,0.2,7,19,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0.2,0.2,0,0,0.2,1,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0,1,0,0,0,0,0,0.2,0.2,0,0,1,0,0,0,0,0,0,0.2,0,12,0,0.2,0,0,0.2,10,0,1,0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUCK,104,62,13,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0.2,0.2,0,0,0.2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,3,0,1,0,0,0,0,0,0,0,4,0,60,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,1,0,5,0.2,3,0,3,4,5,0,0.2,0.2,0,0.2,20,0,0.2,0.2,6,1,0,0.2,17,0,1,10,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUCK,105,146,19,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,84,24,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,2,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,40,0,5,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOSE,106,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,2,0,0.2,0,0,7,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,4,0,0,0.2,1,0,0.2,0,0,0,0,0,0,0,1,0,0.2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0.2,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUCK,107,114,73,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,2,2,1,3,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0.2,0,0,0,1,0,7,3,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLD,108,29,77,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,1,3,0,0,0,0,0,22,0,0,0,0,0,0,0.2,1,0,0.2,0,0,0,0,0,0,0,0,0,6,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0.2,0,0,0,8,0.2,0,0,0,0,0,0,0.2,0,0,0,3,0,0,0,0,0.2,0,7,0,0,2,0,0,0,0,5,0,0,0,0,1,7,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLD,109,14,89,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,5,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0.2,0,1,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0.2,1,0,0,0.2,0,0,0.2,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLD,110,18,43,6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUCK,111,62,77,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,45,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,3,0,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,0,0,0.2,0,0,0,0,0,0,1,0,0,0,0.2,0,0,0,55,0,3,10,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WHIT,112,74,31,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,39,4,1,0,4,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0.2,1,0,0,0.2,0.2,0,8,10,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
