"Species","Dataset","L.Occ","R.Occ","Fire.Included","Type","Intercept.CI.Lower","Elevation.m.CI.Lower","Elevation.m2.CI.Lower","Data.Type.nofi.CI.Lower","Data.Type.Elevation.m.nofi.CI.Lower","Data.Type.Elevation.m2.nofi.CI.Lower","Resurvey.Burned.fi.CI.Lower","Resurvey.Unburned.fi.CI.Lower","Elevation.m.Res.Burn.fi.CI.Lower","Elevation.m.Res.Unburn.fi.CI.Lower","Elevation.m2.Res.Burn.fi.CI.Lower","Elevation.m2.Res.Unburn.fi.CI.Lower","Intercept.CI.Upper","Elevation.m.CI.Upper","Elevation.m2.CI.Upper","Data.Type.nofi.CI.Upper","Data.Type.Elevation.m.nofi.CI.Upper","Data.Type.Elevation.m2.nofi.CI.Upper","Resurvey.Burned.fi.CI.Upper","Resurvey.Unburned.fi.CI.Upper","Elevation.m.Res.Burn.fi.CI.Upper","Elevation.m.Res.Unburn.fi.CI.Upper","Elevation.m2.Res.Burn.fi.CI.Upper","Elevation.m2.Res.Unburn.fi.CI.Upper"
"CHUM",3,61,46,"No","Avg.Confidence",-6.29070834104096,0.0040783504024548,-7.96907292013799e-06,-2.91257850150085,-0.0051930419547738,-4.22142703466137e-06,NA,NA,NA,NA,NA,NA,-2.25040883247295,0.0133176008961152,-2.96021492518322e-06,2.06060789228956,0.0067575563147508,2.89362903971971e-06,NA,NA,NA,NA,NA,NA
"CLUN",3,44,50,"No","Avg.Confidence",-10.1678079834116,0.00936793076725019,-1.03859916731664e-05,-0.247708862133118,NA,NA,NA,NA,NA,NA,NA,NA,-5.3555866765392,0.0197064744369374,-5.10905396054655e-06,0.357334107338616,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",3,20,18,"No","Avg.Confidence",-6.55160274544811,-0.00056563342968735,-6.96909964048344e-06,-0.39501783583908,NA,NA,NA,NA,NA,NA,NA,NA,-1.54794467979518,0.0111099513213945,-5.84982034941885e-07,0.333842117388659,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",3,18,27,"Yes","Avg.Confidence",-11.4079805532481,0.00193684938706126,-7.05936987109705e-06,NA,NA,NA,-1.94316676402867,-4.28384847124964,-0.0101075519037633,-0.0127283094601156,-6.81795186105005e-06,-3.00838015383956e-06,-3.51122780606539,0.0162189584094362,-9.19907706279553e-07,NA,NA,NA,8.50642241448466,6.5817034412052,0.0119733945250463,0.0072606545078381,4.17237478278773e-06,5.60296546487449e-06
"GAOV",3,11,7,"No","Avg.Confidence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",3,21,23,"No","Avg.Confidence",-1.26321650105874,-0.00668680699247626,-2.53249250506796e-06,-0.280281672478085,NA,NA,NA,NA,NA,NA,NA,NA,1.52307723864959,0.000312945081343431,1.78372893492605e-06,0.324946110409943,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",3,20,46,"No","Avg.Confidence",-6.21697702862085,0.000643809252640935,-5.12662768253765e-06,-0.0299238109238844,-0.00146636221253963,NA,NA,NA,NA,NA,NA,NA,-2.12848186070299,0.00898825333204783,-1.01994319512537e-06,2.35527064391725,0.00097163059273299,NA,NA,NA,NA,NA,NA,NA
"GYDR",3,17,26,"No","Avg.Confidence",-6.29033892146078,-0.000450222695192482,-5.3508613987602e-06,-0.725622001778718,-0.000812298379797234,NA,NA,NA,NA,NA,NA,NA,-1.75990708093694,0.00925288323969176,-4.6432099261781e-07,1.1824427174222,0.000927628772212084,NA,NA,NA,NA,NA,NA,NA
"HIAL",3,12,9,"No","Avg.Confidence",-5.17321496859427,-0.0057658351762622,-3.97445968294422e-06,-0.657578349026614,NA,NA,NA,NA,NA,NA,NA,NA,-0.0178606601341391,0.00595313839655979,2.0682260389206e-06,0.471167967485323,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",3,17,12,"No","Avg.Confidence",-4.91141197999242,-0.00840063045685895,-7.51429496928844e-06,-1.86756873361146,-0.00476982164622957,NA,NA,NA,NA,NA,NA,NA,1.59031324057176,0.00899557008677792,3.25418614259774e-06,2.68393634259776,0.00277403994263479,NA,NA,NA,NA,NA,NA,NA
"LIBO",3,48,66,"No","Avg.Confidence",-7.67490295981619,0.00685235526747649,-1.10744820358622e-05,-0.483436565209679,-0.00171251082600114,NA,NA,NA,NA,NA,NA,NA,-3.26976348956814,0.0173383308587778,-4.9674758131346e-06,1.84948970369723,0.00109550913184189,NA,NA,NA,NA,NA,NA,NA
"MANE",3,61,58,"No","Avg.Confidence",-6.4142416345408,0.00615397558588001,-1.30800476747987e-05,-0.255997130133208,NA,NA,NA,NA,NA,NA,NA,NA,-2.18640267118705,0.0176939063126015,-5.47356113978033e-06,0.218680592861975,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",3,26,13,"No","Avg.Confidence",-6.66585207872688,-0.00286771909487592,-2.77304979298919e-06,-1.70726002014459,-0.000738260425506556,NA,NA,NA,NA,NA,NA,NA,-1.01700955658651,0.0071340162065511,1.21477651522602e-06,0.386370822461591,0.00062056338289967,NA,NA,NA,NA,NA,NA,NA
"OPHO",3,29,16,"No","Avg.Confidence",-3.24219018586408,-0.00634491697540451,-4.47412417377329e-06,-10.6378305224414,-0.00493972047458184,-1.05495496735823e-05,NA,NA,NA,NA,NA,NA,1.48751164497668,0.00527729504235178,2.0145099988948e-06,0.939633216495134,0.0217524081997562,3.67300673244623e-06,NA,NA,NA,NA,NA,NA
"PAMY",3,127,99,"Yes","Avg.Confidence",-2.94424510330859,0.00160091922763505,-2.83047063002275e-06,NA,NA,NA,-0.566398089916203,-0.770161431859475,NA,NA,NA,NA,-0.884487001060617,0.00565123972557818,-1.03146059023368e-06,NA,NA,NA,0.918345772496358,-0.102581197558254,NA,NA,NA,NA
"POMU",3,20,10,"No","Avg.Confidence",-0.847922113618273,-0.0074417893216995,-1.34316523118558e-06,-1.88046019837092,-0.00192954188520493,NA,NA,NA,NA,NA,NA,NA,1.98986244402691,-0.00161556937274459,1.63958242629262e-06,0.794838860377655,0.00157062868697068,NA,NA,NA,NA,NA,NA,NA
"PTAQ",3,47,20,"No","Avg.Confidence",-4.11134546900807,-0.000566943867985384,-4.38610368566946e-06,-2.02035417283675,-0.000859385262655871,NA,NA,NA,NA,NA,NA,NA,-0.637058580581038,0.00705460718672477,-5.28351197780216e-07,-0.0704384324605587,0.00104673846438878,NA,NA,NA,NA,NA,NA,NA
"RULA",3,18,12,"No","Avg.Confidence",-38.409907793619,0.0158338300131236,-1.81923215899053e-05,-0.849491153563106,NA,NA,NA,NA,NA,NA,NA,NA,-13.2905347607347,0.051756109877984,-5.49083531923235e-06,0.473057910791179,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",3,33,20,"No","Avg.Confidence",-8.91856125061578,0.00456767505406511,-9.15372546857176e-06,-1.52301642769158,-0.000987031011851118,NA,NA,NA,NA,NA,NA,NA,-3.44672577341287,0.016555287896439,-2.89667903668681e-06,0.683913692658302,0.000994130252694953,NA,NA,NA,NA,NA,NA,NA
"RUPE",3,23,23,"No","Avg.Confidence",-10.103826074278,0.00336690223183943,-5.26291057595881e-06,-0.312098595853729,NA,NA,NA,NA,NA,NA,NA,NA,-4.51685853535536,0.0131304824791279,-1.24080751178579e-06,0.313859807608465,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",3,15,22,"No","Avg.Confidence",-4.14363602254717,-0.00440421008584893,-2.78682476918775e-06,-1.04675904970504,-0.00101856848219695,NA,NA,NA,NA,NA,NA,NA,-0.165971379463906,0.00408776641179002,1.37918375186156e-06,1.13767008756494,0.00146456032179091,NA,NA,NA,NA,NA,NA,NA
"SOSI",3,48,19,"No","Avg.Confidence",-14.4796038742087,0.00773612426354354,-6.54312628036539e-06,-3.35350681468916,-0.00102641233851197,NA,NA,NA,NA,NA,NA,NA,-7.13697827118401,0.0188795556017626,-2.43264551947548e-06,0.489392454239899,0.00151671552690763,NA,NA,NA,NA,NA,NA,NA
"SPBE",3,17,32,"No","Avg.Confidence",-6.05680329860627,-0.000600744469129502,-6.07627760435911e-06,-0.365410935286125,-0.00118895751045765,NA,NA,NA,NA,NA,NA,NA,-1.57146957717929,0.00946825246862807,-6.54867973659201e-07,1.83083610097409,0.00112551182018913,NA,NA,NA,NA,NA,NA,NA
"TITR",3,34,41,"No","Avg.Confidence",-3.69030475304807,-0.00256539596553958,-2.81400696113288e-06,-0.259476570214871,NA,NA,NA,NA,NA,NA,NA,NA,-0.279715044666612,0.00469668278720011,6.33035836962922e-07,0.380537934618692,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",3,10,23,"No","Avg.Confidence",-8.0543738380037,-0.00265037673685216,-1.12445800521962e-05,-0.827558925221573,-0.00392145191100987,NA,NA,NA,NA,NA,NA,NA,-0.880191489612523,0.0153172250144049,4.61577350264268e-08,3.74276213257947,0.00232817531759582,NA,NA,NA,NA,NA,NA,NA
"VAME",3,95,109,"Yes","Avg.Confidence",-8.41098170606519,0.00759216632117557,-5.15314315368904e-06,NA,NA,NA,-12.1674602694033,-0.11663322654669,0.00111898457949669,-0.00147848373206932,NA,NA,-5.18400977894148,0.0130300086913752,-2.9481658417028e-06,NA,NA,NA,-1.5882159755136,2.02819520845096,0.00759051599325423,0.000264943216848869,NA,NA
"VASI",3,24,25,"No","Avg.Confidence",-16.5192681171914,0.00317887070901645,-5.12712005590286e-06,-0.304807698674115,NA,NA,NA,NA,NA,NA,NA,NA,-6.1029094433628,0.0174916942769373,-2.98803417590268e-07,0.33087939181759,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",4,72,57,"No","Avg.Confidence",-4.19780073567579,0.00259289106806076,-9.05465047439817e-06,-0.919835832501805,-0.00104462030158622,NA,NA,NA,NA,NA,NA,NA,-0.666777075454336,0.0117886483677468,-3.27228463015365e-06,0.627130574958817,0.000836558726352638,NA,NA,NA,NA,NA,NA,NA
"ACGL",4,15,13,"No","Avg.Confidence",-6.9759906334132,-0.00163326353155599,-5.98405434344311e-06,-0.468284527986007,NA,NA,NA,NA,NA,NA,NA,NA,-1.55398934072537,0.0103506275894825,1.40441202100815e-07,0.385377955610342,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",4,10,20,"Yes","Avg.Confidence",-6.77510534934611,-0.00518761648762418,-3.95070037189326e-06,NA,NA,NA,-2.17682945417285,-13.5687350980852,-0.00811649395945438,-0.00575551553303495,-2.76703111224818e-06,-4.25483549574394e-06,-0.397762126576002,0.00756690596501896,1.95879497883719e-06,NA,NA,NA,6.06424361774156,2.74911659316684,0.00739292193229747,0.0161847739627296,4.01391781783683e-06,3.29688859872483e-06
"AMAL",4,42,49,"No","Avg.Confidence",-4.22285308098412,0.000509349580266826,-5.00570379646698e-06,-0.25612026129876,NA,NA,NA,NA,NA,NA,NA,NA,-1.06981298225745,0.00769121886712702,-1.20703669973803e-06,0.38920628702095,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",4,42,26,"Yes","Avg.Confidence",-3.52875589691031,-0.00292085406290848,-2.57649960903078e-06,NA,NA,NA,-1.56653070136237,-3.06482134145933,-0.00155447115319255,-0.00096594470497491,NA,NA,0.00729937458879304,0.00440344201848608,8.5469098398619e-07,NA,NA,NA,1.93747672094482,0.402935301503666,0.00170758864216036,0.00234593452866563,NA,NA
"ATFI",4,24,28,"No","Avg.Confidence",-4.51033712913515,-0.00174171188244403,-4.12124467099518e-06,-0.301860883591144,NA,NA,NA,NA,NA,NA,NA,NA,-0.842980352353845,0.00643750298482081,5.08047672986977e-08,0.409321546586983,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",4,32,30,"No","Avg.Confidence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",4,33,19,"Yes","Avg.Confidence",-6.78826535097581,0.00163053169268679,-4.96213715316113e-06,NA,NA,NA,-0.475448843254701,-1.5060659495762,NA,NA,NA,NA,-2.55054641012773,0.0100842048273446,-1.06507997099563e-06,NA,NA,NA,1.64154692725668,-0.19971047914054,NA,NA,NA,NA
"CEVE",4,26,21,"Yes","Avg.Confidence",-8.9685905669999,0.00375120434424597,-6.43810172484157e-06,NA,NA,NA,1.04219975697129,-1.59163521307071,NA,NA,NA,NA,-3.90906036724913,0.0136021078816428,-1.93606360088334e-06,NA,NA,NA,2.85204310468279,-0.123649280211363,NA,NA,NA,NA
"CHUM",4,61,49,"No","Avg.Confidence",-6.01376249339364,0.00385137786214402,-7.64174539273905e-06,-2.06004398525366,-0.0043689293491707,-3.10799871906217e-06,NA,NA,NA,NA,NA,NA,-2.12064153599137,0.0126849328010898,-2.89046595760426e-06,1.92576535568627,0.00477039601725187,2.30493897933385e-06,NA,NA,NA,NA,NA,NA
"CLUN",4,44,51,"No","Avg.Confidence",-10.0784066134565,0.00930403609663938,-1.03361364990329e-05,-0.25536992070187,NA,NA,NA,NA,NA,NA,NA,NA,-5.30713404591471,0.0195665397939957,-5.09084883102807e-06,0.389169773318793,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",4,20,22,"No","Avg.Confidence",-6.05171443596109,-0.000720307146480208,-6.70000045542683e-06,-0.319497806049903,NA,NA,NA,NA,NA,NA,NA,NA,-1.36343278075949,0.0103465564834593,-5.76049307792521e-07,0.38101835409878,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",4,18,30,"Yes","Avg.Confidence",-8.19868839131482,0.00175365105066654,-4.48273988518424e-06,NA,NA,NA,1.74779838495018,-0.652860632700773,NA,NA,NA,NA,-3.6047997559639,0.0102244470043745,-8.21790524165579e-07,NA,NA,NA,3.50185352421331,0.724266742870902,NA,NA,NA,NA
"GAOV",4,11,9,"No","Avg.Confidence",-17.7487414011623,0.00602066114115518,-1.25197005118475e-05,-0.578901468181101,NA,NA,NA,NA,NA,NA,NA,NA,-6.11098473301088,0.0277959783165736,-2.70287224743439e-06,0.459893275970651,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",4,21,22,"No","Avg.Confidence",-1.27294304107888,-0.00671663370209278,-2.52576956150566e-06,-0.280781707119255,NA,NA,NA,NA,NA,NA,NA,NA,1.52095440491077,0.000282244345649643,1.79364284696561e-06,0.303452633061775,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",4,20,37,"No","Avg.Confidence",-7.60374784085893,0.000393208903143889,-6.81401747805083e-06,-2.62726711407333,-0.00568945009134631,-4.35043895052374e-06,NA,NA,NA,NA,NA,NA,-2.12443052996045,0.0122455303450137,-7.80683285463749e-07,3.41441180556131,0.0078184624185167,2.86961738964554e-06,NA,NA,NA,NA,NA,NA
"GYDR",4,17,25,"No","Avg.Confidence",-6.12174490911361,-0.000678690863212002,-5.22009558711363e-06,-0.405634097633046,NA,NA,NA,NA,NA,NA,NA,NA,-1.6741844457897,0.00898135736407189,-3.38761312122195e-07,0.797130386298477,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",4,12,9,"No","Avg.Confidence",-5.62642009973753,-0.00617637039462147,-4.94823730091527e-06,-0.658432564972987,NA,NA,NA,NA,NA,NA,NA,NA,0.155218373811084,0.00740936179614413,2.28511119133481e-06,0.471684339815348,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",4,17,11,"No","Avg.Confidence",-5.38657385064773,-0.0076917278066537,-8.43503464653247e-06,-1.70513568210946,-0.00334544626340073,NA,NA,NA,NA,NA,NA,NA,1.25383250378155,0.0103708099435881,2.94049520069047e-06,1.86811145833642,0.00230577933836383,NA,NA,NA,NA,NA,NA,NA
"LIBO",4,48,65,"No","Avg.Confidence",-7.4471825920983,0.00644947614771564,-1.08744602563326e-05,-0.711797717702592,-0.00182570387605046,NA,NA,NA,NA,NA,NA,NA,-3.01509392180667,0.0169094871727181,-4.78126601412415e-06,1.91634943997173,0.00112934236734282,NA,NA,NA,NA,NA,NA,NA
"MANE",4,61,57,"No","Avg.Confidence",-6.05219028047312,0.00548470284767596,-1.29228810377174e-05,-0.275296269996387,NA,NA,NA,NA,NA,NA,NA,NA,-1.86888850137588,0.0170457375222686,-5.19994922187073e-06,0.221987948859115,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",4,26,9,"No","Avg.Confidence",-3.46357603273727,-0.000410863649582339,NA,-1.88075417792818,NA,NA,NA,NA,NA,NA,NA,NA,-1.98183948163035,0.000661461761398487,NA,-0.333287684475147,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",4,29,14,"No","Avg.Confidence",-3.45785600785314,-0.00577826322623644,-4.44427062784454e-06,-9.72118486350134,-0.00746260244416785,-9.25152447606504e-06,NA,NA,NA,NA,NA,NA,1.28152116982047,0.00553074293127999,1.6997215586773e-06,2.25121353129466,0.0192864928058959,4.41364323503594e-06,NA,NA,NA,NA,NA,NA
"PAMY",4,127,107,"Yes","Avg.Confidence",-2.94711774291207,0.00161996626164264,-2.80191565037264e-06,NA,NA,NA,0.0804801656035124,-0.718865666234617,NA,NA,NA,NA,-0.90573007031049,0.00562037803636508,-1.03077034104058e-06,NA,NA,NA,1.5201375168928,-0.0557142624783643,NA,NA,NA,NA
"POMU",4,20,11,"No","Avg.Confidence",-0.965438205856337,-0.00770879529281879,-1.34661204907288e-06,-1.66315764670957,-0.00126428959881218,NA,NA,NA,NA,NA,NA,NA,1.99999862001249,-0.0014142725369446,1.92452308524879e-06,0.653802054543743,0.0012302946667544,NA,NA,NA,NA,NA,NA,NA
"PTAQ",4,47,20,"No","Avg.Confidence",-4.47250273667171,3.58161542603729e-07,-4.72289276907661e-06,-2.39863567770429,-0.000966737860863732,NA,NA,NA,NA,NA,NA,NA,-0.893128788593243,0.00779197162311423,-7.83116455268308e-07,0.00687639632831938,0.0015052168196306,NA,NA,NA,NA,NA,NA,NA
"RULA",4,18,13,"No","Avg.Confidence",-37.0598294947525,0.016404472017688,-1.81044921721271e-05,-0.702857732759172,NA,NA,NA,NA,NA,NA,NA,NA,-13.4588020028681,0.0506874588882812,-5.79795609644762e-06,0.437539803987974,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",4,33,18,"No","Avg.Confidence",-9.62319189725667,0.00280654976407852,-1.02582053604844e-05,-4.00128957677096,-0.0132378436419733,-3.98434673495876e-06,NA,NA,NA,NA,NA,NA,-2.55893658435029,0.01848610091615,-2.05358191681326e-06,5.44046014229052,0.00747997428258377,6.61561327883456e-06,NA,NA,NA,NA,NA,NA
"RUPE",4,23,20,"No","Avg.Confidence",-9.84121379774095,0.00291079137284536,-5.22459152804712e-06,-0.403613436114628,NA,NA,NA,NA,NA,NA,NA,NA,-4.24597627971045,0.0128182622202567,-1.10047948041553e-06,0.317938055786666,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",4,15,21,"No","Avg.Confidence",-3.87739734486423,-0.00434006608292697,-2.29455203320976e-06,-0.746952934315806,-0.000727827173037235,NA,NA,NA,NA,NA,NA,NA,-0.200444611882528,0.00333839699788761,1.31603358306716e-06,0.906322452601615,0.000938529873900082,NA,NA,NA,NA,NA,NA,NA
"SOSI",4,48,18,"No","Avg.Confidence",-14.3586909059674,0.00756831792865205,-6.48077725125085e-06,-3.39560527970388,-0.00103173687811769,NA,NA,NA,NA,NA,NA,NA,-7.03306167960936,0.0187026776936166,-2.37058009980998e-06,0.442580076186355,0.00150272167889497,NA,NA,NA,NA,NA,NA,NA
"SPBE",4,17,33,"No","Avg.Confidence",-6.13915635992496,-0.000430054571113644,-6.2302719239341e-06,-0.325211422348953,-0.00121442636461512,NA,NA,NA,NA,NA,NA,NA,-1.63384048803323,0.00970323850824682,-7.52151994872554e-07,1.88274271065416,0.00112576441096881,NA,NA,NA,NA,NA,NA,NA
"TITR",4,34,38,"No","Avg.Confidence",-4.39393308431384,-0.000553008009184963,-3.50107777952696e-06,-0.254871779614794,NA,NA,NA,NA,NA,NA,NA,NA,-1.21322572031914,0.00614572130062374,-2.97134111119867e-07,0.332674063948311,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",4,10,27,"No","Avg.Confidence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",4,95,108,"Yes","Avg.Confidence",-8.91519847785143,0.00834446895792279,-5.54001849494644e-06,NA,NA,NA,-13.7038524268907,-0.504728944654173,0.00114673593054853,-0.00117675088614629,NA,NA,-5.58109586896516,0.0139599478627892,-3.2616506249271e-06,NA,NA,NA,-1.82207091899743,1.69655967293458,0.00834612522206152,0.000595697159876501,NA,NA
"VASI",4,24,26,"No","Avg.Confidence",-15.9966857517601,0.00279670036655321,-4.83799476507604e-06,-0.301288971355858,NA,NA,NA,NA,NA,NA,NA,NA,-5.89107048230993,0.0167013765856688,-1.427514593093e-07,0.353680817082312,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",5,72,57,"No","Avg.Confidence",-4.11280522417189,0.00245007039644983,-8.80620266558921e-06,-0.905640756048129,-0.00091507866164901,NA,NA,NA,NA,NA,NA,NA,-0.632185393033089,0.0114756382270416,-3.15864027631623e-06,0.565374169095525,0.000782518157899325,NA,NA,NA,NA,NA,NA,NA
"ACGL",5,15,13,"No","Avg.Confidence",-6.98084489827209,-0.00162576565086823,-5.97251122721782e-06,-0.468259562269425,NA,NA,NA,NA,NA,NA,NA,NA,-1.55970634873283,0.0103456698311479,1.39475013559299e-07,0.385360247763212,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",5,10,20,"Yes","Avg.Confidence",-4.34299316500778,-0.00359079207295186,-9.33560548935493e-07,NA,NA,NA,0.12672876742417,-6.31143686698462,-0.00162964645593309,0.000738100743916285,NA,NA,-0.86479491451716,0.00153974122765522,1.03260210659646e-06,NA,NA,NA,4.44895703675724,-0.544256368935099,0.00230501077910415,0.00508090210967306,NA,NA
"AMAL",5,42,47,"No","Avg.Confidence",-4.46129540148565,0.000812214934360186,-5.23146887076169e-06,-0.241818163652196,NA,NA,NA,NA,NA,NA,NA,NA,-1.23067166498549,0.00817202094867758,-1.33764545604364e-06,0.329243406786986,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",5,42,26,"Yes","Avg.Confidence",-4.08349889761538,-0.000990087478336102,-3.11705359924877e-06,NA,NA,NA,-1.60782741037856,-3.37101292224726,-0.0013156229090509,-0.00102335759044888,NA,NA,-0.801461833229129,0.00554194399665073,-5.55330009814215e-08,NA,NA,NA,2.02784528173164,0.396544999694479,0.00201407464003909,0.00260650544181321,NA,NA
"ATFI",5,24,29,"No","Avg.Confidence",-3.87757511734784,-0.00376892459716798,-3.46811029484924e-06,-0.280308161891661,NA,NA,NA,NA,NA,NA,NA,NA,0.0435089712987793,0.00509117541898557,1.0252419835622e-06,0.382495842583127,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",5,32,31,"No","Avg.Confidence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",5,33,20,"Yes","Avg.Confidence",-6.58235616637734,0.00134481580903341,-4.79874616048263e-06,NA,NA,NA,-2.75753674609213,-2.20260075649948,-0.00162426980757164,-0.000937636242346297,NA,NA,-2.34630430017288,0.00970385067969593,-9.33978307188666e-07,NA,NA,NA,2.44957993259872,0.406053335841077,0.00269104219988026,0.00136774985594376,NA,NA
"CEVE",5,26,21,"Yes","Avg.Confidence",-9.42649316344558,0.0030310316597941,-6.97251236582922e-06,NA,NA,NA,-6.97596945525188,-6.35281176901422,-0.010081337067348,-0.00507626592437346,-6.63970243252314e-06,-2.8906565562432e-06,-3.38099171593616,0.01462356424943,-1.66856073101416e-06,NA,NA,NA,6.99571940121977,2.21563375904343,0.0161130587219589,0.00822363202756518,4.54530851403446e-06,2.35536979423228e-06
"CHUM",5,61,49,"No","Avg.Confidence",-5.38665223087037,0.0032415451007388,-6.81179033274857e-06,-0.961974797337241,-0.00170961194276694,NA,NA,NA,NA,NA,NA,NA,-1.84904917150221,0.0111721567641085,-2.61996640202291e-06,1.17840740582218,0.0010092388748326,NA,NA,NA,NA,NA,NA,NA
"CLUN",5,44,51,"No","Avg.Confidence",-9.4406184554239,0.00841295811065866,-9.71768633620947e-06,-0.254392420183106,NA,NA,NA,NA,NA,NA,NA,NA,-4.8758634353279,0.018259847061238,-4.68007372587528e-06,0.387080453909759,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",5,20,22,"No","Avg.Confidence",-6.16039008216661,-0.000575087669596066,-6.81345404916075e-06,-0.319489463429506,NA,NA,NA,NA,NA,NA,NA,NA,-1.42889678242167,0.0105818720333233,-6.42071240377688e-07,0.381034252953361,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",5,18,28,"Yes","Avg.Confidence",-7.92678334270788,0.00105290367454065,-4.21488919749402e-06,NA,NA,NA,1.06267103105277,-1.497375975824,-0.00176895637148984,-0.000914279053227432,NA,NA,-3.15433167927934,0.00965627911294763,-5.31264389821617e-07,NA,NA,NA,4.57651850036311,1.20474319195397,0.00111457703171189,0.00112698121556688,NA,NA
"GAOV",5,11,7,"No","Avg.Confidence",-21.789284335898,0.00785072307206857,-1.54272074592272e-05,-0.912313231128836,NA,NA,NA,NA,NA,NA,NA,NA,-7.16088482532823,0.0347237040044383,-3.43515185858616e-06,0.565656270742357,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",5,21,23,"No","Avg.Confidence",-1.83767539653052,-0.00715548592287201,-3.75780158699863e-06,-1.85541768052533,-0.0018344867171287,NA,NA,NA,NA,NA,NA,NA,1.7062336495244,0.00194025664138641,2.17573313107194e-06,1.20681312901414,0.00298477967806223,NA,NA,NA,NA,NA,NA,NA
"GOOB",5,20,41,"No","Avg.Confidence",-7.70207831463441,-0.000191895062528882,-7.00790329129469e-06,-3.08628725949381,-0.00669821638330636,-5.74606407044927e-06,NA,NA,NA,NA,NA,NA,-1.84887610647597,0.0125190388452621,-4.88789718399465e-07,4.0617173485998,0.00975812416108337,3.33251410887131e-06,NA,NA,NA,NA,NA,NA
"GYDR",5,17,22,"No","Avg.Confidence",-6.35985536030309,-0.000669170918654059,-5.21688610283981e-06,-0.369793851955723,NA,NA,NA,NA,NA,NA,NA,NA,-1.7629341361099,0.00923728356054619,-2.83139370495216e-07,0.564449369304482,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",5,12,8,"No","Avg.Confidence",-4.88170907532486,-0.00562145969116989,-3.46434481885628e-06,-0.822556040044237,NA,NA,NA,NA,NA,NA,NA,NA,-0.0827868519033821,0.00506491347118303,1.9784157374429e-06,0.52347186946266,NA,NA,NA,NA,NA,NA,NA,NA
