"Species","Dataset","L.Occ","R.Occ","Fire.Included","Type","Rsquared","Intercept","Elevation.m","Elevation.m2","Data.Type.nofi","Data.Type.Elevation.m.nofi","Data.Type.Elevation.m2.nofi","P.Intercept","P.Elevation.m","P.Elevation.m2","P.Data.Type.nofi","P.Data.Type.Elevation.m.nofi","P.Data.Type.Elevation.m2.nofi","Intercept.CI.Lower","Elevation.m.CI.Lower","Elevation.m2.CI.Lower","Data.Type.nofi.CI.Lower","Data.Type.Elevation.m.nofi.CI.Lower","Data.Type.Elevation.m2.nofi.CI.Lower","Intercept.CI.Upper","Elevation.m.CI.Upper","Elevation.m2.CI.Upper","Data.Type.nofi.CI.Upper","Data.Type.Elevation.m.nofi.CI.Upper","Data.Type.Elevation.m2.nofi.CI.Upper"
"OPHO",1,29,16,"No","Global_unavg",0.127616014971993,-0.476694350705145,-0.00161149233818354,-6.02477747479232e-07,-6.5354572401423,0.0120874953318092,-5.22049664529643e-06,0.668298329761208,0.548062916025804,0.678764606986941,0.0160227189975866,0.0444137632587464,0.0950701955723521,-2.83464369929917,-0.00653323138694454,-3.92524293565367e-06,-12.6131059748342,0.00136136247612865,-1.22562872234328e-05,1.59282312186692,0.00416459263537014,1.91076846763456e-06,-1.76280270211567,0.0254514667744917,3.83962296708504e-07
"POMU",1,20,10,"No","Global_unavg",0.190959024929853,0.903939942315801,-0.00551360411412406,9.01473057163799e-07,-2.67287593902212,0.00484839686188138,-2.49585855658204e-06,0.459505624203113,0.0825589648713274,0.622886204679093,0.240338359647534,0.425543840453648,0.50552435367744,-1.69002434435425,-0.0113475842725007,-3.73031393875638e-06,-7.79805876232675,-0.0061652341432363,-1.2025160173221e-05,3.21354443484589,0.00155296170559402,3.91074873955816e-06,1.47971575470886,0.0189845614814839,4.14693543373976e-06
"PTAQ",1,47,22,"No","Global_unavg",0.103110156810825,-2.74106709139397,0.00420188841952411,-2.99837220389289e-06,-1.12440574486355,-0.00022105247499554,5.36142872025089e-07,0.0131693056519909,0.0900762669471028,0.0190139007172202,0.549989751040456,0.956701719350822,0.790819518179672,-5.08845187308507,-0.000313434545594921,-5.78355296270841e-06,-5.03122492479744,-0.00802860680492414,-3.64309764022967e-06,-0.719788328570164,0.00948036451824478,-7.29356482901478e-07,2.44753391043319,0.00815806670543755,4.43744925227546e-06
"RULA",1,18,13,"No","Global_unavg",0.187900524600347,-27.1983603497134,0.0357389863612151,-1.24701659452319e-05,7.08157801905411,-0.0109723974024233,3.93788219088019e-06,0.00198926159982015,0.00428181684934229,0.00459740263592701,0.537051706510717,0.502679132505669,0.494962452833345,-48.6900296850377,0.0162789147548048,-2.30269765385565e-05,-16.31368108867,-0.0457166325490026,-7.71007413077983e-06,-13.7720262187337,0.0659561705280813,-5.54518173232006e-06,31.6043436032354,0.0221962569319175,1.61363400333757e-05
"RUPA",1,33,21,"No","Global_unavg",0.115292026652565,-7.49810947081765,0.0137856877403166,-7.75501492837297e-06,3.39721061403809,-0.00889391703119243,4.58917530985865e-06,0.000203426930417266,0.00221795452598449,0.00120942289175336,0.191934943278139,0.124234768343378,0.129469891664498,-11.9760191850088,0.00599976753600946,-1.31570926754133e-05,-1.67895896769639,-0.0207658351914716,-1.29751105369172e-06,-4.00575732694969,0.023793049572936,-3.69377206042201e-06,8.7266082289201,0.00236026595750321,1.08672072778894e-05
"RUPE",1,23,23,"No","Global_unavg",0.0501015433818606,-8.19479331733684,0.00945332212763398,-3.61352569050634e-06,1.28624183993836,-0.00101941801450118,-5.51331160647149e-08,0.000186263924032608,0.0113450295610126,0.0165593861063493,0.659374146131084,0.843413592180749,0.979618362848646,-13.1161904028644,0.00286441733187768,-6.91454416337259e-06,-4.4306750189094,-0.0113708980726509,-4.37312172750491e-06,-4.42195874682828,0.017650959455895,-9.44364938064706e-07,7.24964566514335,0.00918958830666609,4.22746558475226e-06
"RUSP",1,15,20,"No","Global_unavg",0.0629867116568699,-1.43069033807597,-0.00172928287257351,-1.32429716994541e-07,-1.81464821114765,0.00427255416159546,-1.72407267315016e-06,0.301953842913637,0.586736585989568,0.933872893154156,0.37085153359213,0.342781510288936,0.438850875710911,-4.48469264177875,-0.00751405450799416,-3.82455262768036e-06,-5.90986287415904,-0.00470716087839039,-6.18233989460979e-06,1.05946689522147,0.00525132915265105,2.63424348752235e-06,2.19896305001096,0.0132978397725593,2.83145521459417e-06
"SOSI",1,48,19,"No","Global_unavg",0.1646805286316,-9.81888433448531,0.0118737619552026,-3.9975269845071e-06,-7.31130444117125,0.00875229892960507,-2.94800661027044e-06,9.20366917859582e-07,0.000131110079883549,0.000566505299201399,0.196568382040489,0.285238680142185,0.310950141641154,-14.2078371616974,0.0062918994641708,-6.46766389058029e-06,-20.7428933827946,-0.00526899436127643,-9.59036863699865e-06,-6.30368977494645,0.0185494523479673,-1.89101406159437e-06,2.13761462462393,0.0277363446280629,2.11152404534501e-06
"SPBE",1,17,29,"No","Global_unavg",0.107798152659909,-3.99208000158814,0.00482709118672092,-3.5541486762616e-06,1.18656749643078,-0.00135396910765166,6.75956419416754e-07,0.0313434502030268,0.266393579463356,0.134419684536097,0.604664319639688,0.800669741621515,0.816866127894641,-8.25689114831655,-0.00251919606856147,-9.25859862806822e-06,-3.14606359743845,-0.0128098617065345,-4.81508026926685e-06,-0.844284047014566,0.0148714111708207,2.74048609480606e-07,6.06520391086596,0.00878462276075221,7.07420513533336e-06
"TITR",1,34,39,"No","Global_unavg",0.0466575061735075,-2.84279573756132,0.00288563664806784,-1.99379725773344e-06,0.674730885992601,-0.00145202935931901,8.32454057932093e-07,0.0157739310168058,0.250835626290593,0.100708058699643,0.666247206225884,0.660348180485318,0.596295341868896,-5.36315039920949,-0.00169829049425677,-4.63679481980999e-06,-2.37105651498329,-0.00810677886201497,-2.20391778095963e-06,-0.706711301189398,0.00824162754432152,1.7453503671343e-07,3.82177808403424,0.00496394642164826,4.03413451878494e-06
"TRBO",1,10,26,"No","Global_unavg",0.202173583666181,-4.16005139126837,0.0047688010861359,-4.11784094216104e-06,0.600295429393681,0.00374956868595601,-4.1988142439131e-06,0.0929056079931773,0.448153748773114,0.276555487498637,0.851644265697168,0.670212323041511,0.476519777343096,-10.2872595544665,-0.0050734689251669,-1.41418068273535e-05,-5.58829692378722,-0.0150239985208574,-1.65304336256717e-05,-0.219395232840604,0.0205554161738628,1.32989537940002e-06,7.62110031377314,0.0213327479947859,8.12891728112768e-06
